Tabela 74 - Produção de origem animal, por tipo de produto;;;
Variável - Valor da produção (Mil Reais);;;
Tipo de produto de origem animal - Total;;;
;Ano;;
Rio Grande (RS);10402;9666;12291
Rio Pardo (RS);5446;5913;7477
Riozinho (RS);1085;985;1176
Roca Sales (RS);8013;8188;11197
Rodeio Bonito (RS);5889;6146;8743
Rolador (RS);4599;5117;5895
Rolante (RS);5977;6392;7897
Ronda Alta (RS);16466;16138;17538
Rondinha (RS);31163;35971;45564
Roque Gonzales (RS);9818;9792;13938
Rosário do Sul (RS);11595;12453;13789
Sagrada Família (RS);11708;11243;9815
Saldanha Marinho (RS);8550;10656;12497
Salto do Jacuí (RS);7174;8259;9799
Salvador das Missões (RS);11719;12915;18648
Salvador do Sul (RS);73285;60568;68326
Sananduva (RS);30435;32519;36346
Santa Bárbara do Sul (RS);7293;8725;9972
Santa Cecília do Sul (RS);9935;10091;11940
Santa Clara do Sul (RS);8864;8806;11904
Santa Cruz do Sul (RS);6215;7344;16747
Santa Maria (RS);3888;3675;3250
Santa Maria do Herval (RS);7832;8499;11046
Santa Margarida do Sul (RS);3291;3633;3886
Santana da Boa Vista (RS);4903;4979;5649
Sant'Ana do Livramento (RS);29113;32830;53917
Santa Rosa (RS);31164;32002;42499
Santa Tereza (RS);700;711;725
Santa Vitória do Palmar (RS);7929;6596;6525
Santiago (RS);11190;9647;9766
Santo Ângelo (RS);15647;20272;24236
Santo Antônio do Palma (RS);23834;15934;19573
Santo Antônio da Patrulha (RS);1994;2560;3182
Santo Antônio das Missões (RS);8600;7270;8121
Santo Antônio do Planalto (RS);4784;4972;5266
Santo Augusto (RS);26550;20347;21693
Santo Cristo (RS);57990;60929;80961
Santo Expedito do Sul (RS);16073;17797;23621
São Borja (RS);4613;5834;6103
São Domingos do Sul (RS);11139;10397;9849
São Francisco de Assis (RS);5389;5940;6339
São Francisco de Paula (RS);27228;26827;15340
São Gabriel (RS);11455;11253;13178
São Jerônimo (RS);3062;1697;2000
São João da Urtiga (RS);15939;15849;18806
São João do Polêsine (RS);1024;692;715
São Jorge (RS);19351;20227;21387
São José das Missões (RS);10876;9892;8505
São José do Herval (RS);8210;13528;16518
São José do Hortêncio (RS);2243;2214;2265
São José do Inhacorá (RS);12391;12675;16838
São José do Norte (RS);938;303;289
São José do Ouro (RS);15798;17722;21120
São José do Sul (RS);8731;7128;6427
São José dos Ausentes (RS);9896;9487;7833
São Leopoldo (RS);1824;1557;1743
São Lourenço do Sul (RS);37092;49398;56173
São Luiz Gonzaga (RS);5759;5620;5712
São Marcos (RS);5536;7522;9069
São Martinho (RS);15702;14681;19180
São Martinho da Serra (RS);1377;705;738
São Miguel das Missões (RS);9945;12544;13236
São Nicolau (RS);4303;4459;5262
São Paulo das Missões (RS);19174;20968;37988
São Pedro da Serra (RS);6064;5507;5990
São Pedro das Missões (RS);6781;6101;5330
São Pedro do Butiá (RS);13973;15850;21626
São Pedro do Sul (RS);2807;3970;5318
São Sebastião do Caí (RS);3689;3070;3906
São Sepé (RS);3311;3046;3769
São Valentim (RS);10653;8666;9558
São Valentim do Sul (RS);5896;5955;5996
São Valério do Sul (RS);4231;4437;5239
São Vendelino (RS);1933;1250;1152
São Vicente do Sul (RS);1949;1851;2284
Sapiranga (RS);687;662;1336
Sapucaia do Sul (RS);59;57;41
Sarandi (RS);15518;18079;17284
Seberi (RS);14178;13138;14822
Sede Nova (RS);12017;11038;12776
Segredo (RS);1887;2164;2585
Selbach (RS);20522;21725;26046
Senador Salgado Filho (RS);13352;13628;16838
Sentinela do Sul (RS);823;645;646
Serafina Corrêa (RS);39280;41646;40467
Sério (RS);4240;4081;5563
Sertão (RS);34992;28823;33512
Sertão Santana (RS);815;735;779
Sete de Setembro (RS);5374;6482;8020
Severiano de Almeida (RS);10544;11448;14764
Silveira Martins (RS);750;833;747
Sinimbu (RS);3268;3775;3947
Sobradinho (RS);1939;1997;2549
Soledade (RS);14883;14620;13923
Tabaí (RS);3676;5651;5885
Tapejara (RS);15132;16825;24730
Tapera (RS);7227;8038;9949
Tapes (RS);646;570;592
Taquara (RS);9343;8523;10809
Taquari (RS);6397;6525;6523
Taquaruçu do Sul (RS);7880;6784;10650
Tavares (RS);2033;242;313
Tenente Portela (RS);14805;13698;17142
Terra de Areia (RS);432;519;664
Teutônia (RS);40630;39677;50403
Tio Hugo (RS);8177;9836;10245
Tiradentes do Sul (RS);21764;20469;25376
Toropi (RS);5563;7516;9189
Torres (RS);227;272;385
Tramandaí (RS);131;154;193
Travesseiro (RS);10749;9316;14428
Três Arroios (RS);5580;5667;5896
Três Cachoeiras (RS);350;409;503
Três Coroas (RS);1303;1265;1458
Três de Maio (RS);40900;41959;55981
Três Forquilhas (RS);362;456;574
Três Palmeiras (RS);12050;12324;16334
Três Passos (RS);22987;21794;28478
Trindade do Sul (RS);6229;5335;8253
Triunfo (RS);6024;5545;8160
Tucunduva (RS);12580;6247;8358
Tunas (RS);1546;1532;1948
Tupanci do Sul (RS);6496;5746;6261
Tupanciretã (RS);15379;16312;19468
Tupandi (RS);11230;8998;9328
Tuparendi (RS);29591;30295;40298
Turuçu (RS);5712;5919;6356
Ubiretama (RS);11702;11980;16102
União da Serra (RS);9997;10064;10249
Unistalda (RS);1294;1361;1395
Uruguaiana (RS);14076;15196;17878
Vacaria (RS);52475;50815;46500
Vale Verde (RS);2065;2408;2626
Vale do Sol (RS);4335;4796;5591
Vale Real (RS);368;441;574
Vanini (RS);7909;7256;8555
Venâncio Aires (RS);12847;15712;19287
Vera Cruz (RS);4427;3712;4796
Veranópolis (RS);16374;16779;19371
Vespasiano Corrêa (RS);21156;22734;30046
Viadutos (RS);12683;12396;9766
Viamão (RS);12559;11802;12331
Vicente Dutra (RS);5900;6258;12327
Victor Graeff (RS);15098;16434;19385
Vila Flores (RS);7297;8687;9543
Vila Lângaro (RS);13438;12240;16505
Vila Maria (RS);45207;38275;45705
Vila Nova do Sul (RS);1085;1172;1253
Vista Alegre (RS);12510;10354;17121
Vista Alegre do Prata (RS);9856;10064;10206
Vista Gaúcha (RS);11260;10658;12884
Vitória das Missões (RS);6058;7032;6637
Westfália (RS);31314;32803;40365
Xangri-lá (RS);27;82;130
Água Clara (MS);9658;8869;9737
Alcinópolis (MS);3068;2049;1206
Amambai (MS);5901;4514;3379
Anastácio (MS);4865;5344;3185
Anaurilândia (MS);6509;5745;5286
Angélica (MS);2454;3279;4472
Antônio João (MS);1045;849;813
Aparecida do Taboado (MS);9741;8955;11183
Aquidauana (MS);4680;3940;3070
Aral Moreira (MS);1746;1351;1145
Bandeirantes (MS);13101;8551;5637
Bataguassu (MS);7672;7655;8249
Batayporã (MS);4022;4637;4740
Bela Vista (MS);5639;4114;2323
Bodoquena (MS);2413;1872;1363
Bonito (MS);5211;3615;2071
Brasilândia (MS);4445;3401;2240
Caarapó (MS);4221;3011;2811
Camapuã (MS);9747;10611;13083
Campo Grande (MS);17614;13551;10907
Caracol (MS);2710;1901;1122
Cassilândia (MS);11754;12363;13795
Chapadão do Sul (MS);3451;4773;6528
Corguinho (MS);5389;3852;2614
Coronel Sapucaia (MS);1074;1088;1123
Corumbá (MS);9666;7415;5638
Costa Rica (MS);5387;5483;6101
Coxim (MS);3900;3269;2824
Deodápolis (MS);12463;8632;5689
Dois Irmãos do Buriti (MS);3777;3676;3641
Douradina (MS);1672;1600;1580
Dourados (MS);19854;17439;18978
Eldorado (MS);4396;4430;5205
Fátima do Sul (MS);3772;3175;2828
Figueirão (MS);4786;4135;4040
Glória de Dourados (MS);12520;11631;11049
Guia Lopes da Laguna (MS);3896;3284;2705
Iguatemi (MS);15656;12312;11579
Inocência (MS);10374;8540;7657
Itaporã (MS);2868;2330;1892
Itaquiraí (MS);24264;22755;26420
Ivinhema (MS);8930;7648;6828
Japorã (MS);4515;4629;3954
Jaraguari (MS);8392;5701;3405
Jardim (MS);2810;2591;2504
Jateí (MS);4114;5334;7013
Juti (MS);1689;1288;1027
Ladário (MS);1148;888;571
Laguna Carapã (MS);1521;1495;1736
Maracaju (MS);5584;5626;5412
Miranda (MS);2552;2160;1761
Mundo Novo (MS);3249;3245;4117
Naviraí (MS);5403;5383;5620
Nioaque (MS);4341;3644;3072
Nova Alvorada do Sul (MS);4753;4884;4535
Nova Andradina (MS);12125;12703;14451
Novo Horizonte do Sul (MS);5157;5395;6123
Paraíso das Águas (MS);2981;2840;3029
Paranaíba (MS);23196;17446;14692
Paranhos (MS);1110;1481;1969
Pedro Gomes (MS);2329;1902;1577
Ponta Porã (MS);5724;5667;5627
Porto Murtinho (MS);3570;2785;2297
Ribas do Rio Pardo (MS);5833;3881;2252
Rio Brilhante (MS);9382;7508;5429
Rio Negro (MS);3843;3078;2478
Rio Verde de Mato Grosso (MS);5740;4332;3065
Rochedo (MS);7001;4357;2179
Santa Rita do Pardo (MS);3127;2284;1498
São Gabriel do Oeste (MS);13653;10278;9304
Sete Quedas (MS);1975;2596;3406
Selvíria (MS);3517;2643;2134
Sidrolândia (MS);23934;23946;24061
Sonora (MS);927;898;987
Tacuru (MS);4593;4412;4250
Taquarussu (MS);1641;1552;1575
Terenos (MS);52253;58823;64912
Três Lagoas (MS);8385;5512;3009
Vicentina (MS);1991;3519;5435
Acorizal (MT);3798;3039;3949
Água Boa (MT);2381;2571;2753
Alta Floresta (MT);14204;14008;12469
Alto Araguaia (MT);6352;7282;8438
Alto Boa Vista (MT);2042;1311;1948
Alto Garças (MT);1330;1397;1625
Alto Paraguai (MT);2138;2343;3538
Alto Taquari (MT);1121;1177;1345
Apiacás (MT);1732;1848;979
Araguaiana (MT);1251;786;1045
Araguainha (MT);1047;1099;1273
Araputanga (MT);12239;12763;10002
Arenápolis (MT);3374;3805;6298
Aripuanã (MT);6641;6633;2898
Barão de Melgaço (MT);2804;2110;2014
Barra do Bugres (MT);5386;7004;7319
Barra do Garças (MT);4583;4237;5354
Bom Jesus do Araguaia (MT);5189;2590;3379
Brasnorte (MT);1739;2174;7437
Cáceres (MT);9860;11208;10719
Campinápolis (MT);14869;10675;14722
Campo Novo do Parecis (MT);941;1120;1357
Campo Verde (MT);110650;125803;112331
Campos de Júlio (MT);321;439;427
Canabrava do Norte (MT);8908;5376;5224
Canarana (MT);5313;6867;6531
Carlinda (MT);11254;11095;9610
Castanheira (MT);14312;13463;13937
Chapada dos Guimarães (MT);37752;26060;3891
Cláudia (MT);640;664;768
Cocalinho (MT);1134;1069;1282
Colíder (MT);23509;20645;12521
Colniza (MT);9775;9397;9481
Comodoro (MT);6990;9657;12418
Confresa (MT);11619;7149;8137
Conquista D'Oeste (MT);2592;3015;3795
Cotriguaçu (MT);4524;4355;3401
Cuiabá (MT);2358;2516;2071
Curvelândia (MT);2912;3369;2961
Denise (MT);2899;3479;4348
Diamantino (MT);1641;1911;2685
Dom Aquino (MT);8394;9270;10651
Feliz Natal (MT);345;444;435
Figueirópolis D'Oeste (MT);8698;8575;9339
Gaúcha do Norte (MT);1412;1348;739
General Carneiro (MT);1715;1517;1882
Glória D'Oeste (MT);1937;1979;1498
Guarantã do Norte (MT);18907;19238;17256
Guiratinga (MT);3006;3096;3528
Indiavaí (MT);2153;2282;1496
Ipiranga do Norte (MT);864;874;723
Itanhangá (MT);625;1082;899
Itaúba (MT);1099;982;929
Itiquira (MT);3542;3800;4352
Jaciara (MT);5728;7120;7488
Jangada (MT);2125;1618;1607
Jauru (MT);19751;18716;19690
Juara (MT);4580;5705;9081
Juína (MT);10371;9082;9542
Juruena (MT);10819;10390;8902
Juscimeira (MT);6486;5505;6738
Lambari D'Oeste (MT);3543;3782;2726
Lucas do Rio Verde (MT);19690;24187;18632
Luciara (MT);345;284;365
Vila Bela da Santíssima Trindade (MT);13318;12919;15492
Marcelândia (MT);5482;5145;4797
Matupá (MT);6265;6535;4679
Mirassol d'Oeste (MT);14573;15862;11581
Nobres (MT);1116;1015;1265
Nortelândia (MT);1141;1369;1813
Nossa Senhora do Livramento (MT);2820;2797;4700
Nova Bandeirantes (MT);2962;3420;2156
Nova Nazaré (MT);1543;1663;1602
Nova Lacerda (MT);3312;3758;5293
Nova Santa Helena (MT);2772;2684;1904
Nova Brasilândia (MT);1909;2177;1361
Nova Canaã do Norte (MT);15425;17187;13709
Nova Mutum (MT);23041;25365;24842
Nova Olímpia (MT);3955;4935;4980
Nova Ubiratã (MT);1479;2079;1918
Nova Xavantina (MT);8214;7667;8502
Novo Mundo (MT);7191;6626;7064
Novo Horizonte do Norte (MT);3245;4037;4694
Novo São Joaquim (MT);2968;2460;3512
Paranaíta (MT);6844;7066;10991
Paranatinga (MT);3441;3866;2078
Novo Santo Antônio (MT);673;735;1305
Pedra Preta (MT);5662;5829;6211
Peixoto de Azevedo (MT);6843;6551;5513
Planalto da Serra (MT);424;494;236
Poconé (MT);4123;3090;3150
Pontal do Araguaia (MT);1448;1973;2703
Ponte Branca (MT);1930;2159;2502
Pontes e Lacerda (MT);24241;24182;24208
Porto Alegre do Norte (MT);5944;3678;3888
Porto dos Gaúchos (MT);817;1044;959
Porto Esperidião (MT);15635;16420;6981
Porto Estrela (MT);1421;1754;2112
Poxoréu (MT);64005;148413;111651
Primavera do Leste (MT);142890;333592;235648
Querência (MT);1233;1222;1473
São José dos Quatro Marcos (MT);4676;4643;8564
Reserva do Cabaçal (MT);4043;4544;2891
Ribeirão Cascalheira (MT);2017;2058;2135
Ribeirãozinho (MT);1894;2094;2308
Rio Branco (MT);1745;1942;2507
Santa Carmem (MT);1631;1794;1781
Santo Afonso (MT);3683;4444;6259
São José do Povo (MT);5872;7397;8802
São José do Rio Claro (MT);1656;1879;3127
São José do Xingu (MT);3667;2956;3167
São Pedro da Cipa (MT);2070;2259;2574
Rondolândia (MT);2279;2515;2433
Rondonópolis (MT);14828;16457;18219
Rosário Oeste (MT);2378;1529;1865
Santa Cruz do Xingu (MT);2785;1664;1585
Salto do Céu (MT);9985;10975;7788
Santa Rita do Trivelato (MT);348;397;610
Santa Terezinha (MT);1327;1093;883
Santo Antônio do Leste (MT);1377;1429;1499
Santo Antônio do Leverger (MT);12015;9476;7796
São Félix do Araguaia (MT);4297;2266;4246
Sapezal (MT);870;1015;1181
Serra Nova Dourada (MT);369;310;588
Sinop (MT);4580;4996;4427
Sorriso (MT);20176;16576;15160
Tabaporã (MT);1765;1605;2021
Tangará da Serra (MT);26004;31985;28450
Tapurah (MT);2553;2076;1645
Terra Nova do Norte (MT);31243;31762;26603
Tesouro (MT);1466;1626;1854
Torixoréu (MT);2671;3765;3447
União do Sul (MT);484;372;619
Vale de São Domingos (MT);9989;11342;10476
Várzea Grande (MT);1498;1000;1017
Vera (MT);997;972;905
Vila Rica (MT);20484;12321;9540
Nova Guarita (MT);7228;4950;5046
Nova Marilândia (MT);1040;1165;1644
Nova Maringá (MT);301;318;473
Nova Monte Verde (MT);3203;3663;1601
Abadia de Goiás (GO);2254;2157;2383
Abadiânia (GO);17412;18063;14209
Acreúna (GO);10923;6681;5283
Adelândia (GO);5322;5411;5914
Água Fria de Goiás (GO);4369;5099;5680
Água Limpa (GO);20191;10810;5782
Águas Lindas de Goiás (GO);2638;3237;3699
Alexânia (GO);33198;35767;34237
Aloândia (GO);2911;2990;2496
Alto Horizonte (GO);3075;2901;3293
Alto Paraíso de Goiás (GO);1404;1950;2157
Alvorada do Norte (GO);1524;1671;1150
Amaralina (GO);2970;2635;2588
Americano do Brasil (GO);7395;8049;8815
Amorinópolis (GO);9054;12101;13333
Anápolis (GO);18153;22704;23788
Anhanguera (GO);1211;956;530
Anicuns (GO);39790;37571;29589
Aparecida de Goiânia (GO);6784;8473;10107
Aparecida do Rio Doce (GO);4188;3832;3900
Aporé (GO);2333;2174;3822
Araçu (GO);3611;3807;4155
Aragarças (GO);3132;2905;3234
Aragoiânia (GO);5299;5407;5457
Araguapaz (GO);5279;6742;6438
Arenópolis (GO);12345;10081;9602
Aruanã (GO);2654;2391;2281
Aurilândia (GO);8556;5384;5127
Avelinópolis (GO);16539;15288;6278
Baliza (GO);5955;9625;10923
Barro Alto (GO);5531;5178;7457
Bela Vista de Goiás (GO);125576;117780;156509
Bom Jardim de Goiás (GO);20207;13107;13436
Bom Jesus de Goiás (GO);8325;9217;8936
Bonfinópolis (GO);3727;1693;1778
Bonópolis (GO);7037;10727;11052
Brazabrantes (GO);4039;4002;4353
Britânia (GO);2292;1983;2094
Buriti Alegre (GO);9638;9791;10673
Buriti de Goiás (GO);5950;4065;4572
Buritinópolis (GO);716;774;640
Cabeceiras (GO);4725;5256;6120
Cachoeira Alta (GO);17120;13856;15148
Cachoeira de Goiás (GO);3140;3721;4025
Cachoeira Dourada (GO);3513;3190;2652
Caçu (GO);31820;38346;41536
Caiapônia (GO);27188;24919;24177
Caldas Novas (GO);30572;29804;23982
Caldazinha (GO);6362;5282;6070
Campestre de Goiás (GO);12392;13723;10051
Campinaçu (GO);6948;6644;6905
Campinorte (GO);8035;5249;5157
Campo Alegre de Goiás (GO);12085;13080;9985
Campo Limpo de Goiás (GO);4513;5159;5615
Campos Belos (GO);1658;2032;1956
Campos Verdes (GO);1815;1421;1842
Carmo do Rio Verde (GO);12268;14300;12745
Castelândia (GO);2626;2774;6015
Catalão (GO);80724;59922;34965
Caturaí (GO);7406;7264;7903
Cavalcante (GO);1826;1798;2228
Ceres (GO);7157;7972;9288
Cezarina (GO);9930;9649;13113
Chapadão do Céu (GO);508;506;657
Cidade Ocidental (GO);5196;3726;7320
Cocalzinho de Goiás (GO);25080;29188;21816
Colinas do Sul (GO);1960;1566;2030
Córrego do Ouro (GO);12564;13772;11025
Corumbá de Goiás (GO);21245;24631;20336
Corumbaíba (GO);63966;57840;31122
Cristalina (GO);29936;36000;19255
Cristianópolis (GO);6323;6872;7422
Crixás (GO);3246;3176;3546
Cromínia (GO);13299;13252;14828
Cumari (GO);16229;16749;5776
Damianópolis (GO);844;848;744
Damolândia (GO);3963;3567;3897
Davinópolis (GO);13068;11125;7816
Diorama (GO);6635;6571;8686
Doverlândia (GO);18659;16946;17111
Edealina (GO);16997;13163;12538
Edéia (GO);7152;9846;10634
Estrela do Norte (GO);2192;2802;2887
Faina (GO);15987;17439;13173
Fazenda Nova (GO);19046;12751;13319
Firminópolis (GO);11476;8822;9752
Flores de Goiás (GO);4163;4669;4951
Formosa (GO);49308;47527;45466
Formoso (GO);6486;7116;7371
Gameleira de Goiás (GO);11996;17146;18787
Divinópolis de Goiás (GO);1269;1466;1525
Goianápolis (GO);3851;5001;5306
Goiandira (GO);11990;13498;7546
Goianésia (GO);25132;17200;24327
Goiânia (GO);6081;8228;10847
Goianira (GO);5315;5070;5537
Goiás (GO);27675;25170;25467
Goiatuba (GO);41420;40351;30888
Gouvelândia (GO);5566;5253;5871
Guapó (GO);10337;9338;10295
Guaraíta (GO);5463;5988;7147
Guarani de Goiás (GO);884;1008;944
Guarinos (GO);7014;7875;8928
Heitoraí (GO);4347;4620;6613
Hidrolândia (GO);40179;69194;73165
Hidrolina (GO);1917;2121;3468
Iaciara (GO);1260;1324;1280
Inaciolândia (GO);7270;6809;7255
Indiara (GO);10576;10060;11491
Inhumas (GO);255429;158054;153009
Ipameri (GO);56614;53421;75613
Ipiranga de Goiás (GO);7032;6480;8063
Iporá (GO);22298;32402;33026
Israelândia (GO);5324;5224;5577
Itaberaí (GO);29436;32503;50132
Itaguari (GO);8600;9190;11015
Itaguaru (GO);6171;6577;7208
Itajá (GO);9766;10257;11218
Itapaci (GO);17488;20236;23783
Itapirapuã (GO);30640;26341;24420
Itapuranga (GO);25974;29743;36216
Itarumã (GO);10656;18649;18492
Itauçu (GO);16621;18125;1608
Itumbiara (GO);27086;27683;26433
Ivolândia (GO);11132;8055;8465
Jandaia (GO);15728;20513;25665
Jaraguá (GO);28480;19485;19719
Jataí (GO);122702;85238;89573
Jaupaci (GO);5331;4553;4966
Jesúpolis (GO);2190;1915;2642
Joviânia (GO);6716;8728;8300
Jussara (GO);38150;29398;32098
Lagoa Santa (GO);2655;4778;5763
Leopoldo de Bulhões (GO);123550;131528;153385
Luziânia (GO);96280;100533;78685
Mairipotaba (GO);9964;14119;16008
Mambaí (GO);496;670;652
Mara Rosa (GO);13035;9790;11198
Marzagão (GO);4181;1670;1610
Matrinchã (GO);7779;6182;9205
Maurilândia (GO);5735;927;784
Mimoso de Goiás (GO);1099;869;1013
Minaçu (GO);9492;10841;11290
Mineiros (GO);47624;42479;33682
Moiporá (GO);4709;5151;5561
Monte Alegre de Goiás (GO);2415;2944;3170
Montes Claros de Goiás (GO);22077;17934;18108
Montividiu (GO);12875;14600;12702
Montividiu do Norte (GO);5767;5478;5652
Morrinhos (GO);81236;78016;64831
Morro Agudo de Goiás (GO);6342;6775;8248
Mossâmedes (GO);17350;13075;13095
Mozarlândia (GO);5035;4003;4237
Mundo Novo (GO);3543;3495;2770
Mutunópolis (GO);6351;7332;7596
Nazário (GO);9326;10151;11129
Nerópolis (GO);11388;12672;13306
Niquelândia (GO);11326;9738;9720
Nova América (GO);5427;6339;7437
Nova Aurora (GO);8290;10440;6646
Nova Crixás (GO);10218;8318;8480
Nova Glória (GO);4039;4682;6080
Nova Iguaçu de Goiás (GO);5260;4654;5997
Nova Roma (GO);701;896;870
Nova Veneza (GO);4805;4853;5304
Novo Brasil (GO);11866;10607;12420
Novo Gama (GO);1195;1122;1285
Novo Planalto (GO);5931;6060;6251
Orizona (GO);82087;96041;121791
Ouro Verde de Goiás (GO);10383;12599;13222
Ouvidor (GO);13361;8455;5332
Padre Bernardo (GO);6580;4124;3669
Palestina de Goiás (GO);5020;4600;4484
Palmeiras de Goiás (GO);21992;21221;25126
Palmelo (GO);2036;933;1707
Palminópolis (GO);10587;9807;23417
Panamá (GO);8911;8468;7214
Paranaiguara (GO);8076;7205;8455
Paraúna (GO);26067;17973;20828
Perolândia (GO);3025;3042;3370
Petrolina de Goiás (GO);12557;13701;18031
Pilar de Goiás (GO);8832;10616;10759
Piracanjuba (GO);152903;99686;95473
Piranhas (GO);22761;18283;17722
Pirenópolis (GO);34259;38695;31810
Pires do Rio (GO);30060;26492;22321
Planaltina (GO);24162;22741;22928
Pontalina (GO);77984;68046;66958
Porangatu (GO);18759;19184;19885
Porteirão (GO);3804;4933;3280
Portelândia (GO);10192;10567;20564
Posse (GO);3380;3856;4060
Professor Jamil (GO);27699;14221;5429
Quirinópolis (GO);36315;31992;26154
Rialma (GO);2383;2315;2714
