Tabela 6579 - População residente estimada;;;
Ano;Cód.;Município;População residente estimada (Pessoas)
2018;4219002;Urussanga (SC);21190
2018;4219101;Vargeão (SC);3575
2018;4219150;Vargem (SC);2522
2018;4219176;Vargem Bonita (SC);4534
2018;4219200;Vidal Ramos (SC);6347
2018;4219309;Videira (SC);52510
2018;4219358;Vitor Meireles (SC);5014
2018;4219408;Witmarsum (SC);3932
2018;4219507;Xanxerê (SC);50309
2018;4219606;Xavantina (SC);3963
2018;4219705;Xaxim (SC);28424
2018;4219853;Zortéa (SC);3328
2018;4220000;Balneário Rincão (SC);12570
2018;4300034;Aceguá (RS);4858
2018;4300059;Água Santa (RS);3753
2018;4300109;Agudo (RS);16524
2018;4300208;Ajuricaba (RS);7063
2018;4300307;Alecrim (RS);6077
2018;4300406;Alegrete (RS);74173
2018;4300455;Alegria (RS);3559
2018;4300471;Almirante Tamandaré do Sul (RS);1979
2018;4300505;Alpestre (RS);6458
2018;4300554;Alto Alegre (RS);1663
2018;4300570;Alto Feliz (RS);3020
2018;4300604;Alvorada (RS);209213
2018;4300638;Amaral Ferrador (RS);6974
2018;4300646;Ametista do Sul (RS);7416
2018;4300661;André da Rocha (RS);1324
2018;4300703;Anta Gorda (RS);6003
2018;4300802;Antônio Prado (RS);13055
2018;4300851;Arambaré (RS);3600
2018;4300877;Araricá (RS);5622
2018;4300901;Aratiba (RS);6283
2018;4301008;Arroio do Meio (RS);20637
2018;4301057;Arroio do Sal (RS);9842
2018;4301073;Arroio do Padre (RS);2921
2018;4301107;Arroio dos Ratos (RS);14123
2018;4301206;Arroio do Tigre (RS);13332
2018;4301305;Arroio Grande (RS);18351
2018;4301404;Arvorezinha (RS);10425
2018;4301503;Augusto Pestana (RS);6706
2018;4301552;Áurea (RS);3573
2018;4301602;Bagé (RS);120943
2018;4301636;Balneário Pinhal (RS);13760
2018;4301651;Barão (RS);6139
2018;4301701;Barão de Cotegipe (RS);6627
2018;4301750;Barão do Triunfo (RS);7454
2018;4301800;Barracão (RS);5295
2018;4301859;Barra do Guarita (RS);3238
2018;4301875;Barra do Quaraí (RS);4202
2018;4301909;Barra do Ribeiro (RS);13423
2018;4301925;Barra do Rio Azul (RS);1726
2018;4301958;Barra Funda (RS);2527
2018;4302006;Barros Cassal (RS);11216
2018;4302055;Benjamin Constant do Sul (RS);2031
2018;4302105;Bento Gonçalves (RS);119049
2018;4302154;Boa Vista das Missões (RS);2104
2018;4302204;Boa Vista do Buricá (RS);6712
2018;4302220;Boa Vista do Cadeado (RS);2473
2018;4302238;Boa Vista do Incra (RS);2590
2018;4302253;Boa Vista do Sul (RS);2788
2018;4302303;Bom Jesus (RS);11391
2018;4302352;Bom Princípio (RS);13846
2018;4302378;Bom Progresso (RS);1987
2018;4302402;Bom Retiro do Sul (RS);12265
2018;4302451;Boqueirão do Leão (RS);7726
2018;4302501;Bossoroca (RS);6356
2018;4302584;Bozano (RS);2135
2018;4302600;Braga (RS);3397
2018;4302659;Brochier (RS);5043
2018;4302709;Butiá (RS);20929
2018;4302808;Caçapava do Sul (RS);33702
2018;4302907;Cacequi (RS);12705
2018;4303004;Cachoeira do Sul (RS);82547
2018;4303103;Cachoeirinha (RS);129307
2018;4303202;Cacique Doble (RS);5055
2018;4303301;Caibaté (RS);4856
2018;4303400;Caiçara (RS);4788
2018;4303509;Camaquã (RS);66034
2018;4303558;Camargo (RS);2724
2018;4303608;Cambará do Sul (RS);6456
2018;4303673;Campestre da Serra (RS);3380
2018;4303707;Campina das Missões (RS);5553
2018;4303806;Campinas do Sul (RS);5471
2018;4303905;Campo Bom (RS);66156
2018;4304002;Campo Novo (RS);4596
2018;4304101;Campos Borges (RS);3345
2018;4304200;Candelária (RS);31306
2018;4304309;Cândido Godói (RS);6246
2018;4304358;Candiota (RS);9519
2018;4304408;Canela (RS);44489
2018;4304507;Canguçu (RS);55871
2018;4304606;Canoas (RS);344957
2018;4304614;Canudos do Vale (RS);1729
2018;4304622;Capão Bonito do Sul (RS);1668
2018;4304630;Capão da Canoa (RS);52004
2018;4304655;Capão do Cipó (RS);3602
2018;4304663;Capão do Leão (RS);25297
2018;4304671;Capivari do Sul (RS);4589
2018;4304689;Capela de Santana (RS);11810
2018;4304697;Capitão (RS);2750
2018;4304705;Carazinho (RS);61949
2018;4304713;Caraá (RS);8187
2018;4304804;Carlos Barbosa (RS);29409
2018;4304853;Carlos Gomes (RS);1404
2018;4304903;Casca (RS);9010
2018;4304952;Caseiros (RS);3189
2018;4305009;Catuípe (RS);8851
2018;4305108;Caxias do Sul (RS);504069
2018;4305116;Centenário (RS);2905
2018;4305124;Cerrito (RS);6136
2018;4305132;Cerro Branco (RS);4676
2018;4305157;Cerro Grande (RS);2327
2018;4305173;Cerro Grande do Sul (RS);12058
2018;4305207;Cerro Largo (RS);14074
2018;4305306;Chapada (RS);9300
2018;4305355;Charqueadas (RS);40301
2018;4305371;Charrua (RS);3306
2018;4305405;Chiapetta (RS);3794
2018;4305439;Chuí (RS);6635
2018;4305447;Chuvisca (RS);5401
2018;4305454;Cidreira (RS);15912
2018;4305504;Ciríaco (RS);4775
2018;4305587;Colinas (RS);2442
2018;4305603;Colorado (RS);3221
2018;4305702;Condor (RS);6746
2018;4305801;Constantina (RS);9915
2018;4305835;Coqueiro Baixo (RS);1507
2018;4305850;Coqueiros do Sul (RS);2327
2018;4305871;Coronel Barros (RS);2518
2018;4305900;Coronel Bicaco (RS);7385
2018;4305934;Coronel Pilar (RS);1641
2018;4305959;Cotiporã (RS);3868
2018;4305975;Coxilha (RS);2769
2018;4306007;Crissiumal (RS);13544
2018;4306056;Cristal (RS);7950
2018;4306072;Cristal do Sul (RS);2851
2018;4306106;Cruz Alta (RS);60693
2018;4306130;Cruzaltense (RS);1870
2018;4306205;Cruzeiro do Sul (RS);12290
2018;4306304;David Canabarro (RS);4744
2018;4306320;Derrubadas (RS);2852
2018;4306353;Dezesseis de Novembro (RS);2478
2018;4306379;Dilermando de Aguiar (RS);3026
2018;4306403;Dois Irmãos (RS);32205
2018;4306429;Dois Irmãos das Missões (RS);2044
2018;4306452;Dois Lajeados (RS);3394
2018;4306502;Dom Feliciano (RS);15338
2018;4306551;Dom Pedro de Alcântara (RS);2541
2018;4306601;Dom Pedrito (RS);38589
2018;4306700;Dona Francisca (RS);3086
2018;4306734;Doutor Maurício Cardoso (RS);4639
2018;4306759;Doutor Ricardo (RS);1994
2018;4306767;Eldorado do Sul (RS);40643
2018;4306809;Encantado (RS);22520
2018;4306908;Encruzilhada do Sul (RS);25791
2018;4306924;Engenho Velho (RS);1088
2018;4306932;Entre-Ijuís (RS);8542
2018;4306957;Entre Rios do Sul (RS);2829
2018;4306973;Erebango (RS);2995
2018;4307005;Erechim (RS);105059
2018;4307054;Ernestina (RS);3167
2018;4307104;Herval (RS);6828
2018;4307203;Erval Grande (RS);4902
2018;4307302;Erval Seco (RS);7040
2018;4307401;Esmeralda (RS);3277
2018;4307450;Esperança do Sul (RS);2969
2018;4307500;Espumoso (RS);15584
2018;4307559;Estação (RS);5976
2018;4307609;Estância Velha (RS);49345
2018;4307708;Esteio (RS);83121
2018;4307807;Estrela (RS);33820
2018;4307815;Estrela Velha (RS);3660
2018;4307831;Eugênio de Castro (RS);2458
2018;4307864;Fagundes Varela (RS);2721
2018;4307906;Farroupilha (RS);71570
2018;4308003;Faxinal do Soturno (RS);6690
2018;4308052;Faxinalzinho (RS);2346
2018;4308078;Fazenda Vilanova (RS);4455
2018;4308102;Feliz (RS);13451
2018;4308201;Flores da Cunha (RS);30430
2018;4308250;Floriano Peixoto (RS);1796
2018;4308300;Fontoura Xavier (RS);10370
2018;4308409;Formigueiro (RS);6715
2018;4308433;Forquetinha (RS);2424
2018;4308458;Fortaleza dos Valos (RS);4356
2018;4308508;Frederico Westphalen (RS);31120
2018;4308607;Garibaldi (RS);34684
2018;4308656;Garruchos (RS);2963
2018;4308706;Gaurama (RS);5580
2018;4308805;General Câmara (RS);8409
2018;4308854;Gentil (RS);1642
2018;4308904;Getúlio Vargas (RS);16240
2018;4309001;Giruá (RS);16151
2018;4309050;Glorinha (RS);7988
2018;4309100;Gramado (RS);35875
2018;4309126;Gramado dos Loureiros (RS);2106
2018;4309159;Gramado Xavier (RS);4297
2018;4309209;Gravataí (RS);279398
2018;4309258;Guabiju (RS);1516
2018;4309308;Guaíba (RS);98043
2018;4309407;Guaporé (RS);25475
2018;4309506;Guarani das Missões (RS);7614
2018;4309555;Harmonia (RS);4812
2018;4309571;Herveiras (RS);3018
2018;4309605;Horizontina (RS);19267
2018;4309654;Hulha Negra (RS);6714
2018;4309704;Humaitá (RS);4788
2018;4309753;Ibarama (RS);4412
2018;4309803;Ibiaçá (RS);4719
2018;4309902;Ibiraiaras (RS);7338
2018;4309951;Ibirapuitã (RS);4027
2018;4310009;Ibirubá (RS);20284
2018;4310108;Igrejinha (RS);36450
2018;4310207;Ijuí (RS);83173
2018;4310306;Ilópolis (RS);4091
2018;4310330;Imbé (RS);22309
2018;4310363;Imigrante (RS);3116
2018;4310405;Independência (RS);6228
2018;4310413;Inhacorá (RS);2235
2018;4310439;Ipê (RS);6588
2018;4310462;Ipiranga do Sul (RS);1899
2018;4310504;Iraí (RS);7344
2018;4310538;Itaara (RS);5459
2018;4310553;Itacurubi (RS);3470
2018;4310579;Itapuca (RS);2125
2018;4310603;Itaqui (RS);37757
2018;4310652;Itati (RS);2441
2018;4310702;Itatiba do Sul (RS);3420
2018;4310751;Ivorá (RS);1940
2018;4310801;Ivoti (RS);23880
2018;4310850;Jaboticaba (RS);3848
2018;4310876;Jacuizinho (RS);2679
2018;4310900;Jacutinga (RS);3576
2018;4311007;Jaguarão (RS);26869
2018;4311106;Jaguari (RS);10937
2018;4311122;Jaquirana (RS);3773
2018;4311130;Jari (RS);3518
2018;4311155;Jóia (RS);8554
2018;4311205;Júlio de Castilhos (RS);19364
2018;4311239;Lagoa Bonita do Sul (RS);2884
2018;4311254;Lagoão (RS);6442
2018;4311270;Lagoa dos Três Cantos (RS);1611
2018;4311304;Lagoa Vermelha (RS);27834
2018;4311403;Lajeado (RS);82951
2018;4311429;Lajeado do Bugre (RS);2561
2018;4311502;Lavras do Sul (RS);7516
2018;4311601;Liberato Salzano (RS);5289
2018;4311627;Lindolfo Collor (RS);5980
2018;4311643;Linha Nova (RS);1708
2018;4311700;Machadinho (RS);5464
2018;4311718;Maçambará (RS);4613
2018;4311734;Mampituba (RS);2990
2018;4311759;Manoel Viana (RS);7291
2018;4311775;Maquiné (RS);6749
2018;4311791;Maratá (RS);2680
2018;4311809;Marau (RS);43435
2018;4311908;Marcelino Ramos (RS);4488
2018;4311981;Mariana Pimentel (RS);3881
2018;4312005;Mariano Moro (RS);2054
2018;4312054;Marques de Souza (RS);4024
2018;4312104;Mata (RS);4864
2018;4312138;Mato Castelhano (RS);2538
2018;4312153;Mato Leitão (RS);4456
2018;4312179;Mato Queimado (RS);1665
2018;4312203;Maximiliano de Almeida (RS);4443
2018;4312252;Minas do Leão (RS);8045
2018;4312302;Miraguaí (RS);4824
2018;4312351;Montauri (RS);1466
2018;4312377;Monte Alegre dos Campos (RS);3220
2018;4312385;Monte Belo do Sul (RS);2564
2018;4312401;Montenegro (RS);64788
2018;4312427;Mormaço (RS);3056
2018;4312443;Morrinhos do Sul (RS);2979
2018;4312450;Morro Redondo (RS);6546
2018;4312476;Morro Reuter (RS);6344
2018;4312500;Mostardas (RS);12760
2018;4312609;Muçum (RS);4948
2018;4312617;Muitos Capões (RS);3151
2018;4312625;Muliterno (RS);1888
2018;4312658;Não-Me-Toque (RS);17484
2018;4312674;Nicolau Vergueiro (RS);1689
2018;4312708;Nonoai (RS);11760
2018;4312757;Nova Alvorada (RS);3586
2018;4312807;Nova Araçá (RS);4690
2018;4312906;Nova Bassano (RS);9824
2018;4312955;Nova Boa Vista (RS);1798
2018;4313003;Nova Bréscia (RS);3321
2018;4313011;Nova Candelária (RS);2710
2018;4313037;Nova Esperança do Sul (RS);5292
2018;4313060;Nova Hartz (RS);21317
2018;4313086;Nova Pádua (RS);2548
2018;4313102;Nova Palma (RS);6508
2018;4313201;Nova Petrópolis (RS);21156
2018;4313300;Nova Prata (RS);26849
2018;4313334;Nova Ramada (RS);2268
2018;4313359;Nova Roma do Sul (RS);3661
2018;4313375;Nova Santa Rita (RS);28670
2018;4313391;Novo Cabrais (RS);4169
2018;4313409;Novo Hamburgo (RS);246452
2018;4313425;Novo Machado (RS);3394
2018;4313441;Novo Tiradentes (RS);2223
2018;4313466;Novo Xingu (RS);1727
2018;4313490;Novo Barreiro (RS);4154
2018;4313508;Osório (RS);45557
2018;4313607;Paim Filho (RS);3880
2018;4313656;Palmares do Sul (RS);11306
2018;4313706;Palmeira das Missões (RS);33481
2018;4313805;Palmitinho (RS);7058
2018;4313904;Panambi (RS);43170
2018;4313953;Pantano Grande (RS);9269
2018;4314001;Paraí (RS);7585
2018;4314027;Paraíso do Sul (RS);7599
2018;4314035;Pareci Novo (RS);3812
2018;4314050;Parobé (RS);57660
2018;4314068;Passa Sete (RS);5656
2018;4314076;Passo do Sobrado (RS);6493
2018;4314100;Passo Fundo (RS);201767
2018;4314134;Paulo Bento (RS);2287
2018;4314159;Paverama (RS);8459
2018;4314175;Pedras Altas (RS);2010
2018;4314209;Pedro Osório (RS);7755
2018;4314308;Pejuçara (RS);3893
2018;4314407;Pelotas (RS);341648
2018;4314423;Picada Café (RS);5696
2018;4314456;Pinhal (RS);2577
2018;4314464;Pinhal da Serra (RS);1965
2018;4314472;Pinhal Grande (RS);4372
2018;4314498;Pinheirinho do Vale (RS);4842
2018;4314506;Pinheiro Machado (RS);12351
2018;4314548;Pinto Bandeira (RS);2968
2018;4314555;Pirapó (RS);2357
2018;4314605;Piratini (RS);20621
2018;4314704;Planalto (RS);10152
2018;4314753;Poço das Antas (RS);2094
2018;4314779;Pontão (RS);3908
2018;4314787;Ponte Preta (RS);1572
2018;4314803;Portão (RS);36510
2018;4314902;Porto Alegre (RS);1479101
2018;4315008;Porto Lucena (RS);4765
2018;4315057;Porto Mauá (RS);2397
2018;4315073;Porto Vera Cruz (RS);1415
2018;4315107;Porto Xavier (RS);10301
2018;4315131;Pouso Novo (RS);1668
2018;4315149;Presidente Lucena (RS);2863
2018;4315156;Progresso (RS);6249
2018;4315172;Protásio Alves (RS);1957
2018;4315206;Putinga (RS);3951
2018;4315305;Quaraí (RS);22771
2018;4315313;Quatro Irmãos (RS);1846
2018;4315321;Quevedos (RS);2786
2018;4315354;Quinze de Novembro (RS);3789
2018;4315404;Redentora (RS);11527
2018;4315453;Relvado (RS);2101
2018;4315503;Restinga Sêca (RS);15836
2018;4315552;Rio dos Índios (RS);2849
2018;4315602;Rio Grande (RS);210005
2018;4315701;Rio Pardo (RS);38284
2018;4315750;Riozinho (RS);4629
2018;4315800;Roca Sales (RS);11300
2018;4315909;Rodeio Bonito (RS);5867
2018;4315958;Rolador (RS);2352
2018;4316006;Rolante (RS);21199
2018;4316105;Ronda Alta (RS);10583
2018;4316204;Rondinha (RS);5182
2018;4316303;Roque Gonzales (RS);6899
2018;4316402;Rosário do Sul (RS);39535
2018;4316428;Sagrada Família (RS);2613
2018;4316436;Saldanha Marinho (RS);2679
2018;4316451;Salto do Jacuí (RS);12416
2018;4316477;Salvador das Missões (RS);2732
2018;4316501;Salvador do Sul (RS);7705
2018;4316600;Sananduva (RS);16211
2018;4316709;Santa Bárbara do Sul (RS);8099
2018;4316733;Santa Cecília do Sul (RS);1644
2018;4316758;Santa Clara do Sul (RS);6522
2018;4316808;Santa Cruz do Sul (RS);129427
2018;4316907;Santa Maria (RS);280505
2018;4316956;Santa Maria do Herval (RS);6315
2018;4316972;Santa Margarida do Sul (RS);2545
2018;4317004;Santana da Boa Vista (RS);8130
2018;4317103;Sant'Ana do Livramento (RS);77763
2018;4317202;Santa Rosa (RS);72919
2018;4317251;Santa Tereza (RS);1734
2018;4317301;Santa Vitória do Palmar (RS);29877
2018;4317400;Santiago (RS);49493
2018;4317509;Santo Ângelo (RS);77620
2018;4317558;Santo Antônio do Palma (RS);2134
2018;4317608;Santo Antônio da Patrulha (RS);42648
2018;4317707;Santo Antônio das Missões (RS);10305
2018;4317756;Santo Antônio do Planalto (RS);2020
2018;4317806;Santo Augusto (RS);13923
2018;4317905;Santo Cristo (RS);14300
2018;4317954;Santo Expedito do Sul (RS);2343
2018;4318002;São Borja (RS);60557
2018;4318051;São Domingos do Sul (RS);3065
2018;4318101;São Francisco de Assis (RS);18471
2018;4318200;São Francisco de Paula (RS);21633
2018;4318309;São Gabriel (RS);62061
2018;4318408;São Jerônimo (RS);24078
2018;4318424;São João da Urtiga (RS);4674
2018;4318432;São João do Polêsine (RS);2561
2018;4318440;São Jorge (RS);2757
2018;4318457;São José das Missões (RS);2562
2018;4318465;São José do Herval (RS);2000
2018;4318481;São José do Hortêncio (RS);4739
2018;4318499;São José do Inhacorá (RS);2091
2018;4318507;São José do Norte (RS);27410
2018;4318606;São José do Ouro (RS);6945
2018;4318614;São José do Sul (RS);2378
2018;4318622;São José dos Ausentes (RS);3509
2018;4318705;São Leopoldo (RS);234947
2018;4318804;São Lourenço do Sul (RS);43625
2018;4318903;São Luiz Gonzaga (RS);33668
2018;4319000;São Marcos (RS);21449
2018;4319109;São Martinho (RS);5474
2018;4319125;São Martinho da Serra (RS);3238
2018;4319158;São Miguel das Missões (RS);7663
2018;4319208;São Nicolau (RS);5325
2018;4319307;São Paulo das Missões (RS);5863
2018;4319356;São Pedro da Serra (RS);3758
2018;4319364;São Pedro das Missões (RS);2000
2018;4319372;São Pedro do Butiá (RS);2946
2018;4319406;São Pedro do Sul (RS);16250
2018;4319505;São Sebastião do Caí (RS);25467
2018;4319604;São Sepé (RS);23690
2018;4319703;São Valentim (RS);3341
2018;4319711;São Valentim do Sul (RS);2239
2018;4319737;São Valério do Sul (RS);2724
2018;4319752;São Vendelino (RS);2219
2018;4319802;São Vicente do Sul (RS);8710
2018;4319901;Sapiranga (RS);81198
2018;4320008;Sapucaia do Sul (RS);140311
2018;4320107;Sarandi (RS);24205
2018;4320206;Seberi (RS);10788
2018;4320230;Sede Nova (RS);2924
2018;4320263;Segredo (RS);7399
2018;4320305;Selbach (RS);5093
2018;4320321;Senador Salgado Filho (RS);2788
2018;4320354;Sentinela do Sul (RS);5553
2018;4320404;Serafina Corrêa (RS);17198
2018;4320453;Sério (RS);2000
2018;4320503;Sertão (RS);5519
2018;4320552;Sertão Santana (RS);6433
2018;4320578;Sete de Setembro (RS);1990
2018;4320602;Severiano de Almeida (RS);3685
2018;4320651;Silveira Martins (RS);2394
2018;4320677;Sinimbu (RS);10183
2018;4320701;Sobradinho (RS);14927
2018;4320800;Soledade (RS);30967
2018;4320859;Tabaí (RS);4667
2018;4320909;Tapejara (RS);23651
2018;4321006;Tapera (RS);10593
2018;4321105;Tapes (RS);17266
2018;4321204;Taquara (RS);57292
2018;4321303;Taquari (RS);26838
2018;4321329;Taquaruçu do Sul (RS);3068
2018;4321352;Tavares (RS);5479
2018;4321402;Tenente Portela (RS);13538
2018;4321436;Terra de Areia (RS);11088
2018;4321451;Teutônia (RS);32676
2018;4321469;Tio Hugo (RS);3004
2018;4321477;Tiradentes do Sul (RS);5796
2018;4321493;Toropi (RS);2827
2018;4321501;Torres (RS);38386
2018;4321600;Tramandaí (RS);50760
2018;4321626;Travesseiro (RS);2339
2018;4321634;Três Arroios (RS);2693
2018;4321667;Três Cachoeiras (RS);10989
2018;4321709;Três Coroas (RS);27837
2018;4321808;Três de Maio (RS);23938
2018;4321832;Três Forquilhas (RS);2725
2018;4321857;Três Palmeiras (RS);4291
2018;4321907;Três Passos (RS);23963
2018;4321956;Trindade do Sul (RS);5813
2018;4322004;Triunfo (RS);29207
2018;4322103;Tucunduva (RS);5713
2018;4322152;Tunas (RS);4560
2018;4322186;Tupanci do Sul (RS);1486
2018;4322202;Tupanciretã (RS);23824
2018;4322251;Tupandi (RS);4767
2018;4322301;Tuparendi (RS);7980
2018;4322327;Turuçu (RS);3455
2018;4322343;Ubiretama (RS);2049
2018;4322350;União da Serra (RS);1192
2018;4322376;Unistalda (RS);2354
2018;4322400;Uruguaiana (RS);127079
2018;4322509;Vacaria (RS);65846
2018;4322525;Vale Verde (RS);3479
2018;4322533;Vale do Sol (RS);11732
2018;4322541;Vale Real (RS);5842
2018;4322558;Vanini (RS);2104
2018;4322608;Venâncio Aires (RS);71117
2018;4322707;Vera Cruz (RS);26618
2018;4322806;Veranópolis (RS);25936
2018;4322855;Vespasiano Corrêa (RS);1835
2018;4322905;Viadutos (RS);4825
2018;4323002;Viamão (RS);254101
2018;4323101;Vicente Dutra (RS);4745
2018;4323200;Victor Graeff (RS);2904
2018;4323309;Vila Flores (RS);3374
2018;4323358;Vila Lângaro (RS);2102
2018;4323408;Vila Maria (RS);4353
2018;4323457;Vila Nova do Sul (RS);4283
2018;4323507;Vista Alegre (RS);2766
2018;4323606;Vista Alegre do Prata (RS);1565
2018;4323705;Vista Gaúcha (RS);2847
2018;4323754;Vitória das Missões (RS);3177
2018;4323770;Westfália (RS);2998
2018;4323804;Xangri-lá (RS);16025
2018;5000203;Água Clara (MS);15257
2018;5000252;Alcinópolis (MS);5268
2018;5000609;Amambai (MS);38958
2018;5000708;Anastácio (MS);25128
2018;5000807;Anaurilândia (MS);8993
2018;5000856;Angélica (MS);10620
2018;5000906;Antônio João (MS);8891
2018;5001003;Aparecida do Taboado (MS);25431
2018;5001102;Aquidauana (MS);47784
2018;5001243;Aral Moreira (MS);11963
2018;5001508;Bandeirantes (MS);6829
2018;5001904;Bataguassu (MS);22717
2018;5002001;Batayporã (MS);11305
2018;5002100;Bela Vista (MS);24508
2018;5002159;Bodoquena (MS);7817
2018;5002209;Bonito (MS);21738
2018;5002308;Brasilândia (MS);11891
2018;5002407;Caarapó (MS);29743
2018;5002605;Camapuã (MS);13727
2018;5002704;Campo Grande (MS);885711
2018;5002803;Caracol (MS);6049
2018;5002902;Cassilândia (MS);21876
2018;5002951;Chapadão do Sul (MS);24559
2018;5003108;Corguinho (MS);5839
2018;5003157;Coronel Sapucaia (MS);15152
2018;5003207;Corumbá (MS);110806
2018;5003256;Costa Rica (MS);20496
2018;5003306;Coxim (MS);33516
2018;5003454;Deodápolis (MS);12868
2018;5003488;Dois Irmãos do Buriti (MS);11239
2018;5003504;Douradina (MS);5889
2018;5003702;Dourados (MS);220965
2018;5003751;Eldorado (MS);12305
2018;5003801;Fátima do Sul (MS);19234
2018;5003900;Figueirão (MS);3044
2018;5004007;Glória de Dourados (MS);9981
2018;5004106;Guia Lopes da Laguna (MS);9968
2018;5004304;Iguatemi (MS);15977
2018;5004403;Inocência (MS);7625
2018;5004502;Itaporã (MS);23886
2018;5004601;Itaquiraí (MS);20905
2018;5004700;Ivinhema (MS);23140
2018;5004809;Japorã (MS);8976
2018;5004908;Jaraguari (MS);7108
2018;5005004;Jardim (MS);25967
2018;5005103;Jateí (MS);4034
2018;5005152;Juti (MS);6638
2018;5005202;Ladário (MS);22968
2018;5005251;Laguna Carapã (MS);7267
2018;5005400;Maracaju (MS);45932
2018;5005608;Miranda (MS);27795
2018;5005681;Mundo Novo (MS);18256
2018;5005707;Naviraí (MS);54051
2018;5005806;Nioaque (MS);14085
2018;5006002;Nova Alvorada do Sul (MS);21300
2018;5006200;Nova Andradina (MS);53517
2018;5006259;Novo Horizonte do Sul (MS);3947
2018;5006275;Paraíso das Águas (MS);5455
2018;5006309;Paranaíba (MS);42010
2018;5006358;Paranhos (MS);14048
2018;5006408;Pedro Gomes (MS);7666
2018;5006606;Ponta Porã (MS);91082
2018;5006903;Porto Murtinho (MS);17078
2018;5007109;Ribas do Rio Pardo (MS);24258
2018;5007208;Rio Brilhante (MS);36830
2018;5007307;Rio Negro (MS);4819
2018;5007406;Rio Verde de Mato Grosso (MS);19682
2018;5007505;Rochedo (MS);5403
2018;5007554;Santa Rita do Pardo (MS);7801
2018;5007695;São Gabriel do Oeste (MS);26363
2018;5007703;Sete Quedas (MS);10812
2018;5007802;Selvíria (MS);6515
2018;5007901;Sidrolândia (MS);56081
2018;5007935;Sonora (MS);18828
2018;5007950;Tacuru (MS);11427
2018;5007976;Taquarussu (MS);3583
2018;5008008;Terenos (MS);21311
2018;5008305;Três Lagoas (MS);119465
2018;5008404;Vicentina (MS);6067
2018;5100102;Acorizal (MT);5424
2018;5100201;Água Boa (MT);25229
2018;5100250;Alta Floresta (MT);51615
2018;5100300;Alto Araguaia (MT);18703
2018;5100359;Alto Boa Vista (MT);6659
2018;5100409;Alto Garças (MT);11868
2018;5100508;Alto Paraguai (MT);11238
2018;5100607;Alto Taquari (MT);10557
2018;5100805;Apiacás (MT);9979
2018;5101001;Araguaiana (MT);3119
2018;5101209;Araguainha (MT);956
2018;5101258;Araputanga (MT);16690
2018;5101308;Arenápolis (MT);9714
2018;5101407;Aripuanã (MT);21987
2018;5101605;Barão de Melgaço (MT);8563
2018;5101704;Barra do Bugres (MT);34619
2018;5101803;Barra do Garças (MT);60661
2018;5101852;Bom Jesus do Araguaia (MT);6452
2018;5101902;Brasnorte (MT);19248
2018;5102504;Cáceres (MT);93882
2018;5102603;Campinápolis (MT);15830
2018;5102637;Campo Novo do Parecis (MT);34558
2018;5102678;Campo Verde (MT);42871
2018;5102686;Campos de Júlio (MT);6710
2018;5102694;Canabrava do Norte (MT);4761
2018;5102702;Canarana (MT);21311
2018;5102793;Carlinda (MT);10413
2018;5102850;Castanheira (MT);8695
2018;5103007;Chapada dos Guimarães (MT);19588
2018;5103056;Cláudia (MT);12052
2018;5103106;Cocalinho (MT);5691
2018;5103205;Colíder (MT);33224
2018;5103254;Colniza (MT);37280
2018;5103304;Comodoro (MT);20513
2018;5103353;Confresa (MT);30347
2018;5103361;Conquista D'Oeste (MT);3973
2018;5103379;Cotriguaçu (MT);19254
2018;5103403;Cuiabá (MT);607153
2018;5103437;Curvelândia (MT);5192
2018;5103452;Denise (MT);9377
2018;5103502;Diamantino (MT);21904
2018;5103601;Dom Aquino (MT);8199
2018;5103700;Feliz Natal (MT);13857
2018;5103809;Figueirópolis D'Oeste (MT);3537
2018;5103858;Gaúcha do Norte (MT);7513
2018;5103908;General Carneiro (MT);5487
2018;5103957;Glória D'Oeste (MT);3045
2018;5104104;Guarantã do Norte (MT);35497
2018;5104203;Guiratinga (MT);15035
2018;5104500;Indiavaí (MT);2725
2018;5104526;Ipiranga do Norte (MT);7395
2018;5104542;Itanhangá (MT);6587
2018;5104559;Itaúba (MT);3901
2018;5104609;Itiquira (MT);13163
2018;5104807;Jaciara (MT);27628
2018;5104906;Jangada (MT);8366
2018;5105002;Jauru (MT);9006
2018;5105101;Juara (MT);34815
2018;5105150;Juína (MT);40905
2018;5105176;Juruena (MT);15370
2018;5105200;Juscimeira (MT);11275
2018;5105234;Lambari D'Oeste (MT);6059
2018;5105259;Lucas do Rio Verde (MT);63411
2018;5105309;Luciara (MT);2099
2018;5105507;Vila Bela da Santíssima Trindade (MT);15983
2018;5105580;Marcelândia (MT);10700
2018;5105606;Matupá (MT);16334
2018;5105622;Mirassol d'Oeste (MT);27536
2018;5105903;Nobres (MT);15338
2018;5106000;Nortelândia (MT);6056
2018;5106109;Nossa Senhora do Livramento (MT);13231
2018;5106158;Nova Bandeirantes (MT);14909
2018;5106174;Nova Nazaré (MT);3765
2018;5106182;Nova Lacerda (MT);6526
2018;5106190;Nova Santa Helena (MT);3699
2018;5106208;Nova Brasilândia (MT);3928
2018;5106216;Nova Canaã do Norte (MT);12739
2018;5106224;Nova Mutum (MT);43919
2018;5106232;Nova Olímpia (MT);20034
2018;5106240;Nova Ubiratã (MT);11694
