Tabela 6579 - População residente estimada;;;
Ano;Cód.;Município;População residente estimada (Pessoas)
2003;2905008;Caculé (BA);21117
2003;2905107;Caém (BA);11160
2003;2905156;Caetanos (BA);13822
2003;2905206;Caetité (BA);46541
2003;2905305;Cafarnaum (BA);16480
2003;2905404;Cairu (BA);10237
2003;2905503;Caldeirão Grande (BA);10033
2003;2905602;Camacan (BA);29216
2003;2905701;Camaçari (BA);176541
2003;2905800;Camamu (BA);33911
2003;2905909;Campo Alegre de Lourdes (BA);28064
2003;2906006;Campo Formoso (BA);61892
2003;2906105;Canápolis (BA);9826
2003;2906204;Canarana (BA);21685
2003;2906303;Canavieiras (BA);36031
2003;2906402;Candeal (BA);9934
2003;2906501;Candeias (BA);79507
2003;2906600;Candiba (BA);11974
2003;2906709;Cândido Sales (BA);30040
2003;2906808;Cansanção (BA);32269
2003;2906824;Canudos (BA);13761
2003;2906857;Capela do Alto Alegre (BA);10283
2003;2906873;Capim Grosso (BA);25217
2003;2906899;Caraíbas (BA);12448
2003;2906907;Caravelas (BA);20481
2003;2907004;Cardeal da Silva (BA);8537
2003;2907103;Carinhanha (BA);27798
2003;2907202;Casa Nova (BA);58469
2003;2907301;Castro Alves (BA);25188
2003;2907400;Catolândia (BA);3036
2003;2907509;Catu (BA);47748
2003;2907558;Caturama (BA);8840
2003;2907608;Central (BA);16389
2003;2907707;Chorrochó (BA);10346
2003;2907806;Cícero Dantas (BA);32084
2003;2907905;Cipó (BA);14905
2003;2908002;Coaraci (BA);26863
2003;2908101;Cocos (BA);18113
2003;2908200;Conceição da Feira (BA);17960
2003;2908309;Conceição do Almeida (BA);19026
2003;2908408;Conceição do Coité (BA);57543
2003;2908507;Conceição do Jacuípe (BA);27207
2003;2908606;Conde (BA);21744
2003;2908705;Condeúba (BA);18093
2003;2908804;Contendas do Sincorá (BA);4110
2003;2908903;Coração de Maria (BA);24397
2003;2909000;Cordeiros (BA);7432
2003;2909109;Coribe (BA);15450
2003;2909208;Coronel João Sá (BA);20445
2003;2909307;Correntina (BA);31377
2003;2909406;Cotegipe (BA);13649
2003;2909505;Cravolândia (BA);5088
2003;2909604;Crisópolis (BA);19733
2003;2909703;Cristópolis (BA);12665
2003;2909802;Cruz das Almas (BA);55264
2003;2909901;Curaçá (BA);30057
2003;2910008;Dário Meira (BA);15750
2003;2910057;Dias d'Ávila (BA);49668
2003;2910107;Dom Basílio (BA);10642
2003;2910206;Dom Macedo Costa (BA);3700
2003;2910305;Elísio Medrado (BA);7866
2003;2910404;Encruzilhada (BA);36486
2003;2910503;Entre Rios (BA);40530
2003;2910602;Esplanada (BA);28470
2003;2910701;Euclides da Cunha (BA);54524
2003;2910727;Eunápolis (BA);88302
2003;2910750;Fátima (BA);18487
2003;2910776;Feira da Mata (BA);6202
2003;2910800;Feira de Santana (BA);503900
2003;2910859;Filadélfia (BA);17256
2003;2910909;Firmino Alves (BA);5061
2003;2911006;Floresta Azul (BA);10897
2003;2911105;Formosa do Rio Preto (BA);19172
2003;2911204;Gandu (BA);27375
2003;2911253;Gavião (BA);4075
2003;2911303;Gentio do Ouro (BA);9890
2003;2911402;Glória (BA);15096
2003;2911501;Gongogi (BA);11006
2003;2911600;Governador Mangabeira (BA);16951
2003;2911659;Guajeru (BA);14161
2003;2911709;Guanambi (BA);73618
2003;2911808;Guaratinga (BA);23973
2003;2911857;Heliópolis (BA);13642
2003;2911907;Iaçu (BA);29251
2003;2912004;Ibiassucê (BA);13114
2003;2912103;Ibicaraí (BA);28338
2003;2912202;Ibicoara (BA);16217
2003;2912301;Ibicuí (BA);14973
2003;2912400;Ibipeba (BA);14719
2003;2912509;Ibipitanga (BA);13473
2003;2912608;Ibiquera (BA);4081
2003;2912707;Ibirapitanga (BA);20758
2003;2912806;Ibirapuã (BA);6728
2003;2912905;Ibirataia (BA);25372
2003;2913002;Ibitiara (BA);13653
2003;2913101;Ibititá (BA);18096
2003;2913200;Ibotirama (BA);24420
2003;2913309;Ichu (BA);4668
2003;2913408;Igaporã (BA);14709
2003;2913457;Igrapiúna (BA);15658
2003;2913507;Iguaí (BA);25796
2003;2913606;Ilhéus (BA);221627
2003;2913705;Inhambupe (BA);30763
2003;2913804;Ipecaetá (BA);19001
2003;2913903;Ipiaú (BA);43121
2003;2914000;Ipirá (BA);61461
2003;2914109;Ipupiara (BA);8697
2003;2914208;Irajuba (BA);6364
2003;2914307;Iramaia (BA);17662
2003;2914406;Iraquara (BA);18743
2003;2914505;Irará (BA);25562
2003;2914604;Irecê (BA);59447
2003;2914653;Itabela (BA);27255
2003;2914703;Itaberaba (BA);60545
2003;2914802;Itabuna (BA);200186
2003;2914901;Itacaré (BA);18024
2003;2915007;Itaeté (BA);13917
2003;2915106;Itagi (BA);14652
2003;2915205;Itagibá (BA);16352
2003;2915304;Itagimirim (BA);7679
2003;2915353;Itaguaçu da Bahia (BA);10223
2003;2915403;Itaju do Colônia (BA);8212
2003;2915502;Itajuípe (BA);21765
2003;2915601;Itamaraju (BA);64093
2003;2915700;Itamari (BA);8198
2003;2915809;Itambé (BA);32991
2003;2915908;Itanagra (BA);6622
2003;2916005;Itanhém (BA);20751
2003;2916104;Itaparica (BA);20143
2003;2916203;Itapé (BA);14329
2003;2916302;Itapebi (BA);11141
2003;2916401;Itapetinga (BA);59303
2003;2916500;Itapicuru (BA);28074
2003;2916609;Itapitanga (BA);10354
2003;2916708;Itaquara (BA);8071
2003;2916807;Itarantim (BA);16833
2003;2916856;Itatim (BA);13520
2003;2916906;Itiruçu (BA);13882
2003;2917003;Itiúba (BA);35894
2003;2917102;Itororó (BA);19580
2003;2917201;Ituaçu (BA);17629
2003;2917300;Ituberá (BA);25236
2003;2917334;Iuiu (BA);10381
2003;2917359;Jaborandi (BA);9855
2003;2917409;Jacaraci (BA);13391
2003;2917508;Jacobina (BA);76484
2003;2917607;Jaguaquara (BA);48854
2003;2917706;Jaguarari (BA);26263
2003;2917805;Jaguaripe (BA);10837
2003;2917904;Jandaíra (BA);10582
2003;2918001;Jequié (BA);147951
2003;2918100;Jeremoabo (BA);33828
2003;2918209;Jiquiriçá (BA);14216
2003;2918308;Jitaúna (BA);21125
2003;2918357;João Dourado (BA);18892
2003;2918407;Juazeiro (BA);188676
2003;2918456;Jucuruçu (BA);11257
2003;2918506;Jussara (BA);15751
2003;2918555;Jussari (BA);7274
2003;2918605;Jussiape (BA);9996
2003;2918704;Lafaiete Coutinho (BA);3787
2003;2918753;Lagoa Real (BA);13316
2003;2918803;Laje (BA);19996
2003;2918902;Lajedão (BA);3283
2003;2919009;Lajedinho (BA);3775
2003;2919058;Lajedo do Tabocal (BA);8600
2003;2919108;Lamarão (BA);9291
2003;2919157;Lapão (BA);25902
2003;2919207;Lauro de Freitas (BA);127182
2003;2919306;Lençóis (BA);9318
2003;2919405;Licínio de Almeida (BA);11813
2003;2919504;Livramento de Nossa Senhora (BA);39159
2003;2919553;Luís Eduardo Magalhães (BA);20319
2003;2919603;Macajuba (BA);11781
2003;2919702;Macarani (BA);14759
2003;2919801;Macaúbas (BA);43824
2003;2919900;Macururé (BA);9179
2003;2919926;Madre de Deus (BA);12915
2003;2919959;Maetinga (BA);14699
2003;2920007;Maiquinique (BA);7170
2003;2920106;Mairi (BA);19874
2003;2920205;Malhada (BA);15738
2003;2920304;Malhada de Pedras (BA);8779
2003;2920403;Manoel Vitorino (BA);16605
2003;2920452;Mansidão (BA);11279
2003;2920502;Maracás (BA);33078
2003;2920601;Maragogipe (BA);40777
2003;2920700;Maraú (BA);18634
2003;2920809;Marcionílio Souza (BA);9886
2003;2920908;Mascote (BA);14835
2003;2921005;Mata de São João (BA);33194
2003;2921054;Matina (BA);10659
2003;2921104;Medeiros Neto (BA);20673
2003;2921203;Miguel Calmon (BA);29193
2003;2921302;Milagres (BA);12920
2003;2921401;Mirangaba (BA);14141
2003;2921450;Mirante (BA);15353
2003;2921500;Monte Santo (BA);55560
2003;2921609;Morpará (BA);8962
2003;2921708;Morro do Chapéu (BA);35334
2003;2921807;Mortugaba (BA);12503
2003;2921906;Mucugê (BA);14713
2003;2922003;Mucuri (BA);31283
2003;2922052;Mulungu do Morro (BA);15544
2003;2922102;Mundo Novo (BA);18321
2003;2922201;Muniz Ferreira (BA);7145
2003;2922250;Muquém do São Francisco (BA);9297
2003;2922300;Muritiba (BA);32526
2003;2922409;Mutuípe (BA);20453
2003;2922508;Nazaré (BA);26492
2003;2922607;Nilo Peçanha (BA);10881
2003;2922656;Nordestina (BA);12566
2003;2922706;Nova Canaã (BA);15844
2003;2922730;Nova Fátima (BA);6640
2003;2922755;Nova Ibiá (BA);6138
2003;2922805;Nova Itarana (BA);6578
2003;2922854;Nova Redenção (BA);8118
2003;2922904;Nova Soure (BA);24322
2003;2923001;Nova Viçosa (BA);34080
2003;2923035;Novo Horizonte (BA);7984
2003;2923050;Novo Triunfo (BA);14375
2003;2923100;Olindina (BA);24663
2003;2923209;Oliveira dos Brejinhos (BA);21844
2003;2923308;Ouriçangas (BA);7673
2003;2923357;Ourolândia (BA);16317
2003;2923407;Palmas de Monte Alto (BA);19983
2003;2923506;Palmeiras (BA);7634
2003;2923605;Paramirim (BA);18807
2003;2923704;Paratinga (BA);28757
2003;2923803;Paripiranga (BA);26765
2003;2923902;Pau Brasil (BA);12083
2003;2924009;Paulo Afonso (BA);99543
2003;2924058;Pé de Serra (BA);12448
2003;2924108;Pedrão (BA);6749
2003;2924207;Pedro Alexandre (BA);17616
2003;2924306;Piatã (BA);19183
2003;2924405;Pilão Arcado (BA);30332
2003;2924504;Pindaí (BA);15161
2003;2924603;Pindobaçu (BA);19890
2003;2924652;Pintadas (BA);11088
2003;2924678;Piraí do Norte (BA);9398
2003;2924702;Piripá (BA);17888
2003;2924801;Piritiba (BA);17454
2003;2924900;Planaltino (BA);7233
2003;2925006;Planalto (BA);21147
2003;2925105;Poções (BA);46178
2003;2925204;Pojuca (BA);27323
2003;2925253;Ponto Novo (BA);17192
2003;2925303;Porto Seguro (BA);114531
2003;2925402;Potiraguá (BA);15870
2003;2925501;Prado (BA);27689
2003;2925600;Presidente Dutra (BA);13891
2003;2925709;Presidente Jânio Quadros (BA);17945
2003;2925758;Presidente Tancredo Neves (BA);19672
2003;2925808;Queimadas (BA);25060
2003;2925907;Quijingue (BA);27121
2003;2925931;Quixabeira (BA);8092
2003;2925956;Rafael Jambeiro (BA);22609
2003;2926004;Remanso (BA);36835
2003;2926103;Retirolândia (BA);10765
2003;2926202;Riachão das Neves (BA);22421
2003;2926301;Riachão do Jacuípe (BA);29792
2003;2926400;Riacho de Santana (BA);29069
2003;2926509;Ribeira do Amparo (BA);13891
2003;2926608;Ribeira do Pombal (BA);47429
2003;2926657;Ribeirão do Largo (BA);16650
2003;2926707;Rio de Contas (BA);13894
2003;2926806;Rio do Antônio (BA);15042
2003;2926905;Rio do Pires (BA);11982
2003;2927002;Rio Real (BA);34947
2003;2927101;Rodelas (BA);6864
2003;2927200;Ruy Barbosa (BA);28710
2003;2927309;Salinas da Margarida (BA);13291
2003;2927408;Salvador (BA);2556429
2003;2927507;Santa Bárbara (BA);18292
2003;2927606;Santa Brígida (BA);18016
2003;2927705;Santa Cruz Cabrália (BA);29234
2003;2927804;Santa Cruz da Vitória (BA);7140
2003;2927903;Santa Inês (BA);11329
2003;2928000;Santaluz (BA);31054
2003;2928059;Santa Luzia (BA);15252
2003;2928109;Santa Maria da Vitória (BA);41179
2003;2928208;Santana (BA);23976
2003;2928307;Santanópolis (BA);8433
2003;2928406;Santa Rita de Cássia (BA);24268
2003;2928505;Santa Terezinha (BA);8645
2003;2928604;Santo Amaro (BA);59724
2003;2928703;Santo Antônio de Jesus (BA);81384
2003;2928802;Santo Estêvão (BA);42420
2003;2928901;São Desidério (BA);19015
2003;2928950;São Domingos (BA);7987
2003;2929008;São Félix (BA);14166
2003;2929057;São Félix do Coribe (BA);11709
2003;2929107;São Felipe (BA);20265
2003;2929206;São Francisco do Conde (BA);28144
2003;2929255;São Gabriel (BA);18575
2003;2929305;São Gonçalo dos Campos (BA);27835
2003;2929354;São José da Vitória (BA);5422
2003;2929370;São José do Jacuípe (BA);7734
2003;2929404;São Miguel das Matas (BA);10238
2003;2929503;São Sebastião do Passé (BA);40926
2003;2929602;Sapeaçu (BA);16838
2003;2929701;Sátiro Dias (BA);18351
2003;2929750;Saubara (BA);10864
2003;2929800;Saúde (BA);11518
2003;2929909;Seabra (BA);38455
2003;2930006;Sebastião Laranjeiras (BA);9342
2003;2930105;Senhor do Bonfim (BA);62887
2003;2930154;Serra do Ramalho (BA);32426
2003;2930204;Sento Sé (BA);33716
2003;2930303;Serra Dourada (BA);18182
2003;2930402;Serra Preta (BA);17748
2003;2930501;Serrinha (BA);72913
2003;2930600;Serrolândia (BA);12864
2003;2930709;Simões Filho (BA);100702
2003;2930758;Sítio do Mato (BA);12693
2003;2930766;Sítio do Quinto (BA);18565
2003;2930774;Sobradinho (BA);21361
2003;2930808;Souto Soares (BA);13698
2003;2930907;Tabocas do Brejo Velho (BA);13031
2003;2931004;Tanhaçu (BA);20578
2003;2931053;Tanque Novo (BA);15858
2003;2931103;Tanquinho (BA);6591
2003;2931202;Taperoá (BA);15590
2003;2931301;Tapiramutá (BA);18099
2003;2931350;Teixeira de Freitas (BA);114208
2003;2931400;Teodoro Sampaio (BA);8663
2003;2931509;Teofilândia (BA);20081
2003;2931608;Teolândia (BA);12615
2003;2931707;Terra Nova (BA);13071
2003;2931806;Tremedal (BA);21036
2003;2931905;Tucano (BA);52282
2003;2932002;Uauá (BA);26501
2003;2932101;Ubaíra (BA);20529
2003;2932200;Ubaitaba (BA);24714
2003;2932309;Ubatã (BA);20541
2003;2932408;Uibaí (BA);13697
2003;2932457;Umburanas (BA);14941
2003;2932507;Una (BA);33573
2003;2932606;Urandi (BA);16107
2003;2932705;Uruçuca (BA);17107
2003;2932804;Utinga (BA);16840
2003;2932903;Valença (BA);80768
2003;2933000;Valente (BA);19550
2003;2933059;Várzea da Roça (BA);13690
2003;2933109;Várzea do Poço (BA);6863
2003;2933158;Várzea Nova (BA);13233
2003;2933174;Varzedo (BA);8676
2003;2933208;Vera Cruz (BA);32096
2003;2933257;Vereda (BA);6999
2003;2933307;Vitória da Conquista (BA);274016
2003;2933406;Wagner (BA);9328
2003;2933455;Wanderley (BA);13653
2003;2933505;Wenceslau Guimarães (BA);26175
2003;2933604;Xique-Xique (BA);46057
2003;3100104;Abadia dos Dourados (MG);6432
2003;3100203;Abaeté (MG);22875
2003;3100302;Abre Campo (MG);13334
2003;3100401;Acaiaca (MG);3981
2003;3100500;Açucena (MG);11380
2003;3100609;Água Boa (MG);18419
2003;3100708;Água Comprida (MG);2179
2003;3100807;Aguanil (MG);3674
2003;3100906;Águas Formosas (MG);18091
2003;3101003;Águas Vermelhas (MG);12375
2003;3101102;Aimorés (MG);24694
2003;3101201;Aiuruoca (MG);6424
2003;3101300;Alagoa (MG);2814
2003;3101409;Albertina (MG);2950
2003;3101508;Além Paraíba (MG);34435
2003;3101607;Alfenas (MG);71349
2003;3101631;Alfredo Vasconcelos (MG);5187
2003;3101706;Almenara (MG);35907
2003;3101805;Alpercata (MG);7032
2003;3101904;Alpinópolis (MG);17722
2003;3102001;Alterosa (MG);13395
2003;3102050;Alto Caparaó (MG);4988
2003;3102100;Alto Rio Doce (MG);13765
2003;3102209;Alvarenga (MG);4968
2003;3102308;Alvinópolis (MG);15669
2003;3102407;Alvorada de Minas (MG);3414
2003;3102506;Amparo do Serra (MG);5244
2003;3102605;Andradas (MG);34382
2003;3102704;Cachoeira de Pajeú (MG);8446
2003;3102803;Andrelândia (MG);12252
2003;3102852;Angelândia (MG);8297
2003;3102902;Antônio Carlos (MG);11196
2003;3103009;Antônio Dias (MG);10128
2003;3103108;Antônio Prado de Minas (MG);1652
2003;3103207;Araçaí (MG);2196
2003;3103306;Aracitaba (MG);1989
2003;3103405;Araçuaí (MG);36294
2003;3103504;Araguari (MG);105267
2003;3103603;Arantina (MG);2989
2003;3103702;Araponga (MG);7929
2003;3103751;Araporã (MG);5598
2003;3103801;Arapuá (MG);2630
2003;3103900;Araújos (MG);6436
2003;3104007;Araxá (MG);81796
2003;3104106;Arceburgo (MG);8274
2003;3104205;Arcos (MG);34310
2003;3104304;Areado (MG);12663
2003;3104403;Argirita (MG);3198
2003;3104452;Aricanduva (MG);4369
2003;3104502;Arinos (MG);17889
2003;3104601;Astolfo Dutra (MG);11926
2003;3104700;Ataléia (MG);16395
2003;3104809;Augusto de Lima (MG);4984
2003;3104908;Baependi (MG);17794
2003;3105004;Baldim (MG);8085
2003;3105103;Bambuí (MG);22043
2003;3105202;Bandeira (MG);5166
2003;3105301;Bandeira do Sul (MG);5145
2003;3105400;Barão de Cocais (MG);24346
2003;3105509;Barão de Monte Alto (MG);6238
2003;3105608;Barbacena (MG);118492
2003;3105707;Barra Longa (MG);7139
2003;3105905;Barroso (MG);18773
2003;3106002;Bela Vista de Minas (MG);9924
2003;3106101;Belmiro Braga (MG);3258
2003;3106200;Belo Horizonte (MG);2305812
2003;3106309;Belo Oriente (MG);20378
2003;3106408;Belo Vale (MG);7549
2003;3106507;Berilo (MG);12900
2003;3106606;Bertópolis (MG);4320
2003;3106655;Berizal (MG);4144
2003;3106705;Betim (MG);348491
2003;3106804;Bias Fortes (MG);4250
2003;3106903;Bicas (MG);13272
2003;3107000;Biquinhas (MG);2749
2003;3107109;Boa Esperança (MG);38324
2003;3107208;Bocaina de Minas (MG);4995
2003;3107307;Bocaiúva (MG);43866
2003;3107406;Bom Despacho (MG);41364
2003;3107505;Bom Jardim de Minas (MG);6768
2003;3107604;Bom Jesus da Penha (MG);3708
2003;3107703;Bom Jesus do Amparo (MG);4776
2003;3107802;Bom Jesus do Galho (MG);15758
2003;3107901;Bom Repouso (MG);11011
2003;3108008;Bom Sucesso (MG);17246
2003;3108107;Bonfim (MG);6768
2003;3108206;Bonfinópolis de Minas (MG);6274
2003;3108255;Bonito de Minas (MG);7980
2003;3108305;Borda da Mata (MG);15224
2003;3108404;Botelhos (MG);15364
2003;3108503;Botumirim (MG);6712
2003;3108552;Brasilândia de Minas (MG);11761
2003;3108602;Brasília de Minas (MG);30449
2003;3108701;Brás Pires (MG);4882
2003;3108800;Braúnas (MG);5067
2003;3108909;Brazópolis (MG);15613
2003;3109006;Brumadinho (MG);28865
2003;3109105;Bueno Brandão (MG);10977
2003;3109204;Buenópolis (MG);10501
2003;3109253;Bugre (MG);3841
2003;3109303;Buritis (MG);21006
2003;3109402;Buritizeiro (MG);26344
2003;3109451;Cabeceira Grande (MG);6170
2003;3109501;Cabo Verde (MG);14190
2003;3109600;Cachoeira da Prata (MG);3818
2003;3109709;Cachoeira de Minas (MG);10935
2003;3109808;Cachoeira Dourada (MG);2311
2003;3109907;Caetanópolis (MG);8931
2003;3110004;Caeté (MG);37238
2003;3110103;Caiana (MG);4300
2003;3110202;Cajuri (MG);4334
2003;3110301;Caldas (MG);12887
2003;3110400;Camacho (MG);3446
2003;3110509;Camanducaia (MG);21649
2003;3110608;Cambuí (MG);24434
2003;3110707;Cambuquira (MG);12855
2003;3110806;Campanário (MG);3490
2003;3110905;Campanha (MG);14664
2003;3111002;Campestre (MG);21512
2003;3111101;Campina Verde (MG);18798
2003;3111150;Campo Azul (MG);3653
2003;3111200;Campo Belo (MG);50623
2003;3111309;Campo do Meio (MG);11606
2003;3111408;Campo Florido (MG);5577
2003;3111507;Campos Altos (MG);13345
2003;3111606;Campos Gerais (MG);27340
2003;3111705;Canaã (MG);4597
2003;3111804;Canápolis (MG);8983
2003;3111903;Cana Verde (MG);5683
2003;3112000;Candeias (MG);14723
2003;3112059;Cantagalo (MG);3922
2003;3112109;Caparaó (MG);5225
2003;3112208;Capela Nova (MG);4910
2003;3112307;Capelinha (MG);32978
2003;3112406;Capetinga (MG);7462
2003;3112505;Capim Branco (MG);8379
2003;3112604;Capinópolis (MG);14201
2003;3112653;Capitão Andrade (MG);4249
2003;3112703;Capitão Enéas (MG);13539
2003;3112802;Capitólio (MG);8019
2003;3112901;Caputira (MG);9145
2003;3113008;Caraí (MG);20735
2003;3113107;Caranaíba (MG);3483
2003;3113206;Carandaí (MG);21742
2003;3113305;Carangola (MG);32198
2003;3113404;Caratinga (MG);79808
2003;3113503;Carbonita (MG);9205
2003;3113602;Careaçu (MG);5903
2003;3113701;Carlos Chagas (MG);21596
2003;3113800;Carmésia (MG);2247
2003;3113909;Carmo da Cachoeira (MG);12007
2003;3114006;Carmo da Mata (MG);10452
2003;3114105;Carmo de Minas (MG);12931
2003;3114204;Carmo do Cajuru (MG);18002
2003;3114303;Carmo do Paranaíba (MG);30108
2003;3114402;Carmo do Rio Claro (MG);20429
2003;3114501;Carmópolis de Minas (MG);14568
2003;3114550;Carneirinho (MG);8634
2003;3114600;Carrancas (MG);3690
2003;3114709;Carvalhópolis (MG);3247
2003;3114808;Carvalhos (MG);4749
2003;3114907;Casa Grande (MG);2317
2003;3115003;Cascalho Rico (MG);2620
2003;3115102;Cássia (MG);17728
2003;3115201;Conceição da Barra de Minas (MG);4059
2003;3115300;Cataguases (MG);65780
2003;3115359;Catas Altas (MG);4372
2003;3115409;Catas Altas da Noruega (MG);3260
2003;3115458;Catuji (MG);7422
2003;3115474;Catuti (MG);5205
2003;3115508;Caxambu (MG);22942
2003;3115607;Cedro do Abaeté (MG);1254
2003;3115706;Central de Minas (MG);6580
2003;3115805;Centralina (MG);9143
2003;3115904;Chácara (MG);2097
2003;3116001;Chalé (MG);5704
2003;3116100;Chapada do Norte (MG);15051
2003;3116159;Chapada Gaúcha (MG);8159
2003;3116209;Chiador (MG);2976
2003;3116308;Cipotânea (MG);6377
2003;3116407;Claraval (MG);4499
2003;3116506;Claro dos Poções (MG);8179
2003;3116605;Cláudio (MG);23767
2003;3116704;Coimbra (MG);6845
2003;3116803;Coluna (MG);9069
2003;3116902;Comendador Gomes (MG);2804
2003;3117009;Comercinho (MG);10193
2003;3117108;Conceição da Aparecida (MG);9438
2003;3117207;Conceição das Pedras (MG);2782
2003;3117306;Conceição das Alagoas (MG);18112
2003;3117405;Conceição de Ipanema (MG);4135
2003;3117504;Conceição do Mato Dentro (MG);18611
2003;3117603;Conceição do Pará (MG);5068
2003;3117702;Conceição do Rio Verde (MG);12828
2003;3117801;Conceição dos Ouros (MG);9309
2003;3117836;Cônego Marinho (MG);6434
2003;3117876;Confins (MG);5264
2003;3117900;Congonhal (MG);9229
2003;3118007;Congonhas (MG);43071
2003;3118106;Congonhas do Norte (MG);5009
2003;3118205;Conquista (MG);5809
2003;3118304;Conselheiro Lafaiete (MG);107080
2003;3118403;Conselheiro Pena (MG);21216
2003;3118502;Consolação (MG);1696
2003;3118601;Contagem (MG);565258
2003;3118700;Coqueiral (MG);9735
2003;3118809;Coração de Jesus (MG);25920
2003;3118908;Cordisburgo (MG);8544
2003;3119005;Cordislândia (MG);3460
2003;3119104;Corinto (MG);24377
2003;3119203;Coroaci (MG);10803
2003;3119302;Coromandel (MG);28222
2003;3119401;Coronel Fabriciano (MG);100535
2003;3119500;Coronel Murta (MG);9116
2003;3119609;Coronel Pacheco (MG);2792
2003;3119708;Coronel Xavier Chaves (MG);3246
2003;3119807;Córrego Danta (MG);3460
2003;3119906;Córrego do Bom Jesus (MG);3796
2003;3119955;Córrego Fundo (MG);5351
2003;3120003;Córrego Novo (MG);3563
2003;3120102;Couto de Magalhães de Minas (MG);4005
2003;3120151;Crisólita (MG);5356
2003;3120201;Cristais (MG);9726
2003;3120300;Cristália (MG);5762
2003;3120409;Cristiano Otoni (MG);5118
2003;3120508;Cristina (MG);10444
2003;3120607;Crucilândia (MG);4446
2003;3120706;Cruzeiro da Fortaleza (MG);3921
2003;3120805;Cruzília (MG);14409
2003;3120839;Cuparaque (MG);4346
2003;3120870;Curral de Dentro (MG);6315
2003;3120904;Curvelo (MG);70130
2003;3121001;Datas (MG);5144
2003;3121100;Delfim Moreira (MG);8085
2003;3121209;Delfinópolis (MG);6540
2003;3121258;Delta (MG);5246
2003;3121308;Descoberto (MG);4669
2003;3121407;Desterro de Entre Rios (MG);6801
2003;3121506;Desterro do Melo (MG);3114
2003;3121605;Diamantina (MG);44247
2003;3121704;Diogo de Vasconcelos (MG);3914
2003;3121803;Dionísio (MG);10204
2003;3121902;Divinésia (MG);3243
2003;3122009;Divino (MG);19046
2003;3122108;Divino das Laranjeiras (MG);4868
2003;3122207;Divinolândia de Minas (MG);6632
2003;3122306;Divinópolis (MG);193974
2003;3122355;Divisa Alegre (MG);5048
2003;3122405;Divisa Nova (MG);5731
2003;3122454;Divisópolis (MG);6668
2003;3122470;Dom Bosco (MG);3976
2003;3122504;Dom Cavati (MG);5260
2003;3122603;Dom Joaquim (MG);4617
2003;3122702;Dom Silvério (MG);4966
2003;3122801;Dom Viçoso (MG);3085
2003;3122900;Dona Eusébia (MG);5534
2003;3123007;Dores de Campos (MG);8686
2003;3123106;Dores de Guanhães (MG);5373
2003;3123205;Dores do Indaiá (MG);14542
2003;3123304;Dores do Turvo (MG);4724
2003;3123403;Doresópolis (MG);1382
2003;3123502;Douradoquara (MG);1847
2003;3123528;Durandé (MG);7360
2003;3123601;Elói Mendes (MG);22740
2003;3123700;Engenheiro Caldas (MG);9511
2003;3123809;Engenheiro Navarro (MG);6937
2003;3123858;Entre Folhas (MG);5122
2003;3123908;Entre Rios de Minas (MG);13379
2003;3124005;Ervália (MG);17470
2003;3124104;Esmeraldas (MG);54111
2003;3124203;Espera Feliz (MG);20831
2003;3124302;Espinosa (MG);31093
2003;3124401;Espírito Santo do Dourado (MG);4198
2003;3124500;Estiva (MG);10577
2003;3124609;Estrela Dalva (MG);2692
2003;3124708;Estrela do Indaiá (MG);3478
2003;3124807;Estrela do Sul (MG);6775
2003;3124906;Eugenópolis (MG);9748
2003;3125002;Ewbank da Câmara (MG);3707
2003;3125101;Extrema (MG);20730
2003;3125200;Fama (MG);2426
2003;3125309;Faria Lemos (MG);3761
2003;3125408;Felício dos Santos (MG);5707
2003;3125507;São Gonçalo do Rio Preto (MG);2953
2003;3125606;Felisburgo (MG);6315
2003;3125705;Felixlândia (MG);13048
2003;3125804;Fernandes Tourinho (MG);2343
2003;3125903;Ferros (MG);11777
2003;3125952;Fervedouro (MG);9868
2003;3126000;Florestal (MG);5830
2003;3126109;Formiga (MG);64685
2003;3126208;Formoso (MG);6313
2003;3126307;Fortaleza de Minas (MG);3746
2003;3126406;Fortuna de Minas (MG);2484
2003;3126505;Francisco Badaró (MG);10333
2003;3126604;Francisco Dumont (MG);4741
2003;3126703;Francisco Sá (MG);23121
2003;3126752;Franciscópolis (MG);6246
2003;3126802;Frei Gaspar (MG);5657
2003;3126901;Frei Inocêncio (MG);8463
2003;3126950;Frei Lagonegro (MG);3096
2003;3127008;Fronteira (MG);9370
2003;3127057;Fronteira dos Vales (MG);4840
2003;3127073;Fruta de Leite (MG);6623
2003;3127107;Frutal (MG);48150
2003;3127206;Funilândia (MG);3486
2003;3127305;Galiléia (MG);7019
2003;3127339;Gameleiras (MG);5284
2003;3127354;Glaucilândia (MG);2825
2003;3127370;Goiabeira (MG);2713
2003;3127388;Goianá (MG);3392
2003;3127404;Gonçalves (MG);4199
2003;3127503;Gonzaga (MG);5574
2003;3127602;Gouveia (MG);11760
2003;3127701;Governador Valadares (MG);252247
2003;3127800;Grão Mogol (MG);14807
2003;3127909;Grupiara (MG);1410
2003;3128006;Guanhães (MG);28646
2003;3128105;Guapé (MG);14165
2003;3128204;Guaraciaba (MG);10176
2003;3128253;Guaraciama (MG);4626
2003;3128303;Guaranésia (MG);19360
2003;3128402;Guarani (MG);8666
2003;3128501;Guarará (MG);4274
2003;3128600;Guarda-Mor (MG);6883
