Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010;;;;;;;;;
Ano;Cód.;Microrregião Geográfica;Produto Interno Bruto a preços correntes (Mil Reais);Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da microrregião geográfica (%);Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da mesorregião geográfica (%);Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes total (%)
2002;31009;Bocaiúva (MG);198007;-;4,02;10,94;22,65;32,13;34,27
2002;31010;Diamantina (MG);233211;-;15,6;4,96;12,84;45,84;36,35
2002;31011;Capelinha (MG);410407;-;27,45;12,71;11,64;31,87;43,78
2002;31012;Araçuaí (MG);269263;-;18,01;10,24;5,07;33,29;51,4
2002;31013;Pedra Azul (MG);201263;-;13,46;11,83;10,19;38,22;39,77
2002;31014;Almenara (MG);380818;-;25,47;15,11;5,57;33,76;45,56
2002;31015;Teófilo Otoni (MG);761894;-;66,85;8,27;10,46;47,84;33,43
2002;31016;Nanuque (MG);377742;-;33,15;15,04;12,82;39,21;32,92
2002;31017;Ituiutaba (MG);888120;-;4,95;12,98;25,36;41,97;19,69
2002;31018;Uberlândia (MG);7569648;-;42,18;6,63;33,61;47,99;11,78
2002;31019;Patrocínio (MG);1162826;-;6,48;34,09;9,96;38,52;17,43
2002;31020;Patos de Minas (MG);1211997;-;6,75;16;12,07;49,97;21,97
2002;31021;Frutal (MG);2043813;-;11,39;13,32;55,85;21,22;9,6
2002;31022;Uberaba (MG);3251368;-;18,12;8,61;33;46,25;12,14
2002;31023;Araxá (MG);1819664;-;10,14;17,62;34,31;35,88;12,19
2002;31024;Três Marias (MG);761710;-;36,18;10,41;50,13;24,96;14,5
2002;31025;Curvelo (MG);525978;-;24,99;13,95;10,26;46,3;29,49
2002;31026;Bom Despacho (MG);817431;-;38,83;16,51;15,66;47,41;20,41
2002;31027;Sete Lagoas (MG);2469402;-;4,71;4,05;37,82;39,53;18,61
2002;31028;Conceição do Mato Dentro (MG);185716;-;0,35;14,05;5,13;32,19;48,63
2002;31029;Pará de Minas (MG);633989;-;1,21;10,13;27,45;43,51;18,9
2002;31030;Belo Horizonte (MG);42521648;-;81,19;0,21;28,2;57,86;13,72
2002;31031;Itabira (MG);2794978;-;5,34;2,05;47,49;35,03;15,43
2002;31032;Itaguara (MG);223533;-;0,43;13,59;18,32;36,48;31,6
2002;31033;Ouro Preto (MG);1647580;-;3,15;0,72;53,31;33,34;12,63
2002;31034;Conselheiro Lafaiete (MG);1897170;-;3,62;1,36;44,92;37,29;16,44
2002;31035;Guanhães (MG);387666;-;4,21;14,32;16,98;34,71;33,98
2002;31036;Peçanha (MG);177390;-;1,93;23,76;4,15;27,78;44,31
2002;31037;Governador Valadares (MG);1844318;-;20,04;4,91;16,49;54,39;24,21
2002;31038;Mantena (MG);176526;-;1,92;13,73;7,28;42,9;36,09
2002;31039;Ipatinga (MG);5435443;-;59,06;1;54,69;32,86;11,45
2002;31040;Caratinga (MG);688799;-;7,48;10,84;9,55;45,14;34,47
2002;31041;Aimorés (MG);493858;-;5,37;15,34;15,96;38,33;30,37
2002;31042;Piuí (MG);410549;-;8,61;25,01;12,94;39,6;22,45
2002;31043;Divinópolis (MG);2638526;-;55,36;3,8;30,23;47,83;18,14
2002;31044;Formiga (MG);799763;-;16,78;9,14;26,23;44,53;20,1
2002;31045;Campo Belo (MG);444808;-;9,33;15,97;14,78;44,91;24,35
2002;31046;Oliveira (MG);472139;-;9,91;19,46;11,4;41,7;27,44
2002;31047;Passos (MG);1806042;-;12;9,53;45,58;30,36;14,53
2002;31048;São Sebastião do Paraíso (MG);1360620;-;9,04;13,9;17,37;48,4;20,33
2002;31049;Alfenas (MG);1177994;-;7,83;17,54;18,07;45,01;19,38
2002;31050;Varginha (MG);2755319;-;18,31;12,74;21,85;47,58;17,83
2002;31051;Poços de Caldas (MG);2752296;-;18,29;6,9;29,96;47,24;15,9
2002;31052;Pouso Alegre (MG);2130893;-;14,16;6,46;30,09;46,53;16,92
2002;31053;Santa Rita do Sapucaí (MG);728427;-;4,84;15,61;24;40,04;20,35
2002;31054;São Lourenço (MG);928701;-;6,17;16,12;9,79;50,15;23,94
2002;31055;Andrelândia (MG);239552;-;1,59;17,99;7,97;39,41;34,63
2002;31056;Itajubá (MG);1170210;-;7,78;5,54;30,43;46,44;17,59
2002;31057;Lavras (MG);852655;-;30,78;12,58;24,62;45,27;17,53
2002;31058;São João Del Rei (MG);766218;-;27,66;8,94;21,73;45,47;23,86
2002;31059;Barbacena (MG);1151222;-;41,56;5,82;26,89;45,43;21,86
2002;31060;Ponte Nova (MG);713418;-;6,89;13,45;12,46;44,83;29,26
2002;31061;Manhuaçu (MG);977103;-;9,44;18,83;9,39;44,78;27
2002;31062;Viçosa (MG);640199;-;6,19;13,33;7,67;44,7;34,3
2002;31063;Muriaé (MG);917151;-;8,86;7,96;10,41;50,32;31,31
2002;31064;Ubá (MG);1099806;-;10,63;5,79;23,42;47,31;23,47
2002;31065;Juiz de Fora (MG);4887697;-;47,23;1,68;24,16;55,7;18,46
2002;31066;Cataguases (MG);1112366;-;10,75;4,63;22,16;51,65;21,56
2002;32001;Barra de São Francisco (ES);269812;-;15,58;10,73;13,01;37,35;38,91
2002;32002;Nova Venécia (ES);459284;-;26,53;12,63;19,3;37,54;30,53
2002;32003;Colatina (ES);1002183;-;57,89;4,45;25,88;44,69;24,98
2002;32004;Montanha (ES);196841;-;4,99;27,48;9,2;31,77;31,55
2002;32005;São Mateus (ES);1032253;-;26,15;14,24;33,81;32,86;19,09
2002;32006;Linhares (ES);2718199;-;68,86;5,01;50,98;30,36;13,65
2002;32007;Afonso Cláudio (ES);510249;-;2,72;20,86;11,64;36,54;30,95
2002;32008;Santa Teresa (ES);454520;-;2,42;22,16;15,63;32,96;29,25
2002;32009;Vitória (ES);16432397;-;87,54;0,11;38,66;49,15;12,08
2002;32010;Guarapari (ES);1374808;-;7,32;2,11;45,87;36,95;15,08
2002;32011;Alegre (ES);468609;-;18,03;13,3;9,09;38,31;39,3
2002;32012;Cachoeiro de Itapemirim (ES);1719018;-;66,16;3,05;28,49;45,25;23,21
2002;32013;Itapemirim (ES);410824;-;15,81;10,23;38,79;31,12;19,86
2002;33001;Itaperuna (RJ);1098575;-;61,94;5,66;9,29;46,55;38,5
2002;33002;Santo Antônio de Pádua (RJ);675137;-;38,06;9,77;11,1;38,14;40,99
2002;33003;Campos dos Goytacazes (RJ);13169709;-;65,43;1,52;61,58;28,34;8,56
2002;33004;Macaé (RJ);6958685;-;34,57;0,78;58,05;32,43;8,73
2002;33005;Três Rios (RJ);1183925;-;33,03;1,89;20,88;45,1;32,13
2002;33006;Cantagalo-Cordeiro (RJ);549317;-;15,33;3,59;38,57;29,45;28,39
2002;33007;Nova Friburgo (RJ);1694892;-;47,29;4,49;18,23;46,65;30,64
2002;33008;Santa Maria Madalena (RJ);156036;-;4,35;17,65;9,37;26,73;46,25
2002;33009;Bacia de São João (RJ);4595695;-;48,39;0,39;67,83;26,45;5,33
2002;33010;Lagos (RJ);4901219;-;51,61;1,4;42,84;35,03;20,73
2002;33011;Vale do Paraíba Fluminense (RJ);9757612;-;72,76;0,75;42,54;38,2;18,51
2002;33012;Barra do Piraí (RJ);1166441;-;8,7;3,74;20,85;44,29;31,13
2002;33013;Baía da Ilha Grande (RJ);2487241;-;18,55;0,87;34,03;44,81;20,29
2002;33014;Vassouras (RJ);915410;-;0,67;4,03;11,71;46,74;37,51
2002;33015;Serrana (RJ);4181409;-;3,08;2,83;16,34;54,17;26,66
2002;33016;Macacu-Caceribu (RJ);788104;-;0,58;3,28;13,63;51,36;31,73
2002;33017;Itaguaí (RJ);3427220;-;2,52;0,62;23,01;63,88;12,5
2002;33018;Rio de Janeiro (RJ);126604288;-;93,15;0,08;18,91;59,41;21,61
2002;35001;Jales (SP);1002418;-;7,58;17,4;18,81;45,36;18,43
2002;35002;Fernandópolis (SP);938243;-;7,09;13,42;27,44;45,67;13,47
2002;35003;Votuporanga (SP);902825;-;6,82;10,33;20,47;53,12;16,08
2002;35004;São José do Rio Preto (SP);6728257;-;50,85;11,19;21,13;55,48;12,2
2002;35005;Catanduva (SP);2322632;-;17,56;12,81;32,9;42,84;11,46
2002;35006;Auriflama (SP);273493;-;2,07;27,16;15,06;36,82;20,96
2002;35007;Nhandeara (SP);484724;-;3,66;21,53;26,08;38,05;14,34
2002;35008;Novo Horizonte (SP);577936;-;4,37;38,34;12,61;35,09;13,96
2002;35009;Barretos (SP);1425313;-;6,24;15,59;24,04;47,68;12,69
2002;35010;São Joaquim da Barra (SP);2477691;-;10,86;25,96;25,41;38,57;10,06
2002;35011;Ituverava (SP);747709;-;3,28;22,71;16,41;46,47;14,41
2002;35012;Franca (SP);2880709;-;12,62;9,19;30,77;45,65;14,4
2002;35013;Jaboticabal (SP);3666371;-;16,06;19,3;21,49;46,32;12,89
2002;35014;Ribeirão Preto (SP);10716694;-;46,95;6,47;23,54;59,23;10,76
2002;35015;Batatais (SP);910827;-;3,99;25,41;20,41;40,43;13,75
2002;35016;Andradina (SP);1499285;-;26,55;14,42;27,12;42,87;15,59
2002;35017;Araçatuba (SP);2364517;-;41,87;15,12;20,38;50,92;13,58
2002;35018;Birigui (SP);1783511;-;31,58;15,14;28,28;41;15,58
2002;35019;Lins (SP);1344042;-;11,41;11,78;31,6;43,89;12,72
2002;35020;Bauru (SP);4695100;-;39,84;9,13;22,89;54,38;13,6
2002;35021;Jaú (SP);2936372;-;24,92;14,65;26,41;46,69;12,26
2002;35022;Avaré (SP);1068287;-;9,07;24,89;14,87;42,01;18,24
2002;35023;Botucatu (SP);1740454;-;14,77;15,02;28,47;44,14;12,37
2002;35024;Araraquara (SP);5110847;-;60,72;13,72;29,99;44,4;11,89
2002;35025;São Carlos (SP);3305551;-;39,28;10,17;36,49;42,53;10,8
2002;35026;Rio Claro (SP);2598332;-;16,94;8,66;37,97;41,19;12,17
2002;35027;Limeira (SP);6316266;-;41,18;6,12;38,26;45,5;10,12
2002;35028;Piracicaba (SP);6424545;-;41,88;5,48;35,5;48,69;10,33
2002;35029;Pirassununga (SP);1529059;-;3;14,75;26,48;45,01;13,76
2002;35030;São João da Boa Vista (SP);3229705;-;6,34;15,24;22,24;48;14,52
2002;35031;Mogi Mirim (SP);4498073;-;8,82;9,79;38,59;40,74;10,89
2002;35032;Campinas (SP);40218922;-;78,9;1,13;39,93;49,92;9,02
2002;35033;Amparo (SP);1499355;-;2,94;9,9;28,33;47,51;14,25
2002;35034;Dracena (SP);602679;-;9,63;12,04;11,8;54,61;21,55
2002;35035;Adamantina (SP);1055988;-;16,87;17,91;17,93;46,86;17,3
2002;35036;Presidente Prudente (SP);4601926;-;73,51;9,62;28,13;47,91;14,34
2002;35037;Tupã (SP);929127;-;25,18;30,54;16,14;40,26;13,05
2002;35038;Marília (SP);2761078;-;74,82;6,22;24,05;55,33;14,41
2002;35039;Assis (SP);2396152;-;51,03;23,33;17,75;45,35;13,57
2002;35040;Ourinhos (SP);2299754;-;48,97;13,66;22,6;49;14,74
2002;35041;Itapeva (SP);1351405;-;24,58;25,17;15,56;39,18;20,09
2002;35042;Itapetininga (SP);1408290;-;25,62;16,43;27,82;42,87;12,87
2002;35043;Tatuí (SP);2064052;-;37,55;6,61;36,07;44;13,33
2002;35044;Capão Bonito (SP);673606;-;12,25;27,99;16,61;31,69;23,71
2002;35045;Piedade (SP);994072;-;3,36;27,92;14,67;37,53;19,87
2002;35046;Sorocaba (SP);14059546;-;47,56;1,69;37,08;49,85;11,38
2002;35047;Jundiaí (SP);9913993;-;33,54;0,84;37,8;53,18;8,18
2002;35048;Bragança Paulista (SP);4593134;-;15,54;6,66;30,76;50,03;12,55
2002;35049;Campos do Jordão (SP);420956;-;1,43;3,6;13,05;61,2;22,15
2002;35050;São José dos Campos (SP);23836075;-;80,8;0,55;50,72;40,84;7,88
2002;35051;Guaratinguetá (SP);2969879;-;10,07;1,46;33,26;49,75;15,53
2002;35052;Bananal (SP);109317;-;0,37;16,47;16,59;35,02;31,92
2002;35053;Paraibuna/Paraitinga (SP);320515;-;1,09;14,93;24,33;34,44;26,29
2002;35054;Caraguatatuba (SP);1844181;-;6,25;0,5;8,13;69,87;21,5
2002;35055;Registro (SP);1594626;-;62,36;22,29;18,21;40,23;19,26
2002;35056;Itanhaém (SP);962617;-;37,64;8,4;13,22;51,93;26,45
2002;35057;Osasco (SP);30200965;-;9,78;0,08;21,02;70,79;8,11
2002;35058;Franco da Rocha (SP);2067411;-;0,67;0,31;37,27;40,98;21,44
2002;35059;Guarulhos (SP);13491658;-;4,37;0,23;35,78;51,95;12,04
2002;35060;Itapecerica da Serra (SP);7387276;-;2,39;0,28;34,32;50,32;15,08
2002;35061;São Paulo (SP);227952210;-;73,8;0,01;21,49;71,03;7,48
2002;35062;Mogi das Cruzes (SP);11447955;-;3,71;2,92;37,61;47,91;11,55
2002;35063;Santos (SP);16350306;-;5,29;0,06;30,89;56,62;12,43
2002;41001;Paranavaí (PR);1419934;-;40,01;22,07;20,17;38,14;19,62
2002;41002;Umuarama (PR);1322872;-;37,28;17,47;13,12;49;20,4
2002;41003;Cianorte (PR);805777;-;22,71;19,61;26,11;37,36;16,92
2002;41004;Goioerê (PR);797893;-;32,08;38,01;10,93;35,62;15,43
2002;41005;Campo Mourão (PR);1689399;-;67,92;27,31;19,66;40,05;12,97
2002;41006;Astorga (PR);997856;-;6,95;26,49;17,33;36,81;19,36
2002;41007;Porecatu (PR);652447;-;4,54;23,21;29,96;33;13,83
2002;41008;Floraí (PR);300525;-;2,09;43,47;9,64;33,9;12,99
2002;41009;Maringá (PR);3529864;-;24,59;4,2;23,04;57,61;15,14
2002;41010;Apucarana (PR);1993619;-;13,89;9,27;34,25;43,61;12,87
2002;41011;Londrina (PR);6001370;-;41,8;4,97;27,71;54,61;12,7
2002;41012;Faxinal (PR);231039;-;1,61;40,53;7,64;31,38;20,45
2002;41013;Ivaiporã (PR);650714;-;4,53;32,92;8,74;35,56;22,78
2002;41014;Assaí (PR);368752;-;12,12;29,66;16,01;34,27;20,05
2002;41015;Cornélio Procópio (PR);1159660;-;38,13;23,01;19,25;40,8;16,94
2002;41016;Jacarezinho (PR);745590;-;24,51;18,94;25,1;40,2;15,75
2002;41017;Ibaiti (PR);310654;-;10,21;27,72;12,33;36,32;23,63
2002;41018;Wenceslau Braz (PR);456750;-;15,02;32,47;12,28;34,18;21,06
2002;41019;Telêmaco Borba (PR);1338792;-;21,36;35,89;30,31;22,27;11,53
2002;41020;Jaguariaíva (PR);1110605;-;17,72;23,63;44,32;22,21;9,84
2002;41021;Ponta Grossa (PR);3819560;-;60,93;10,93;35,71;41,6;11,75
2002;41022;Toledo (PR);3019555;-;27,53;26,42;17,98;42,21;13,39
2002;41023;Cascavel (PR);3271216;-;29,82;17,23;26,29;43,3;13,17
2002;41024;Foz do Iguaçu (PR);4679336;-;42,66;6,29;52,4;30,99;10,32
2002;41025;Capanema (PR);510708;-;15;32,05;14,51;34,33;19,12
2002;41026;Francisco Beltrão (PR);1365858;-;40,11;26,76;18,51;37,23;17,5
2002;41027;Pato Branco (PR);1529072;-;44,9;14;45,23;30,34;10,43
2002;41028;Pitanga (PR);347331;-;9,09;39,43;7,74;28,81;24,02
2002;41029;Guarapuava (PR);2622878;-;68,62;16,87;39,98;29,11;14,04
2002;41030;Palmas (PR);852119;-;22,29;16,43;49,3;23,96;10,31
2002;41031;Prudentópolis (PR);637612;-;27,66;38,9;16,65;26,61;17,84
2002;41032;Irati (PR);514284;-;22,31;26,38;22,77;33,46;17,39
2002;41033;União da Vitória (PR);734647;-;31,87;29,07;21,35;32,29;17,29
2002;41034;São Mateus do Sul (PR);418829;-;18,17;34,46;25,71;26,63;13,21
2002;41035;Cerro Azul (PR);100407;-;0,26;45,41;5,61;20,52;28,46
2002;41036;Lapa (PR);315598;-;0,83;36;19,47;29,3;15,24
2002;41037;Curitiba (PR);34685155;-;91,21;0,74;33,35;56,07;9,84
2002;41038;Paranaguá (PR);2299579;-;6,05;1,12;34,35;51,87;12,66
2002;41039;Rio Negro (PR);627862;-;1,65;19,92;33,18;31,51;15,38
2002;42001;São Miguel do Oeste (SC);1246223;-;11,69;26,66;20,16;37,27;15,92
2002;42002;Chapecó (SC);3498398;-;32,81;17,79;25,96;42,64;13,61
2002;42003;Xanxerê (SC);1475651;-;13,84;29,2;25,08;33,57;12,15
2002;42004;Joaçaba (SC);3126798;-;29,33;19;29,88;38,16;12,95
2002;42005;Concórdia (SC);1314326;-;12,33;30,09;21,15;35,05;13,71
2002;42006;Canoinhas (SC);1849954;-;14,33;23,88;27,57;34,03;14,51
2002;42007;São Bento do Sul (SC);1296769;-;10,04;6,02;46,76;35,01;12,22
2002;42008;Joinville (SC);9766389;-;75,63;1,85;47,67;40,34;10,14
2002;42009;Curitibanos (SC);1027482;-;33,46;31,73;22,91;31,6;13,76
2002;42010;Campos de Lages (SC);2043259;-;66,54;16,98;26,17;39,68;17,17
2002;42011;Rio do Sul (SC);1509760;-;11,29;16,52;27,28;41,51;14,7
2002;42012;Blumenau (SC);7283263;-;54,47;1,72;41,66;45,46;11,15
2002;42013;Itajaí (SC);4212396;-;31,5;3,53;19,52;62,55;14,4
2002;42014;Ituporanga (SC);365382;-;2,73;36,4;16,16;31,74;15,7
2002;42015;Tijucas (SC);518341;-;6,45;11,44;32,51;38,64;17,42
2002;42016;Florianópolis (SC);7358722;-;91,5;2,62;16,44;66,79;14,15
2002;42017;Tabuleiro (SC);165044;-;2,05;46,73;9,68;26,47;17,11
2002;42018;Tubarão (SC);2446543;-;38,09;11,2;27,84;44,28;16,67
2002;42019;Criciúma (SC);2795598;-;43,52;5,36;37,36;42,76;14,52
2002;42020;Araranguá (SC);1181594;-;18,39;23,13;20,36;40,39;16,13
2002;43001;Santa Rosa (RS);1279960;-;8,05;21,08;14,97;49,94;14
2002;43002;Três Passos (RS);1326926;-;8,34;20,43;40,39;27,46;11,72
2002;43003;Frederico Westphalen (RS);913796;-;5,75;31,85;9,54;38,81;19,8
2002;43004;Erechim (RS);1857623;-;11,68;16,09;30,7;40,97;12,25
2002;43005;Sananduva (RS);437580;-;2,75;42,36;7,61;35,5;14,52
2002;43006;Cerro Largo (RS);404049;-;2,54;28,83;11,54;40,87;18,76
2002;43007;Santo Ângelo (RS);1296198;-;8,15;24,39;10,15;49,51;15,95
2002;43008;Ijuí (RS);1547489;-;9,73;20,65;13,45;52,37;13,53
2002;43009;Carazinho (RS);1313489;-;8,26;25;15,82;46,19;12,98
2002;43010;Passo Fundo (RS);2924066;-;18,39;20,21;17,42;51,63;10,74
2002;43011;Cruz Alta (RS);1722474;-;10,83;25,66;16,72;47,7;9,92
2002;43012;Não-Me-Toque (RS);526457;-;3,31;26,06;23,69;40,76;9,5
2002;43013;Soledade (RS);351689;-;2,21;29,87;10,96;39,52;19,65
2002;43014;Guaporé (RS);1277058;-;10,31;26,41;31;32,16;10,43
2002;43015;Vacaria (RS);1268484;-;10,24;39,84;12,68;35,25;12,22
2002;43016;Caxias do Sul (RS);9843366;-;79,45;5,01;40,47;45,68;8,83
2002;43017;Santiago (RS);959269;-;26,28;27,59;24,62;36,02;11,77
2002;43018;Santa Maria (RS);2242035;-;61,41;12,36;14,06;57,09;16,49
2002;43019;Restinga Seca (RS);449388;-;12,31;36,69;16,46;31,41;15,43
2002;43020;Santa Cruz do Sul (RS);4074782;-;51,91;12,12;47,51;32,22;8,15
2002;43021;Lajeado-Estrela (RS);2827573;-;36,02;16,24;28,98;43,68;11,09
2002;43022;Cachoeira do Sul (RS);947972;-;12,08;29,95;11,23;42,75;16,06
2002;43023;Montenegro (RS);1813088;-;3,72;14,44;33,96;39,64;11,95
2002;43024;Gramado-Canela (RS);2627855;-;5,39;3,66;43,21;41,63;11,49
2002;43025;São Jerônimo (RS);2962946;-;6,08;10,4;53,97;28,63;7
2002;43026;Porto Alegre (RS);38423984;-;78,83;0,5;26,38;61,96;11,16
2002;43027;Osório (RS);2029774;-;4,16;14,46;13,17;52,88;19,48
2002;43028;Camaquã (RS);884150;-;1,81;32,25;14,28;38,9;14,56
2002;43029;Campanha Ocidental (RS);2511416;-;54,16;28,21;13,05;43,87;14,87
2002;43030;Campanha Central (RS);1052006;-;22,69;25,66;11,38;45,92;17,04
2002;43031;Campanha Meridional (RS);1073717;-;23,15;22,22;11,05;49,88;16,85
2002;43032;Serras de Sudeste (RS);769950;-;13,56;25,43;32,86;25,62;16,08
2002;43033;Pelotas (RS);2401720;-;42,31;11,33;13,78;54,74;20,14
2002;43034;Jaguarão (RS);289119;-;5,09;33,52;8,24;39,05;19,19
2002;43035;Litoral Lagunar (RS);2215763;-;39,03;10,34;22,63;54,27;12,77
2002;50001;Baixo Pantanal (MS);666794;-;61,52;25,42;8,51;40,5;25,57
2002;50002;Aquidauana (MS);417158;-;38,48;28,15;6,06;36,24;29,55
2002;50003;Alto Taquari (MS);1009948;-;15,72;44,04;8,82;31,97;15,17
2002;50004;Campo Grande (MS);5413043;-;84,28;6,27;16,28;57,67;19,77
2002;50005;Cassilândia (MS);665462;-;16,96;45,66;11,2;32,28;10,86
2002;50006;Paranaíba (MS);809677;-;20,64;17,85;51,84;18,53;11,78
2002;50007;Três Lagoas (MS);1857170;-;47,33;46,24;25,34;18,37;10,05
2002;50008;Nova Andradina (MS);591493;-;15,07;27,83;16,35;35,23;20,59
2002;50009;Bodoquena (MS);487748;-;9,74;31,77;7,01;32,75;28,47
2002;50010;Dourados (MS);3494129;-;69,75;31,33;12,46;39,85;16,36
2002;50011;Iguatemi (MS);1027802;-;20,52;33,07;11,34;29,62;25,97
2002;51001;Aripuanã (MT);534965;-;8,76;26,33;19,26;30,05;24,36
2002;51002;Alta Floresta (MT);411984;-;6,75;19,2;15,63;36,5;28,66
2002;51003;Colíder (MT);545495;-;8,94;18,91;13,36;35,99;31,73
2002;51004;Parecis (MT);1406489;-;23,04;57,89;9,88;24,46;7,77
2002;51005;Arinos (MT);393015;-;6,44;33,01;17,83;26,47;22,69
2002;51006;Alto Teles Pires (MT);1746093;-;28,6;46,5;11,78;32,36;9,37
2002;51007;Sinop (MT);946619;-;15,51;10,83;27,94;40,37;20,87
2002;51008;Paranatinga (MT);120384;-;1,97;39,44;4,73;25,73;30,1
2002;51009;Norte Araguaia (MT);351176;-;26,77;33,98;6,21;25,99;33,82
2002;51010;Canarana (MT);609813;-;46,48;47,01;8,19;27,06;17,74
2002;51011;Médio Araguaia (MT);350937;-;26,75;13,54;20,67;43,18;22,61
2002;51012;Alto Guaporé (MT);297103;-;15,91;24,06;19,43;31,08;25,43
2002;51013;Tangará da Serra (MT);1057393;-;56,63;23,71;30,76;30,74;14,78
2002;51014;Jauru (MT);512551;-;27,45;22,36;20,21;30,73;26,7
2002;51015;Alto Paraguai (MT);120693;-;1,94;33,8;5,54;28,59;32,07
2002;51016;Rosário Oeste (MT);93315;-;1,5;21,66;8,48;28,64;41,22
2002;51017;Cuiabá (MT);5553234;-;89,13;1,21;23,57;55,94;19,28
2002;51018;Alto Pantanal (MT);463195;-;7,43;15,73;9,48;42,15;32,64
2002;51019;Primavera do Leste (MT);901848;-;24,53;43,1;12,22;34,81;9,87
2002;51020;Tesouro (MT);326505;-;8,88;53;5,18;21,08;20,75
2002;51021;Rondonópolis (MT);2129403;-;57,92;22,96;21,51;40,3;15,23
2002;51022;Alto Araguaia (MT);318443;-;8,66;44,42;9,81;34,71;11,06
2002;52001;São Miguel do Araguaia (GO);490226;-;41,24;29,84;23,09;29,07;18
2002;52002;Rio Vermelho (GO);473410;-;39,83;33,03;9,91;34,57;22,49
2002;52003;Aragarças (GO);225013;-;18,93;35,4;6;31,19;27,41
2002;52004;Porangatu (GO);1607284;-;88,95;11,21;46,89;25,28;16,62
2002;52005;Chapada dos Veadeiros (GO);199758;-;11,05;24,27;7,68;32,21;35,83
2002;52006;Ceres (GO);1000158;-;5,22;19,97;17;38,81;24,22
2002;52007;Anápolis (GO);3038014;-;15,85;7,18;27,88;46,57;18,37
2002;52008;Iporá (GO);271830;-;1,42;25,31;9,72;38,1;26,87
2002;52009;Anicuns (GO);601808;-;3,14;17,17;29,19;33,78;19,87
2002;52010;Goiânia (GO);14254949;-;74,37;1,31;24,87;59,18;14,64
2002;52011;Vão do Paranã (GO);311580;-;9,3;18,71;17,79;31,12;32,38
2002;52012;Entorno de Brasília (GO);3039838;-;90,7;16,66;12,81;40,94;29,58
2002;52013;Sudoeste de Goiás (GO);4606891;-;35,13;38,21;16,74;35,15;9,9
2002;52014;Vale do Rio dos Bois (GO);1132134;-;8,63;38,55;23,75;26,09;11,61
2002;52015;Meia Ponte (GO);3214545;-;24,51;17,39;31,68;37,28;13,65
2002;52016;Pires do Rio (GO);670302;-;5,11;37,86;12,88;32,55;16,71
2002;52017;Catalão (GO);2088201;-;15,92;20;35,76;35,02;9,22
2002;52018;Quirinópolis (GO);1403425;-;10,7;15,47;60,41;16,04;8,07
2002;53001;Brasília (DF);53902200;-;100;0,35;8,71;46,68;44,26
2003;11001;Porto Velho (RO);3173358;-;89,58;6,26;15,93;50,33;27,48
2003;11002;Guajará-Mirim (RO);369009;-;10,42;10,62;9,45;45,49;34,43
2003;11003;Ariquemes (RO);900695;-;15,31;20,05;16,52;32,85;30,57
2003;11004;Ji-Paraná (RO);1894149;-;32,2;18,95;12,68;37,45;30,92
2003;11005;Alvorada D'Oeste (RO);348510;-;5,92;33,66;6,38;20,31;39,64
2003;11006;Cacoal (RO);1471114;-;25,01;19,39;16,16;35,34;29,1
2003;11007;Vilhena (RO);945379;-;16,07;15,49;17,45;42,54;24,52
2003;11008;Colorado do Oeste (RO);322796;-;5,49;32,16;8,35;26,22;33,27
2003;12001;Cruzeiro do Sul (AC);412653;-;68,31;14,62;5,69;27,46;52,22
2003;12002;Tarauacá (AC);191448;-;31,69;18,17;4,3;14,34;63,19
2003;12003;Sena Madureira (AC);181015;-;6,53;35,64;4,1;15,47;44,79
2003;12004;Rio Branco (AC);2372112;-;85,54;7,68;11,56;48,44;32,32
2003;12005;Brasiléia (AC);220005;-;7,93;29,74;5,12;22,65;42,49
2003;13001;Rio Negro (AM);141318;-;71,52;7,71;3,68;22,58;66,03
2003;13002;Japurá (AM);56277;-;28,48;23,84;2,73;7,73;65,7
2003;13003;Alto Solimões (AM);425055;-;62,72;18,6;3,2;18,06;60,14
2003;13004;Juruá (AM);252595;-;37,28;21,75;3,65;16,1;58,5
2003;13005;Tefé (AM);232996;-;0,95;34,04;3,64;19,49;42,83
2003;13006;Coari (AM);1173508;-;4,8;8,86;65,01;11,09;15,04
2003;13007;Manaus (AM);21944389;-;89,75;2,77;48,78;36,4;12,05
2003;13008;Rio Preto da Eva (AM);215302;-;0,88;31,93;21,6;16,32;30,15
2003;13009;Itacoatiara (AM);392871;-;1,61;32,85;5,64;20,51;41
2003;13010;Parintins (AM);491435;-;2,01;22,5;4,31;19,77;53,41
2003;13011;Boca do Acre (AM);106451;-;19,85;24,72;4,07;17,91;53,29
2003;13012;Purus (AM);112610;-;20,99;17,23;3,4;16,4;62,97
2003;13013;Madeira (AM);317327;-;59,16;27,02;5,84;17,03;50,11
