Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes;;;
Variável - Valor da produção (Mil Reais);;;
Produto das lavouras temporárias e permanentes - Total;;;
;Ano;;
Paraguaçu Paulista (SP);244416;243250;249297
Paraibuna (SP);1967;1530;2198
Paraíso (SP);46133;46779;45252
Paranapanema (SP);145270;225473;417962
Paranapuã (SP);33924;37300;49779
Parapuã (SP);56499;58354;79355
Pardinho (SP);51065;40994;72240
Pariquera-Açu (SP);38172;51822;89093
Parisi (SP);12510;13343;12857
Patrocínio Paulista (SP);99668;92419;130327
Paulicéia (SP);44484;49232;62656
Paulínia (SP);20755;23200;24077
Paulistânia (SP);1918;1368;16435
Paulo de Faria (SP);225896;196792;215125
Pederneiras (SP);121195;167184;189752
Pedra Bela (SP);8299;9853;20607
Pedranópolis (SP);28670;29910;38518
Pedregulho (SP);155317;112865;188716
Pedreira (SP);1113;1378;1397
Pedrinhas Paulista (SP);40281;64538;58395
Pedro de Toledo (SP);19245;25176;23148
Penápolis (SP);114289;82924;150674
Pereira Barreto (SP);111016;145277;150944
Pereiras (SP);2153;2497;2785
Peruíbe (SP);15672;13813;18212
Piacatu (SP);26472;24247;49800
Piedade (SP);51579;72163;60734
Pilar do Sul (SP);102939;148064;181341
Pindamonhangaba (SP);6905;7100;6953
Pindorama (SP);68671;66985;91588
Pinhalzinho (SP);17426;15457;12373
Piquerobi (SP);10165;12309;6778
Piquete (SP);549;310;564
Piracaia (SP);4197;6779;8044
Piracicaba (SP);194645;218179;231622
Piraju (SP);77133;81920;114431
Pirajuí (SP);66809;62551;129580
Pirangi (SP);57894;66636;83521
Pirapora do Bom Jesus (SP);...;...;...
Pirapozinho (SP);103554;107977;54611
Pirassununga (SP);139572;162820;174681
Piratininga (SP);12918;11411;17667
Pitangueiras (SP);173455;162445;199733
Planalto (SP);44124;46572;67139
Platina (SP);65355;86743;95599
Poá (SP);...;...;...
Poloni (SP);26652;29448;33313
Pompéia (SP);65338;82250;91336
Pongaí (SP);36810;26038;38498
Pontal (SP);141156;120587;146069
Pontalinda (SP);30675;43916;57511
Pontes Gestal (SP);48226;54641;63156
Populina (SP);57518;61353;87799
Porangaba (SP);11163;12494;8825
Porto Feliz (SP);64449;85672;86327
Porto Ferreira (SP);41578;55577;69152
Potim (SP);1735;1536;2107
Potirendaba (SP);81569;85810;106720
Pracinha (SP);4290;6811;4869
Pradópolis (SP);55175;63159;85121
Praia Grande (SP);...;...;...
Pratânia (SP);42217;45114;47718
Presidente Alves (SP);14952;11136;21072
Presidente Bernardes (SP);21690;23529;32219
Presidente Epitácio (SP);109658;85459;89137
Presidente Prudente (SP);31785;27121;38007
Presidente Venceslau (SP);52263;45869;42228
Promissão (SP);84470;61749;138455
Quadra (SP);29299;41167;21208
Quatá (SP);142162;129023;158592
Queiroz (SP);41099;44466;68171
Queluz (SP);309;295;483
Quintana (SP);49886;33933;72723
Rafard (SP);24119;26856;33022
Rancharia (SP);283639;342678;414410
Redenção da Serra (SP);...;18;1653
Regente Feijó (SP);12236;30689;42325
Reginópolis (SP);82033;84421;103882
Registro (SP);57023;31356;106815
Restinga (SP);59044;60631;92807
Ribeira (SP);3213;3104;8294
Ribeirão Bonito (SP);88807;82961;119088
Ribeirão Branco (SP);279291;155951;186673
Ribeirão Corrente (SP);56075;32762;82023
Ribeirão do Sul (SP);64681;65948;84280
Ribeirão dos Índios (SP);16295;17536;23492
Ribeirão Grande (SP);21276;20711;24837
Ribeirão Pires (SP);...;-;-
Ribeirão Preto (SP);142299;158609;218524
Riversul (SP);10728;18267;30121
Rifaina (SP);8090;7627;11781
Rincão (SP);115653;104876;105200
Rinópolis (SP);33876;46209;21541
Rio Claro (SP);53769;60626;107322
Rio das Pedras (SP);52651;61586;62499
Rio Grande da Serra (SP);...;-;-
Riolândia (SP);86169;95970;145416
Rosana (SP);31748;47156;50750
Roseira (SP);5651;4959;7501
Rubiácea (SP);32114;35028;40091
Rubinéia (SP);13444;13533;15290
Sabino (SP);51071;45572;71598
Sagres (SP);20335;20218;22719
Sales (SP);48724;54881;77561
Sales Oliveira (SP);119119;107045;141341
Salesópolis (SP);5317;4066;5267
Salmourão (SP);29858;32070;37201
Saltinho (SP);11583;14259;14121
Salto (SP);9920;10458;10663
Salto de Pirapora (SP);17617;13113;13896
Salto Grande (SP);50315;63435;58743
Sandovalina (SP);138516;16588;170306
Santa Adélia (SP);130550;161044;169624
Santa Albertina (SP);27339;25571;42057
Santa Bárbara d'Oeste (SP);36745;40643;42635
Santa Branca (SP);798;891;538
Santa Clara d'Oeste (SP);2796;5128;8314
Santa Cruz da Conceição (SP);15978;19457;26944
Santa Cruz da Esperança (SP);26198;32194;44839
Santa Cruz das Palmeiras (SP);86234;105995;102940
Santa Cruz do Rio Pardo (SP);257555;203456;313862
Santa Ernestina (SP);25346;35564;41230
Santa Fé do Sul (SP);8672;13149;23814
Santa Gertrudes (SP);13528;15244;20035
Santa Isabel (SP);5280;6332;8876
Santa Lúcia (SP);66232;65412;58710
Santa Maria da Serra (SP);30714;32415;30781
Santa Mercedes (SP);29059;32427;47620
Santana da Ponte Pensa (SP);8400;10539;20112
Santana de Parnaíba (SP);...;...;...
Santa Rita d'Oeste (SP);21067;22741;30314
Santa Rita do Passa Quatro (SP);79564;90533;88347
Santa Rosa de Viterbo (SP);51829;50445;71630
Santa Salete (SP);13041;12148;25090
Santo Anastácio (SP);26958;54424;39247
Santo André (SP);...;...;...
Santo Antônio da Alegria (SP);73067;60630;123024
Santo Antônio de Posse (SP);36767;73061;87441
Santo Antônio do Aracanguá (SP);85992;148821;129257
Santo Antônio do Jardim (SP);44910;42479;67369
Santo Antônio do Pinhal (SP);1033;1108;1178
Santo Expedito (SP);6726;6525;7132
Santópolis do Aguapeí (SP);14698;14307;19708
Santos (SP);...;...;...
São Bento do Sapucaí (SP);16200;11885;12232
São Bernardo do Campo (SP);...;...;...
São Carlos (SP);185427;214162;245622
São Francisco (SP);14837;16010;22745
São João da Boa Vista (SP);85585;91487;118120
São João das Duas Pontes (SP);9813;12430;13853
São João de Iracema (SP);16875;20896;13565
São João do Pau d'Alho (SP);21930;26829;36452
São Joaquim da Barra (SP);122200;126680;150688
São José da Bela Vista (SP);58965;61508;101227
São José do Barreiro (SP);612;592;934
São José do Rio Pardo (SP);49512;57040;39387
São José do Rio Preto (SP);33040;35486;39977
São José dos Campos (SP);436;410;2117
São Lourenço da Serra (SP);...;...;...
São Luiz do Paraitinga (SP);50;315;2205
São Manuel (SP);180221;157335;168220
São Miguel Arcanjo (SP);216134;224189;301511
São Paulo (SP);1022;930;1478
São Pedro (SP);46170;65343;74596
São Pedro do Turvo (SP);136528;92159;148373
São Roque (SP);7301;7198;9209
São Sebastião (SP);...;279;252
São Sebastião da Grama (SP);79885;81638;90494
São Simão (SP);117322;124738;166675
São Vicente (SP);...;...;...
Sarapuí (SP);8802;21721;27158
Sarutaiá (SP);20901;23411;36759
Sebastianópolis do Sul (SP);25505;31754;34985
Serra Azul (SP);74520;57947;76446
Serrana (SP);38847;31104;45395
Serra Negra (SP);32137;38749;46078
Sertãozinho (SP);113092;141398;167204
Sete Barras (SP);117327;91753;196456
Severínia (SP);30753;34369;44428
Silveiras (SP);711;664;1113
Socorro (SP);47555;52378;63329
Sorocaba (SP);17531;18667;20701
Sud Mennucci (SP);67009;61807;101286
Sumaré (SP);20954;60578;54567
Suzano (SP);...;...;...
Suzanápolis (SP);29403;40151;57504
Tabapuã (SP);127361;137008;162891
Tabatinga (SP);64186;57503;97704
Taboão da Serra (SP);...;...;...
Taciba (SP);71979;80550;103088
Taguaí (SP);16380;27540;39249
Taiaçu (SP);37671;46291;46387
Taiúva (SP);35780;38620;51166
Tambaú (SP);104892;173230;176833
Tanabi (SP);132864;144652;171057
Tapiraí (SP);6480;6761;3564
Tapiratiba (SP);47307;57469;52576
Taquaral (SP);37272;42524;33316
Taquaritinga (SP);188257;216557;270122
Taquarituba (SP);88829;155756;177815
Taquarivaí (SP);172921;140824;170605
Tarabai (SP);13127;14380;17725
Tarumã (SP);111521;139064;149513
Tatuí (SP);44531;66263;90156
Taubaté (SP);2141;3114;7065
Tejupá (SP);55668;61106;67862
Teodoro Sampaio (SP);76356;168185;175907
Terra Roxa (SP);52036;60306;76126
Tietê (SP);60033;75108;88024
Timburi (SP);15197;22950;24641
Torre de Pedra (SP);...;9;52
Torrinha (SP);42972;38585;63928
Trabiju (SP);10085;12088;15386
Tremembé (SP);3320;3303;7738
Três Fronteiras (SP);24070;25978;27363
Tuiuti (SP);5543;5065;10510
Tupã (SP);91213;94099;172097
Tupi Paulista (SP);38232;35612;46128
Turiúba (SP);11260;14287;23311
Turmalina (SP);32179;26236;42638
Ubarana (SP);63075;59788;97924
Ubatuba (SP);...;...;1624
Ubirajara (SP);17752;33008;95307
Uchoa (SP);59331;72484;121693
União Paulista (SP);18568;27346;29856
Urânia (SP);40373;45666;69787
Uru (SP);15902;37424;55859
Urupês (SP);103599;110121;166122
Valentim Gentil (SP);20639;18864;18823
Valinhos (SP);69191;76978;71961
Valparaíso (SP);149524;163345;251859
Vargem (SP);3845;5678;6043
Vargem Grande do Sul (SP);97244;85831;139358
Vargem Grande Paulista (SP);...;...;...
Várzea Paulista (SP);...;...;...
Vera Cruz (SP);8797;8248;8235
Vinhedo (SP);6023;5900;5434
Viradouro (SP);53163;60996;77640
Vista Alegre do Alto (SP);44590;52720;47833
Vitória Brasil (SP);11077;12248;20012
Votorantim (SP);1085;957;1405
Votuporanga (SP);56987;48599;79231
Zacarias (SP);33623;39577;34350
Chavantes (SP);64485;42430;73912
Estiva Gerbi (SP);18827;22953;39130
Abatiá (PR);32892;54931;54368
Adrianópolis (PR);30985;30517;31079
Agudos do Sul (PR);41858;44575;48632
Almirante Tamandaré (PR);13115;9316;14610
Altamira do Paraná (PR);6474;6794;7718
Altônia (PR);24951;22566;44665
Alto Paraná (PR);88692;61739;75621
Alto Piquiri (PR);122043;138605;138997
Alvorada do Sul (PR);86459;115121;128769
Amaporã (PR);34258;38310;48631
Ampére (PR);41211;41579;55841
Anahy (PR);53181;55518;58811
Andirá (PR);64816;73054;96974
Ângulo (PR);30523;39037;36618
Antonina (PR);9028;8093;14255
Antônio Olinto (PR);92386;80108;85791
Apucarana (PR);101354;118218;117110
Arapongas (PR);105790;120090;95799
Arapoti (PR);182624;196938;227890
Arapuã (PR);76696;75156;75333
Araruna (PR);183738;144554;154007
Araucária (PR);135417;156285;196420
Ariranha do Ivaí (PR);69374;70288;74153
Assaí (PR);103838;131828;130691
Assis Chateaubriand (PR);394114;372119;550664
Astorga (PR);102061;126607;96744
Atalaia (PR);34650;43716;42111
Balsa Nova (PR);59847;62300;74216
Bandeirantes (PR);79681;98959;132527
Barbosa Ferraz (PR);66037;70126;67175
Barracão (PR);20274;22372;27527
Barra do Jacaré (PR);63356;50296;54725
Bela Vista da Caroba (PR);23297;23799;67500
Bela Vista do Paraíso (PR);74108;89251;86213
Bituruna (PR);46201;40375;35413
Boa Esperança (PR);137122;108440;162074
Boa Esperança do Iguaçu (PR);18372;24015;27227
Boa Ventura de São Roque (PR);81469;50438;92664
Boa Vista da Aparecida (PR);28117;31374;42830
Bocaiúva do Sul (PR);16442;14914;24292
Bom Jesus do Sul (PR);24139;26085;33035
Bom Sucesso (PR);47766;49567;54689
Bom Sucesso do Sul (PR);79388;83329;165514
Borrazópolis (PR);62415;68600;64912
Braganey (PR);120246;114644;133203
Brasilândia do Sul (PR);100509;98009;141864
Cafeara (PR);26923;27520;40302
Cafelândia (PR);133997;132641;169894
Cafezal do Sul (PR);30860;28643;33611
Califórnia (PR);33044;36267;37676
Cambará (PR);119994;147112;158063
Cambé (PR);180383;202616;180711
Cambira (PR);33845;40700;39647
Campina da Lagoa (PR);178576;172649;238879
Campina do Simão (PR);39754;36663;50468
Campina Grande do Sul (PR);7124;6884;9191
Campo Bonito (PR);109473;121082;137464
Campo do Tenente (PR);69823;65509;63195
Campo Largo (PR);104101;121542;134234
Campo Magro (PR);31543;29331;37353
Campo Mourão (PR);229127;225247;252647
Cândido de Abreu (PR);124698;65615;106644
Candói (PR);273921;277647;365875
Cantagalo (PR);69657;61876;90802
Capanema (PR);107757;98712;113912
Capitão Leônidas Marques (PR);61614;57623;50035
Carambeí (PR);146243;135912;154897
Carlópolis (PR);66022;132724;99268
Cascavel (PR);580510;574822;622672
Castro (PR);511906;494044;542743
Catanduvas (PR);116119;119382;173001
Centenário do Sul (PR);53973;83871;94464
Cerro Azul (PR);140736;139351;164019
Céu Azul (PR);140080;134848;195838
Chopinzinho (PR);114324;109385;165769
Cianorte (PR);112574;140500;163008
Cidade Gaúcha (PR);38631;33504;41978
Clevelândia (PR);134617;135107;170940
Colombo (PR);13539;10496;14240
Colorado (PR);86656;86670;93936
Congonhinhas (PR);62230;79912;92876
Conselheiro Mairinck (PR);33020;40035;47035
Contenda (PR);87560;101487;120254
Corbélia (PR);241274;231327;264221
Cornélio Procópio (PR);121204;167154;172152
Coronel Domingos Soares (PR);58212;52624;64357
Coronel Vivida (PR);140019;134199;180485
Corumbataí do Sul (PR);18494;23585;21313
Cruzeiro do Iguaçu (PR);22027;23844;29058
Cruzeiro do Oeste (PR);103173;104444;134850
Cruzeiro do Sul (PR);46019;42201;79556
Cruz Machado (PR);146938;98828;96267
Cruzmaltina (PR);48390;45855;45168
Curitiba (PR);347;345;457
Curiúva (PR);43681;48472;61204
Diamante do Norte (PR);14616;14401;13824
Diamante do Sul (PR);7387;7908;9450
Diamante D'Oeste (PR);32256;29110;45474
Dois Vizinhos (PR);79210;90084;111909
Douradina (PR);32342;33097;47241
Doutor Camargo (PR);50225;51202;61508
Enéas Marques (PR);17803;21007;23107
Engenheiro Beltrão (PR);142791;154364;181991
Esperança Nova (PR);6852;7964;16835
Entre Rios do Oeste (PR);23488;27420;34823
Espigão Alto do Iguaçu (PR);39298;39192;67345
Farol (PR);98339;97354;122400
Faxinal (PR);87081;92446;121958
Fazenda Rio Grande (PR);9745;9841;12659
Fênix (PR);73542;69952;92034
Fernandes Pinheiro (PR);90955;96613;108424
Figueira (PR);8762;14397;21547
Floraí (PR);65661;71166;84110
Flor da Serra do Sul (PR);37951;36718;48383
Floresta (PR);70080;69813;90480
Florestópolis (PR);56209;76495;78711
Flórida (PR);13830;16800;21016
Formosa do Oeste (PR);84728;88676;117233
Foz do Iguaçu (PR);68244;66005;95538
Francisco Alves (PR);67195;79890;119407
Francisco Beltrão (PR);80003;94500;105389
Foz do Jordão (PR);48271;49424;67818
General Carneiro (PR);27012;36798;63825
Godoy Moreira (PR);20385;25285;19619
Goioerê (PR);151214;145369;212826
Goioxim (PR);91903;91669;111450
Grandes Rios (PR);22196;42585;42262
Guaíra (PR);164115;156614;258357
Guairaçá (PR);79835;72996;89438
Guamiranga (PR);80104;85978;82518
Guapirama (PR);36750;52048;68828
Guaporema (PR);33301;30731;36675
Guaraci (PR);20477;29723;24556
Guaraniaçu (PR);67315;59955;76519
Guarapuava (PR);527358;492052;672543
Guaraqueçaba (PR);18234;15717;29062
Guaratuba (PR);53108;39093;108098
Honório Serpa (PR);88591;86356;102009
Ibaiti (PR);99026;126403;123390
Ibema (PR);34850;31738;41540
Ibiporã (PR);84614;84516;77420
Icaraíma (PR);69645;60272;75179
Iguaraçu (PR);49624;56985;55194
Iguatu (PR);39717;37987;40794
Imbaú (PR);13294;15246;17003
Imbituva (PR);199956;219568;239831
Inácio Martins (PR);17867;18243;20055
Inajá (PR);20882;21576;42531
Indianópolis (PR);18041;14939;21632
Ipiranga (PR);181115;131012;183034
Iporã (PR);64511;63607;90440
Iracema do Oeste (PR);40034;37924;48493
Irati (PR);262005;278824;296654
Iretama (PR);53398;44383;44832
Itaguajé (PR);17925;24863;33588
Itaipulândia (PR);63990;58199;87884
Itambaracá (PR);50440;64005;79300
Itambé (PR);90326;91864;105582
Itapejara d'Oeste (PR);88537;88728;104914
Itaperuçu (PR);13993;14032;19825
Itaúna do Sul (PR);11113;10033;11501
Ivaí (PR);112210;134776;127366
Ivaiporã (PR);75938;78029;88563
Ivaté (PR);66663;64972;81928
Ivatuba (PR);45853;47007;66757
Jaboti (PR);14872;21649;22038
Jacarezinho (PR);134911;180114;172283
Jaguapitã (PR);72598;84085;95272
Jaguariaíva (PR);78558;86087;105968
Jandaia do Sul (PR);35835;37860;37438
Janiópolis (PR);101802;102092;132499
Japira (PR);31989;50478;54263
Japurá (PR);47645;53847;63076
Jardim Alegre (PR);51779;54606;56101
Jardim Olinda (PR);16267;20272;20655
Jataizinho (PR);27696;32571;37985
Jesuítas (PR);93664;98188;111457
Joaquim Távora (PR);18617;33285;34113
Jundiaí do Sul (PR);32762;57993;66130
Juranda (PR);162067;162058;212344
Jussara (PR);62797;70896;80199
Kaloré (PR);53459;62335;52546
Lapa (PR);262190;297894;374323
Laranjal (PR);8181;8985;10736
Laranjeiras do Sul (PR);82815;83363;101501
Leópolis (PR);69101;97377;107015
Lidianópolis (PR);30515;33000;40566
Lindoeste (PR);55525;53794;51683
Loanda (PR);31207;28867;31077
Lobato (PR);54099;63643;82362
Londrina (PR);323277;315993;285975
Luiziana (PR);214657;193958;167339
Lunardelli (PR);20424;22778;23240
Lupionópolis (PR);19390;25340;25352
Mallet (PR);104030;97886;105266
Mamborê (PR);265184;256665;310136
Mandaguaçu (PR);69548;74039;89531
Mandaguari (PR);40038;42804;49246
Mandirituba (PR);48117;45961;59019
Manfrinópolis (PR);10479;10580;12884
Mangueirinha (PR);168955;186764;236119
Manoel Ribas (PR);123875;97404;131448
Marechal Cândido Rondon (PR);187190;161496;214006
Maria Helena (PR);27260;26376;52567
Marialva (PR);226805;207925;192824
Marilândia do Sul (PR);115860;143004;119436
Marilena (PR);22913;20573;17225
Mariluz (PR);114863;89268;144460
Maringá (PR);117522;130090;125749
Mariópolis (PR);81579;76288;100965
Maripá (PR);126384;115672;202524
Marmeleiro (PR);77148;79005;88981
Marquinho (PR);21433;21122;26707
Marumbi (PR);28315;28466;26638
Matelândia (PR);70776;59557;92968
Matinhos (PR);319;250;405
Mato Rico (PR);44952;23347;53451
Mauá da Serra (PR);28028;31581;35006
Medianeira (PR);76820;73810;94279
Mercedes (PR);59611;51180;62777
Mirador (PR);40884;43819;45361
Miraselva (PR);8542;10648;12718
Missal (PR);83699;62251;96962
Moreira Sales (PR);81448;77634;88288
Morretes (PR);8564;5710;14801
Munhoz de Melo (PR);30419;32638;28815
Nossa Senhora das Graças (PR);35594;33208;45487
Nova Aliança do Ivaí (PR);18279;18112;24785
Nova América da Colina (PR);31416;39265;45691
Nova Aurora (PR);183113;184790;252700
Nova Cantu (PR);109304;115289;123593
Nova Esperança (PR);65859;67459;71969
Nova Esperança do Sudoeste (PR);12508;13713;16188
Nova Fátima (PR);52508;80504;95601
Nova Laranjeiras (PR);29878;31527;39905
Nova Londrina (PR);31033;26152;28649
Nova Olímpia (PR);14373;10532;15989
Nova Santa Bárbara (PR);18065;25418;28528
Nova Santa Rosa (PR);89906;77167;112084
Nova Prata do Iguaçu (PR);85325;82943;108716
Nova Tebas (PR);43747;30619;58263
Novo Itacolomi (PR);19880;22935;22426
Ortigueira (PR);153819;192960;201663
Ourizona (PR);67663;67064;77331
Ouro Verde do Oeste (PR);67559;64143;74537
Paiçandu (PR);59412;61135;71481
Palmas (PR);164815;161731;188488
Palmeira (PR);352533;269122;371034
Palmital (PR);18742;19773;25649
Palotina (PR);236253;244993;366035
Paraíso do Norte (PR);43884;46300;50622
Paranacity (PR);62041;64590;100805
Paranaguá (PR);3436;2475;4728
Paranapoema (PR);23224;26417;33532
Paranavaí (PR);127395;143147;135277
Pato Bragado (PR);26512;25341;33909
Pato Branco (PR);127454;155922;247403
Paula Freitas (PR);100876;91014;109486
Paulo Frontin (PR);113956;102614;126432
Peabiru (PR);115785;127532;143605
Perobal (PR);37478;44074;51438
Pérola (PR);8625;8594;35856
Pérola d'Oeste (PR);55705;52722;71976
Piên (PR);88001;109120;96383
Pinhais (PR);89;155;223
Pinhalão (PR);41271;74905;75511
Pinhal de São Bento (PR);11359;10381;15311
Pinhão (PR);265425;277411;358505
Piraí do Sul (PR);192761;198402;229735
Piraquara (PR);2839;2875;4170
