Tabela 793 - População residente;;;
Variável - População residente (Pessoas);;;
ano;cod;mun;pop
2007;2516300;Sumé (PB);16456
2007;2516409;Tacima (PB);9549
2007;2516508;Taperoá (PB);14715
2007;2516607;Tavares (PB);14021
2007;2516706;Teixeira (PB);13685
2007;2516755;Tenório (PB);2806
2007;2516805;Triunfo (PB);9624
2007;2516904;Uiraúna (PB);14454
2007;2517001;Umbuzeiro (PB);9173
2007;2517100;Várzea (PB);2457
2007;2517209;Vieirópolis (PB);4756
2007;2517407;Zabelê (PB);2024
2007;2600054;Abreu e Lima (PE);92217
2007;2600104;Afogados da Ingazeira (PE);34047
2007;2600203;Afrânio (PE);16471
2007;2600302;Agrestina (PE);21456
2007;2600401;Água Preta (PE);29508
2007;2600500;Águas Belas (PE);37992
2007;2600609;Alagoinha (PE);14016
2007;2600708;Aliança (PE);34740
2007;2600807;Altinho (PE);21782
2007;2600906;Amaraji (PE);20149
2007;2601003;Angelim (PE);9836
2007;2601052;Araçoiaba (PE);16520
2007;2601102;Araripina (PE);75878
2007;2601201;Arcoverde (PE);64863
2007;2601300;Barra de Guabiraba (PE);12694
2007;2601409;Barreiros (PE);41748
2007;2601508;Belém de Maria (PE);9649
2007;2601607;Belém do São Francisco (PE);20545
2007;2601706;Belo Jardim (PE);70963
2007;2601805;Betânia (PE);11548
2007;2601904;Bezerros (PE);56629
2007;2602001;Bodocó (PE);33381
2007;2602100;Bom Conselho (PE);43397
2007;2602209;Bom Jardim (PE);39023
2007;2602308;Bonito (PE);39111
2007;2602407;Brejão (PE);9341
2007;2602506;Brejinho (PE);7158
2007;2602605;Brejo da Madre de Deus (PE);40265
2007;2602704;Buenos Aires (PE);12962
2007;2602803;Buíque (PE);49937
2007;2602902;Cabo de Santo Agostinho (PE);163139
2007;2603009;Cabrobó (PE);28851
2007;2603108;Cachoeirinha (PE);17421
2007;2603207;Caetés (PE);25219
2007;2603306;Calçado (PE);11337
2007;2603405;Calumbi (PE);7577
2007;2603454;Camaragibe (PE);136381
2007;2603504;Camocim de São Félix (PE);15831
2007;2603603;Camutanga (PE);7921
2007;2603702;Canhotinho (PE);24218
2007;2603801;Capoeiras (PE);19337
2007;2603900;Carnaíba (PE);18345
2007;2603926;Carnaubeira da Penha (PE);11689
2007;2604007;Carpina (PE);65390
2007;2604106;Caruaru (PE);289086
2007;2604155;Casinhas (PE);14103
2007;2604205;Catende (PE);33479
2007;2604304;Cedro (PE);10240
2007;2604403;Chã de Alegria (PE);11636
2007;2604502;Chã Grande (PE);17563
2007;2604601;Condado (PE);23211
2007;2604700;Correntes (PE);16330
2007;2604809;Cortês (PE);11616
2007;2604908;Cumaru (PE);16388
2007;2605004;Cupira (PE);22106
2007;2605103;Custódia (PE);32157
2007;2605152;Dormentes (PE);15595
2007;2605202;Escada (PE);59850
2007;2605301;Exu (PE);30567
2007;2605400;Feira Nova (PE);19276
2007;2605459;Fernando de Noronha (PE);2801
2007;2605509;Ferreiros (PE);11002
2007;2605608;Flores (PE);21962
2007;2605707;Floresta (PE);26648
2007;2605806;Frei Miguelinho (PE);14067
2007;2605905;Gameleira (PE);26281
2007;2606002;Garanhuns (PE);124996
2007;2606101;Glória do Goitá (PE);27397
2007;2606200;Goiana (PE);71796
2007;2606309;Granito (PE);6593
2007;2606408;Gravatá (PE);71570
2007;2606507;Iati (PE);17733
2007;2606606;Ibimirim (PE);27261
2007;2606705;Ibirajuba (PE);7545
2007;2606804;Igarassu (PE);93748
2007;2606903;Iguaracy (PE);11880
2007;2607000;Inajá (PE);14036
2007;2607109;Ingazeira (PE);4444
2007;2607208;Ipojuca (PE);70070
2007;2607307;Ipubi (PE);25718
2007;2607406;Itacuruba (PE);4097
2007;2607505;Itaíba (PE);26735
2007;2607604;Ilha de Itamaracá (PE);17573
2007;2607653;Itambé (PE);34944
2007;2607703;Itapetim (PE);13849
2007;2607752;Itapissuma (PE);22852
2007;2607802;Itaquitinga (PE);14985
2007;2607901;Jaboatão dos Guararapes (PE);665387
2007;2607950;Jaqueira (PE);12102
2007;2608008;Jataúba (PE);14813
2007;2608057;Jatobá (PE);13797
2007;2608107;João Alfredo (PE);28488
2007;2608206;Joaquim Nabuco (PE);15947
2007;2608255;Jucati (PE);10500
2007;2608305;Jupi (PE);13628
2007;2608404;Jurema (PE);14760
2007;2608453;Lagoa do Carro (PE);14380
2007;2608503;Lagoa de Itaenga (PE);19987
2007;2608602;Lagoa do Ouro (PE);11655
2007;2608701;Lagoa dos Gatos (PE);15967
2007;2608750;Lagoa Grande (PE);21125
2007;2608800;Lajedo (PE);33348
2007;2608909;Limoeiro (PE);55560
2007;2609006;Macaparana (PE);23078
2007;2609105;Machados (PE);11152
2007;2609154;Manari (PE);16540
2007;2609204;Maraial (PE);12352
2007;2609303;Mirandiba (PE);13304
2007;2609402;Moreno (PE);52830
2007;2609501;Nazaré da Mata (PE);29202
2007;2609600;Olinda (PE);391433
2007;2609709;Orobó (PE);21632
2007;2609808;Orocó (PE);13167
2007;2609907;Ouricuri (PE);63042
2007;2610004;Palmares (PE);56643
2007;2610103;Palmeirina (PE);8487
2007;2610202;Panelas (PE);24918
2007;2610301;Paranatama (PE);11669
2007;2610400;Parnamirim (PE);19214
2007;2610509;Passira (PE);27910
2007;2610608;Paudalho (PE);45777
2007;2610707;Paulista (PE);307284
2007;2610806;Pedra (PE);20132
2007;2610905;Pesqueira (PE);61337
2007;2611002;Petrolândia (PE);30597
2007;2611101;Petrolina (PE);268339
2007;2611200;Poção (PE);11135
2007;2611309;Pombos (PE);21810
2007;2611408;Primavera (PE);11853
2007;2611507;Quipapá (PE);24197
2007;2611533;Quixaba (PE);6875
2007;2611606;Recife (PE);1533580
2007;2611705;Riacho das Almas (PE);18269
2007;2611804;Ribeirão (PE);38755
2007;2611903;Rio Formoso (PE);21024
2007;2612000;Sairé (PE);13709
2007;2612109;Salgadinho (PE);7770
2007;2612208;Salgueiro (PE);53167
2007;2612307;Saloá (PE);15027
2007;2612406;Sanharó (PE);17627
2007;2612455;Santa Cruz (PE);13644
2007;2612471;Santa Cruz da Baixa Verde (PE);11610
2007;2612505;Santa Cruz do Capibaribe (PE);73680
2007;2612554;Santa Filomena (PE);13759
2007;2612604;Santa Maria da Boa Vista (PE);39626
2007;2612703;Santa Maria do Cambucá (PE);12348
2007;2612802;Santa Terezinha (PE);9934
2007;2612901;São Benedito do Sul (PE);9790
2007;2613008;São Bento do Una (PE);47230
2007;2613107;São Caitano (PE);34769
2007;2613206;São João (PE);21011
2007;2613305;São Joaquim do Monte (PE);20869
2007;2613404;São José da Coroa Grande (PE);17090
2007;2613503;São José do Belmonte (PE);32704
2007;2613602;São José do Egito (PE);30469
2007;2613701;São Lourenço da Mata (PE);95304
2007;2613800;São Vicente Férrer (PE);16598
2007;2613909;Serra Talhada (PE);76198
2007;2614006;Serrita (PE);18228
2007;2614105;Sertânia (PE);34069
2007;2614204;Sirinhaém (PE);36414
2007;2614303;Moreilândia (PE);10424
2007;2614402;Solidão (PE);5837
2007;2614501;Surubim (PE);53934
2007;2614600;Tabira (PE);25836
2007;2614709;Tacaimbó (PE);12095
2007;2614808;Tacaratu (PE);20552
2007;2614857;Tamandaré (PE);18137
2007;2615003;Taquaritinga do Norte (PE);21447
2007;2615102;Terezinha (PE);6496
2007;2615201;Terra Nova (PE);9057
2007;2615300;Timbaúba (PE);51529
2007;2615409;Toritama (PE);29897
2007;2615508;Tracunhaém (PE);12734
2007;2615607;Trindade (PE);24642
2007;2615706;Triunfo (PE);15225
2007;2615805;Tupanatinga (PE);18913
2007;2615904;Tuparetama (PE);8257
2007;2616001;Venturosa (PE);15576
2007;2616100;Verdejante (PE);9567
2007;2616183;Vertente do Lério (PE);7500
2007;2616209;Vertentes (PE);17021
2007;2616308;Vicência (PE);27360
2007;2616407;Vitória de Santo Antão (PE);121233
2007;2616506;Xexéu (PE);14224
2007;2700102;Água Branca (AL);19316
2007;2700201;Anadia (AL);17274
2007;2700300;Arapiraca (AL);202398
2007;2700409;Atalaia (AL);50323
2007;2700508;Barra de Santo Antônio (AL);13731
2007;2700607;Barra de São Miguel (AL);7247
2007;2700706;Batalha (AL);16247
2007;2700805;Belém (AL);5031
2007;2700904;Belo Monte (AL);7238
2007;2701001;Boca da Mata (AL);25145
2007;2701100;Branquinha (AL);11796
2007;2701209;Cacimbinhas (AL);9843
2007;2701308;Cajueiro (AL);20076
2007;2701357;Campestre (AL);6016
2007;2701407;Campo Alegre (AL);45307
2007;2701506;Campo Grande (AL);9563
2007;2701605;Canapi (AL);17793
2007;2701704;Capela (AL);17034
2007;2701803;Carneiros (AL);8044
2007;2701902;Chã Preta (AL);6953
2007;2702009;Coité do Nóia (AL);10916
2007;2702108;Colônia Leopoldina (AL);19363
2007;2702207;Coqueiro Seco (AL);5336
2007;2702306;Coruripe (AL);51027
2007;2702355;Craíbas (AL);22411
2007;2702405;Delmiro Gouveia (AL);46599
2007;2702504;Dois Riachos (AL);10885
2007;2702553;Estrela de Alagoas (AL);16694
2007;2702603;Feira Grande (AL);21180
2007;2702702;Feliz Deserto (AL);4370
2007;2702801;Flexeiras (AL);11928
2007;2702900;Girau do Ponciano (AL);35162
2007;2703007;Ibateguara (AL);15359
2007;2703106;Igaci (AL);25140
2007;2703205;Igreja Nova (AL);22925
2007;2703304;Inhapi (AL);17637
2007;2703403;Jacaré dos Homens (AL);5724
2007;2703502;Jacuípe (AL);6883
2007;2703601;Japaratinga (AL);7463
2007;2703700;Jaramataia (AL);5939
2007;2703759;Jequiá da Praia (AL);11430
2007;2703809;Joaquim Gomes (AL);21735
2007;2703908;Jundiá (AL);4569
2007;2704005;Junqueiro (AL);24460
2007;2704104;Lagoa da Canoa (AL);17889
2007;2704203;Limoeiro de Anadia (AL);25484
2007;2704302;Maceió (AL);896965
2007;2704401;Major Isidoro (AL);18811
2007;2704500;Maragogi (AL);25726
2007;2704609;Maravilha (AL);10203
2007;2704708;Marechal Deodoro (AL);45141
2007;2704807;Maribondo (AL);13865
2007;2704906;Mar Vermelho (AL);4014
2007;2705002;Mata Grande (AL);24599
2007;2705101;Matriz de Camaragibe (AL);24656
2007;2705200;Messias (AL);15072
2007;2705309;Minador do Negrão (AL);5160
2007;2705408;Monteirópolis (AL);7090
2007;2705507;Murici (AL);25964
2007;2705606;Novo Lino (AL);11903
2007;2705705;Olho d'Água das Flores (AL);19885
2007;2705804;Olho d'Água do Casado (AL);8139
2007;2705903;Olho d'Água Grande (AL);4817
2007;2706000;Olivença (AL);10522
2007;2706109;Ouro Branco (AL);11049
2007;2706208;Palestina (AL);4878
2007;2706307;Palmeira dos Índios (AL);70151
2007;2706406;Pão de Açúcar (AL);23855
2007;2706422;Pariconha (AL);10209
2007;2706448;Paripueira (AL);9725
2007;2706505;Passo de Camaragibe (AL);13826
2007;2706604;Paulo Jacinto (AL);7534
2007;2706703;Penedo (AL);59020
2007;2706802;Piaçabuçu (AL);17466
2007;2706901;Pilar (AL);31627
2007;2707008;Pindoba (AL);3126
2007;2707107;Piranhas (AL);23910
2007;2707206;Poço das Trincheiras (AL);12205
2007;2707305;Porto Calvo (AL);25129
2007;2707404;Porto de Pedras (AL);10321
2007;2707503;Porto Real do Colégio (AL);17947
2007;2707602;Quebrangulo (AL);11289
2007;2707701;Rio Largo (AL);65432
2007;2707800;Roteiro (AL);6692
2007;2707909;Santa Luzia do Norte (AL);7248
2007;2708006;Santana do Ipanema (AL);42296
2007;2708105;Santana do Mundaú (AL);11663
2007;2708204;São Brás (AL);6820
2007;2708303;São José da Laje (AL);22282
2007;2708402;São José da Tapera (AL);30129
2007;2708501;São Luís do Quitunde (AL);31647
2007;2708600;São Miguel dos Campos (AL);51473
2007;2708709;São Miguel dos Milagres (AL);7219
2007;2708808;São Sebastião (AL);31002
2007;2708907;Satuba (AL);14154
2007;2708956;Senador Rui Palmeira (AL);12641
2007;2709004;Tanque d'Arca (AL);5695
2007;2709103;Taquarana (AL);18157
2007;2709152;Teotônio Vilela (AL);40291
2007;2709202;Traipu (AL);24911
2007;2709301;União dos Palmares (AL);60619
2007;2709400;Viçosa (AL);26050
2007;2800100;Amparo do São Francisco (SE);2197
2007;2800209;Aquidabã (SE);19185
2007;2800308;Aracaju (SE);520303
2007;2800407;Arauá (SE);11633
2007;2800506;Areia Branca (SE);16072
2007;2800605;Barra dos Coqueiros (SE);19218
2007;2800670;Boquim (SE);24472
2007;2800704;Brejo Grande (SE);7760
2007;2801009;Campo do Brito (SE);16122
2007;2801108;Canhoba (SE);3910
2007;2801207;Canindé de São Francisco (SE);21806
2007;2801306;Capela (SE);27913
2007;2801405;Carira (SE);18965
2007;2801504;Carmópolis (SE);11911
2007;2801603;Cedro de São João (SE);5358
2007;2801702;Cristinápolis (SE);15867
2007;2801900;Cumbe (SE);3741
2007;2802007;Divina Pastora (SE);4198
2007;2802106;Estância (SE);61368
2007;2802205;Feira Nova (SE);5628
2007;2802304;Frei Paulo (SE);12589
2007;2802403;Gararu (SE);11606
2007;2802502;General Maynard (SE);2773
2007;2802601;Gracho Cardoso (SE);5554
2007;2802700;Ilha das Flores (SE);8598
2007;2802809;Indiaroba (SE);17089
2007;2802908;Itabaiana (SE);83161
2007;2803005;Itabaianinha (SE);37431
2007;2803104;Itabi (SE);4736
2007;2803203;Itaporanga d'Ajuda (SE);28131
2007;2803302;Japaratuba (SE);15450
2007;2803401;Japoatã (SE);13539
2007;2803500;Lagarto (SE);88980
2007;2803609;Laranjeiras (SE);23923
2007;2803708;Macambira (SE);6295
2007;2803807;Malhada dos Bois (SE);3658
2007;2803906;Malhador (SE);11728
2007;2804003;Maruim (SE);15150
2007;2804102;Moita Bonita (SE);10910
2007;2804201;Monte Alegre de Sergipe (SE);13199
2007;2804300;Muribeca (SE);7225
2007;2804409;Neópolis (SE);18909
2007;2804458;Nossa Senhora Aparecida (SE);8517
2007;2804508;Nossa Senhora da Glória (SE);29546
2007;2804607;Nossa Senhora das Dores (SE);23800
2007;2804706;Nossa Senhora de Lourdes (SE);6280
2007;2804805;Nossa Senhora do Socorro (SE);148546
2007;2804904;Pacatuba (SE);12377
2007;2805000;Pedra Mole (SE);2774
2007;2805109;Pedrinhas (SE);8389
2007;2805208;Pinhão (SE);5590
2007;2805307;Pirambu (SE);8227
2007;2805406;Poço Redondo (SE);28969
2007;2805505;Poço Verde (SE);21083
2007;2805604;Porto da Folha (SE);26520
2007;2805703;Propriá (SE);27629
2007;2805802;Riachão do Dantas (SE);19019
2007;2805901;Riachuelo (SE);9087
2007;2806008;Ribeirópolis (SE);15676
2007;2806107;Rosário do Catete (SE);8518
2007;2806206;Salgado (SE);18563
2007;2806305;Santa Luzia do Itanhy (SE);13041
2007;2806404;Santana do São Francisco (SE);6596
2007;2806503;Santa Rosa de Lima (SE);3844
2007;2806602;Santo Amaro das Brotas (SE);11652
2007;2806701;São Cristóvão (SE);71931
2007;2806800;São Domingos (SE);10128
2007;2806909;São Francisco (SE);2874
2007;2807006;São Miguel do Aleixo (SE);3670
2007;2807105;Simão Dias (SE);37145
2007;2807204;Siriri (SE);7618
2007;2807303;Telha (SE);2852
2007;2807402;Tobias Barreto (SE);47265
2007;2807501;Tomar do Geru (SE);12877
2007;2807600;Umbaúba (SE);20562
2007;2900108;Abaíra (BA);8638
2007;2900207;Abaré (BA);17342
2007;2900306;Acajutiba (BA);14628
2007;2900355;Adustina (BA);14824
2007;2900405;Água Fria (BA);14810
2007;2900504;Érico Cardoso (BA);10609
2007;2900603;Aiquara (BA);5212
2007;2900702;Alagoinhas (BA);132725
2007;2900801;Alcobaça (BA);19840
2007;2900900;Almadina (BA);6687
2007;2901007;Amargosa (BA);33554
2007;2901106;Amélia Rodrigues (BA);22096
2007;2901155;América Dourada (BA);16189
2007;2901205;Anagé (BA);25716
2007;2901304;Andaraí (BA);14088
2007;2901353;Andorinha (BA);14132
2007;2901403;Angical (BA);14700
2007;2901502;Anguera (BA);9523
2007;2901601;Antas (BA);16446
2007;2901700;Antônio Cardoso (BA);12074
2007;2901809;Antônio Gonçalves (BA);10653
2007;2901908;Aporá (BA);17870
2007;2901957;Apuarema (BA);7379
2007;2902005;Aracatu (BA);14168
2007;2902054;Araçás (BA);11662
2007;2902104;Araci (BA);51912
2007;2902203;Aramari (BA);9527
2007;2902252;Arataca (BA);10717
2007;2902302;Aratuípe (BA);8507
2007;2902401;Aurelino Leal (BA);14458
2007;2902500;Baianópolis (BA);13437
2007;2902609;Baixa Grande (BA);20980
2007;2902658;Banzaê (BA);10865
2007;2902708;Barra (BA);47755
2007;2902807;Barra da Estiva (BA);20750
2007;2902906;Barra do Choça (BA);32489
2007;2903003;Barra do Mendes (BA);14054
2007;2903102;Barra do Rocha (BA);6133
2007;2903201;Barreiras (BA);129501
2007;2903235;Barro Alto (BA);13403
2007;2903276;Barrocas (BA);13182
2007;2903300;Barro Preto (BA);6669
2007;2903409;Belmonte (BA);21479
2007;2903508;Belo Campo (BA);15262
2007;2903607;Biritinga (BA);13961
2007;2903706;Boa Nova (BA);16007
2007;2903805;Boa Vista do Tupim (BA);17841
2007;2903904;Bom Jesus da Lapa (BA);62199
2007;2903953;Bom Jesus da Serra (BA);10295
2007;2904001;Boninal (BA);13227
2007;2904050;Bonito (BA);13678
2007;2904100;Boquira (BA);21856
2007;2904209;Botuporã (BA);11026
2007;2904308;Brejões (BA);12677
2007;2904407;Brejolândia (BA);9337
2007;2904506;Brotas de Macaúbas (BA);10922
2007;2904605;Brumado (BA);62381
2007;2904704;Buerarema (BA);19956
2007;2904753;Buritirama (BA);18656
2007;2904803;Caatiba (BA);10367
2007;2904852;Cabaceiras do Paraguaçu (BA);17502
2007;2904902;Cachoeira (BA);32252
2007;2905008;Caculé (BA);21847
2007;2905107;Caém (BA);10377
2007;2905156;Caetanos (BA);12133
2007;2905206;Caetité (BA);46192
2007;2905305;Cafarnaum (BA);17402
2007;2905404;Cairu (BA);13712
2007;2905503;Caldeirão Grande (BA);13072
2007;2905602;Camacan (BA);30289
2007;2905701;Camaçari (BA);220495
2007;2905800;Camamu (BA);32172
2007;2905909;Campo Alegre de Lourdes (BA);26935
2007;2906006;Campo Formoso (BA);65137
2007;2906105;Canápolis (BA);10577
2007;2906204;Canarana (BA);24436
2007;2906303;Canavieiras (BA);35743
2007;2906402;Candeal (BA);9019
2007;2906501;Candeias (BA);78618
2007;2906600;Candiba (BA);12352
2007;2906709;Cândido Sales (BA);26727
2007;2906808;Cansanção (BA);32789
2007;2906824;Canudos (BA);14656
2007;2906857;Capela do Alto Alegre (BA);12311
2007;2906873;Capim Grosso (BA);25823
2007;2906899;Caraíbas (BA);10541
2007;2906907;Caravelas (BA);21150
2007;2907004;Cardeal da Silva (BA);8280
2007;2907103;Carinhanha (BA);28879
2007;2907202;Casa Nova (BA);62862
2007;2907301;Castro Alves (BA);24437
2007;2907400;Catolândia (BA);3767
2007;2907509;Catu (BA);48697
2007;2907558;Caturama (BA);8545
2007;2907608;Central (BA);17320
2007;2907707;Chorrochó (BA);10571
2007;2907806;Cícero Dantas (BA);30827
2007;2907905;Cipó (BA);15063
2007;2908002;Coaraci (BA);22764
2007;2908101;Cocos (BA);17394
2007;2908200;Conceição da Feira (BA);19091
2007;2908309;Conceição do Almeida (BA);17684
2007;2908408;Conceição do Coité (BA);60835
2007;2908507;Conceição do Jacuípe (BA);27522
2007;2908606;Conde (BA);22034
2007;2908705;Condeúba (BA);17004
2007;2908804;Contendas do Sincorá (BA);3857
2007;2908903;Coração de Maria (BA);23161
2007;2909000;Cordeiros (BA);8518
2007;2909109;Coribe (BA);14555
2007;2909208;Coronel João Sá (BA);18168
2007;2909307;Correntina (BA);31658
2007;2909406;Cotegipe (BA);13663
2007;2909505;Cravolândia (BA);5427
2007;2909604;Crisópolis (BA);19510
2007;2909703;Cristópolis (BA);13595
2007;2909802;Cruz das Almas (BA);54827
2007;2909901;Curaçá (BA);32449
2007;2910008;Dário Meira (BA);12565
2007;2910057;Dias d'Ávila (BA);53821
2007;2910107;Dom Basílio (BA);11087
2007;2910206;Dom Macedo Costa (BA);3809
2007;2910305;Elísio Medrado (BA);7907
2007;2910404;Encruzilhada (BA);22525
2007;2910503;Entre Rios (BA);38886
2007;2910602;Esplanada (BA);31118
2007;2910701;Euclides da Cunha (BA);56625
2007;2910727;Eunápolis (BA);93984
2007;2910750;Fátima (BA);18918
2007;2910776;Feira da Mata (BA);6328
2007;2910800;Feira de Santana (BA);571997
2007;2910859;Filadélfia (BA);15979
2007;2910909;Firmino Alves (BA);5577
2007;2911006;Floresta Azul (BA);10333
2007;2911105;Formosa do Rio Preto (BA);20845
2007;2911204;Gandu (BA);30091
2007;2911253;Gavião (BA);4444
2007;2911303;Gentio do Ouro (BA);11326
2007;2911402;Glória (BA);13879
2007;2911501;Gongogi (BA);6845
2007;2911600;Governador Mangabeira (BA);19828
2007;2911659;Guajeru (BA);7062
2007;2911709;Guanambi (BA);76230
2007;2911808;Guaratinga (BA);22621
2007;2911857;Heliópolis (BA);14020
2007;2911907;Iaçu (BA);27835
2007;2912004;Ibiassucê (BA);9507
2007;2912103;Ibicaraí (BA);24752
2007;2912202;Ibicoara (BA);15856
2007;2912301;Ibicuí (BA);15777
2007;2912400;Ibipeba (BA);16762
2007;2912509;Ibipitanga (BA);13841
2007;2912608;Ibiquera (BA);5007
2007;2912707;Ibirapitanga (BA);23197
2007;2912806;Ibirapuã (BA);7534
2007;2912905;Ibirataia (BA);23940
2007;2913002;Ibitiara (BA);15802
2007;2913101;Ibititá (BA);18614
2007;2913200;Ibotirama (BA);25292
2007;2913309;Ichu (BA);5881
2007;2913408;Igaporã (BA);14499
2007;2913457;Igrapiúna (BA);13246
2007;2913507;Iguaí (BA);27849
2007;2913606;Ilhéus (BA);220144
2007;2913705;Inhambupe (BA);34388
2007;2913804;Ipecaetá (BA);16055
2007;2913903;Ipiaú (BA);42561
2007;2914000;Ipirá (BA);60043
2007;2914109;Ipupiara (BA);8931
2007;2914208;Irajuba (BA);7215
2007;2914307;Iramaia (BA);15134
2007;2914406;Iraquara (BA);22607
2007;2914505;Irará (BA);25012
2007;2914604;Irecê (BA);62676
2007;2914653;Itabela (BA);25821
2007;2914703;Itaberaba (BA);59393
2007;2914802;Itabuna (BA);210604
2007;2914901;Itacaré (BA);24720
2007;2915007;Itaeté (BA);14154
2007;2915106;Itagi (BA);13882
2007;2915205;Itagibá (BA);16272
2007;2915304;Itagimirim (BA);7049
2007;2915353;Itaguaçu da Bahia (BA);12545
2007;2915403;Itaju do Colônia (BA);7673
2007;2915502;Itajuípe (BA);20343
2007;2915601;Itamaraju (BA);65327
2007;2915700;Itamari (BA);8468
2007;2915809;Itambé (BA);33687
2007;2915908;Itanagra (BA);6605
2007;2916005;Itanhém (BA);20636
2007;2916104;Itaparica (BA);19897
2007;2916203;Itapé (BA);11123
2007;2916302;Itapebi (BA);11520
2007;2916401;Itapetinga (BA);63243
2007;2916500;Itapicuru (BA);30703
2007;2916609;Itapitanga (BA);10106
2007;2916708;Itaquara (BA);7564
2007;2916807;Itarantim (BA);17615
2007;2916856;Itatim (BA);14569
2007;2916906;Itiruçu (BA);15764
2007;2917003;Itiúba (BA);35749
2007;2917102;Itororó (BA);20165
2007;2917201;Ituaçu (BA);17939
2007;2917300;Ituberá (BA);23530
2007;2917334;Iuiu (BA);11469
2007;2917359;Jaborandi (BA);8931
2007;2917409;Jacaraci (BA);14346
2007;2917508;Jacobina (BA);76463
2007;2917607;Jaguaquara (BA);46641
2007;2917706;Jaguarari (BA);29097
2007;2917805;Jaguaripe (BA);16207
2007;2917904;Jandaíra (BA);9758
2007;2918001;Jequié (BA);145964
2007;2918100;Jeremoabo (BA);37431
2007;2918209;Jiquiriçá (BA);13386
2007;2918308;Jitaúna (BA);16839
2007;2918357;João Dourado (BA);20834
2007;2918407;Juazeiro (BA);230538
2007;2918456;Jucuruçu (BA);10599
2007;2918506;Jussara (BA);14833
2007;2918555;Jussari (BA);6857
2007;2918605;Jussiape (BA);8465
2007;2918704;Lafaiete Coutinho (BA);3526
2007;2918753;Lagoa Real (BA);13795
2007;2918803;Laje (BA);21104
2007;2918902;Lajedão (BA);3469
2007;2919009;Lajedinho (BA);4329
2007;2919058;Lajedo do Tabocal (BA);8591
2007;2919108;Lamarão (BA);11988
2007;2919157;Lapão (BA);25557
2007;2919207;Lauro de Freitas (BA);144492
2007;2919306;Lençóis (BA);9617
2007;2919405;Licínio de Almeida (BA);12695
2007;2919504;Livramento de Nossa Senhora (BA);42146
2007;2919553;Luís Eduardo Magalhães (BA);44265
2007;2919603;Macajuba (BA);11207
2007;2919702;Macarani (BA);16046
2007;2919801;Macaúbas (BA);45958
2007;2919900;Macururé (BA);7779
2007;2919926;Madre de Deus (BA);15432
2007;2919959;Maetinga (BA);8793
2007;2920007;Maiquinique (BA);8324
2007;2920106;Mairi (BA);19259
2007;2920205;Malhada (BA);16085
2007;2920304;Malhada de Pedras (BA);7620
2007;2920403;Manoel Vitorino (BA);14262
2007;2920452;Mansidão (BA);11694
2007;2920502;Maracás (BA);34221
2007;2920601;Maragogipe (BA);42079
2007;2920700;Maraú (BA);17029
2007;2920809;Marcionílio Souza (BA);10716
2007;2920908;Mascote (BA);16061
2007;2921005;Mata de São João (BA);37201
2007;2921054;Matina (BA);12322
2007;2921104;Medeiros Neto (BA);21866
2007;2921203;Miguel Calmon (BA);27213
2007;2921302;Milagres (BA);11771
2007;2921401;Mirangaba (BA);17474
2007;2921450;Mirante (BA);9174
2007;2921500;Monte Santo (BA);52249
2007;2921609;Morpará (BA);8586
2007;2921708;Morro do Chapéu (BA);34012
2007;2921807;Mortugaba (BA);13905
2007;2921906;Mucugê (BA);14131
2007;2922003;Mucuri (BA);33143
2007;2922052;Mulungu do Morro (BA);13755
2007;2922102;Mundo Novo (BA);23822
2007;2922201;Muniz Ferreira (BA);6990
2007;2922250;Muquém do São Francisco (BA);10096
2007;2922300;Muritiba (BA);27212
2007;2922409;Mutuípe (BA);21181
2007;2922508;Nazaré (BA);26506
2007;2922607;Nilo Peçanha (BA);12531
2007;2922656;Nordestina (BA);12172
2007;2922706;Nova Canaã (BA);18829
2007;2922730;Nova Fátima (BA);7674
2007;2922755;Nova Ibiá (BA);6871
2007;2922805;Nova Itarana (BA);7423
2007;2922854;Nova Redenção (BA);8943
2007;2922904;Nova Soure (BA);25697
2007;2923001;Nova Viçosa (BA);34623
2007;2923035;Novo Horizonte (BA);10304
2007;2923050;Novo Triunfo (BA);14153
2007;2923100;Olindina (BA);23791
2007;2923209;Oliveira dos Brejinhos (BA);22609
2007;2923308;Ouriçangas (BA);7802
2007;2923357;Ourolândia (BA);16302
2007;2923407;Palmas de Monte Alto (BA);21107
2007;2923506;Palmeiras (BA);8040
2007;2923605;Paramirim (BA);20055
2007;2923704;Paratinga (BA);28671
2007;2923803;Paripiranga (BA);28347
2007;2923902;Pau Brasil (BA);12155
2007;2924009;Paulo Afonso (BA);101952
2007;2924058;Pé de Serra (BA);14160
2007;2924108;Pedrão (BA);7238
2007;2924207;Pedro Alexandre (BA);17092
2007;2924306;Piatã (BA);18085
2007;2924405;Pilão Arcado (BA);32844
2007;2924504;Pindaí (BA);15306
2007;2924603;Pindobaçu (BA);20312
2007;2924652;Pintadas (BA);10551
2007;2924678;Piraí do Norte (BA);8897
2007;2924702;Piripá (BA);13515
2007;2924801;Piritiba (BA);24189
2007;2924900;Planaltino (BA);8472
2007;2925006;Planalto (BA);21486
2007;2925105;Poções (BA);44759
2007;2925204;Pojuca (BA);30221
2007;2925253;Ponto Novo (BA);14820
2007;2925303;Porto Seguro (BA);114459
2007;2925402;Potiraguá (BA);10350
2007;2925501;Prado (BA);25429
2007;2925600;Presidente Dutra (BA);13822
