mun;ano;estab;taxa_estab
Mg-Barroso;2013;43;0,099537037
Mg-Bela Vista de Minas;2013;10;0,076335878
Mg-Belmiro Braga;2013;4;0,042553191
Mg-Belo Horizonte;2013;5755;0,071533337
Mg-Belo Oriente;2013;25;0,072463768
Mg-Belo Vale;2013;11;0,077464789
Mg-Berilo;2013;5;0,056179775
Mg-Bertopolis;2013;2;0,055555556
Mg-Berizal;2013;8;0,2
Mg-Betim;2013;824;0,133766234
Mg-Bias Fortes;2013;4;0,1
Mg-Bicas;2013;69;0,141975309
Mg-Biquinhas;2013;3;0,038961039
Mg-Boa Esperanca;2013;87;0,062589928
Mg-Bocaina de Minas;2013;6;0,047244094
Mg-Bocaiuva;2013;68;0,069035533
Mg-Bom Despacho;2013;177;0,098278734
Mg-Bom Jardim de Minas;2013;14;0,086956522
Mg-Bom Jesus da Penha;2013;2;0,02173913
Mg-Bom Jesus do Amparo;2013;5;0,03125
Mg-Bom Jesus do Galho;2013;5;0,035211268
Mg-Bom Repouso;2013;8;0,057142857
Mg-Bom Sucesso;2013;34;0,062157221
Mg-Bonfim;2013;13;0,110169492
Mg-Bonfinopolis de Minas;2013;7;0,038888889
Mg-Bonito de Minas;2013;0;0
Mg-Borda da Mata;2013;140;0,32183908
Mg-Botelhos;2013;30;0,068965517
Mg-Botumirim;2013;0;0
Mg-Brasilandia de Minas;2013;20;0,067114094
Mg-Brasilia de Minas;2013;16;0,042216359
Mg-Bras Pires;2013;4;0,114285714
Mg-Braunas;2013;1;0,022727273
Mg-Brazopolis;2013;30;0,104166667
Mg-Brumadinho;2013;67;0,092669433
Mg-Bueno Brandao;2013;20;0,122699387
Mg-Buenopolis;2013;11;0,064705882
Mg-Bugre;2013;1;0,02173913
Mg-Buritis;2013;19;0,030645161
Mg-Buritizeiro;2013;23;0,049356223
Mg-Cabeceira Grande;2013;8;0,06557377
Mg-Cabo Verde;2013;21;0,053984576
Mg-Cachoeira da Prata;2013;19;0,204301075
Mg-Cachoeira de Minas;2013;42;0,188340807
Mg-Cachoeira Dourada;2013;0;0
Mg-Caetanopolis;2013;33;0,144736842
Mg-Caete;2013;67;0,103875969
Mg-Caiana;2013;1;0,022222222
Mg-Cajuri;2013;3;0,050847458
Mg-Caldas;2013;59;0,163434903
Mg-Camacho;2013;1;0,034482759
Mg-Camanducaia;2013;76;0,114630468
Mg-Cambui;2013;136;0,161712247
Mg-Cambuquira;2013;27;0,066666667
Mg-Campanario;2013;3;0,035294118
Mg-Campanha;2013;78;0,139784946
Mg-Campestre;2013;56;0,112224449
Mg-Campina Verde;2013;37;0,047741935
Mg-Campo Azul;2013;1;0,055555556
Mg-Campo Belo;2013;243;0,134328358
Mg-Campo do Meio;2013;30;0,13215859
Mg-Campo Florido;2013;7;0,02745098
Mg-Campos Altos;2013;14;0,036745407
Mg-Campos Gerais;2013;45;0,057766367
Mg-Canaa;2013;3;0,048387097
Mg-Canapolis;2013;11;0,039711191
Mg-Cana Verde;2013;5;0,060240964
Mg-Candeias;2013;43;0,103864734
Mg-Cantagalo;2013;6;0,127659574
Mg-Caparao;2013;3;0,046875
Mg-Capela Nova;2013;4;0,072727273
Mg-Capelinha;2013;78;0,099110546
Mg-Capetinga;2013;23;0,101769912
Mg-Capim Branco;2013;18;0,104046243
Mg-Capinopolis;2013;32;0,07032967
Mg-Capitao Andrade;2013;4;0,0625
Mg-Capitao Eneas;2013;9;0,051724138
Mg-Capitolio;2013;24;0,084210526
Mg-Caputira;2013;3;0,03030303
Mg-Carai;2013;8;0,097560976
Mg-Caranaiba;2013;0;0
Mg-Carandai;2013;63;0,096183206
Mg-Carangola;2013;74;0,079144385
Mg-Caratinga;2013;149;0,064446367
Mg-Carbonita;2013;12;0,076923077
Mg-Careacu;2013;26;0,121495327
Mg-Carlos Chagas;2013;17;0,024147727
Mg-Carmesia;2013;1;0,025
Mg-Carmo da Cachoeira;2013;8;0,021447721
Mg-Carmo da Mata;2013;40;0,141843972
Mg-Carmo de Minas;2013;25;0,059808612
Mg-Carmo do Cajuru;2013;159;0,296089385
Mg-Carmo do Paranaiba;2013;81;0,08190091
Mg-Carmo do Rio Claro;2013;65;0,087014726
Mg-Carmopolis de Minas;2013;82;0,149635036
Mg-Carneirinho;2013;26;0,073654391
Mg-Carrancas;2013;8;0,069565217
Mg-Carvalhopolis;2013;9;0,14516129
Mg-Carvalhos;2013;8;0,091954023
Mg-Casa Grande;2013;0;0
Mg-Cascalho Rico;2013;7;0,070707071
Mg-Cassia;2013;77;0,119937695
Mg-Conceicao da Barra de Minas;2013;1;0,022727273
Mg-Cataguases;2013;224;0,116424116
Mg-Catas Altas;2013;8;0,093023256
Mg-Catas Altas da Noruega;2013;3;0,1
Mg-Catuji;2013;3;0,054545455
Mg-Catuti;2013;0;0
Mg-Caxambu;2013;50;0,069735007
Mg-Cedro do Abaete;2013;1;0,052631579
Mg-Central de Minas;2013;4;0,034188034
Mg-Centralina;2013;7;0,035532995
Mg-Chacara;2013;3;0,036144578
Mg-Chale;2013;4;0,088888889
Mg-Chapada do Norte;2013;8;0,091954023
Mg-Chapada Gaucha;2013;2;0,017241379
Mg-Chiador;2013;2;0,045454545
Mg-Cipotanea;2013;4;0,078431373
Mg-Claraval;2013;10;0,096153846
Mg-Claro dos Pocoes;2013;8;0,08988764
Mg-Claudio;2013;216;0,233261339
Mg-Coimbra;2013;21;0,119318182
Mg-Coluna;2013;4;0,042553191
Mg-Comendador Gomes;2013;0;0
Mg-Comercinho;2013;4;0,095238095
Mg-Conceicao da Aparecida;2013;13;0,064039409
Mg-Conceicao das Pedras;2013;5;0,11627907
Mg-Conceicao das Alagoas;2013;27;0,045918367
Mg-Conceicao de Ipanema;2013;2;0,064516129
Mg-Conceicao do Mato Dentro;2013;23;0,070552147
Mg-Conceicao do Para;2013;14;0,097222222
Mg-Conceicao do Rio Verde;2013;31;0,07635468
Mg-Conceicao dos Ouros;2013;159;0,50798722
Mg-Conego Marinho;2013;1;0,04
Mg-Confins;2013;22;0,112820513
Mg-Congonhal;2013;57;0,28358209
Mg-Congonhas;2013;61;0,061678463
Mg-Congonhas do Norte;2013;3;0,075
Mg-Conquista;2013;15;0,069124424
Mg-Conselheiro Lafaiete;2013;211;0,070309897
Mg-Conselheiro Pena;2013;33;0,073660714
Mg-Consolacao;2013;3;0,096774194
Mg-Contagem;2013;2036;0,14899378
Mg-Coqueiral;2013;23;0,076666667
Mg-Coracao de Jesus;2013;11;0,045081967
Mg-Cordisburgo;2013;8;0,046242775
Mg-Cordislandia;2013;6;0,065217391
Mg-Corinto;2013;37;0,064912281
Mg-Coroaci;2013;4;0,036036036
Mg-Coromandel;2013;73;0,074186992
Mg-Coronel Fabriciano;2013;211;0,095561594
Mg-Coronel Murta;2013;6;0,076923077
Mg-Coronel Pacheco;2013;8;0,111111111
Mg-Coronel Xavier Chaves;2013;8;0,096385542
Mg-Corrego Danta;2013;5;0,051020408
Mg-Corrego do Bom Jesus;2013;5;0,12195122
Mg-Corrego Fundo;2013;100;0,378787879
Mg-Corrego Novo;2013;0;0
Mg-Couto de Magalhaes de Minas;2013;5;0,070422535
Mg-Crisolita;2013;0;0
Mg-Cristais;2013;89;0,230569948
Mg-Cristalia;2013;1;0,03125
Mg-Cristiano Otoni;2013;17;0,144067797
Mg-Cristina;2013;77;0,284132841
Mg-Crucilandia;2013;7;0,072916667
Mg-Cruzeiro da Fortaleza;2013;6;0,052631579
Mg-Cruzilia;2013;77;0,152173913
Mg-Cuparaque;2013;4;0,075471698
Mg-Curral de Dentro;2013;6;0,130434783
Mg-Curvelo;2013;165;0,068807339
Mg-Datas;2013;6;0,086956522
Mg-Delfim Moreira;2013;13;0,080246914
Mg-Delfinopolis;2013;6;0,022058824
Mg-Delta;2013;18;0,091370558
Mg-Descoberto;2013;42;0,265822785
Mg-Desterro de Entre Rios;2013;6;0,068965517
Mg-Desterro do Melo;2013;4;0,064516129
Mg-Diamantina;2013;62;0,053310404
Mg-Diogo de Vasconcelos;2013;0;0
Mg-Dionisio;2013;10;0,062893082
Mg-Divinesia;2013;20;0,208333333
Mg-Divino;2013;12;0,041237113
Mg-Divino das Laranjeiras;2013;2;0,034482759
Mg-Divinolandia de Minas;2013;2;0,032786885
Mg-Divinopolis;2013;1405;0,183396423
Mg-Divisa Alegre;2013;3;0,068181818
Mg-Divisa Nova;2013;12;0,089552239
Mg-Divisopolis;2013;1;0,016129032
Mg-Dom Bosco;2013;3;0,057692308
Mg-Dom Cavati;2013;5;0,052631579
Mg-Dom Joaquim;2013;1;0,016393443
Mg-Dom Silverio;2013;22;0,149659864
Mg-Dom Vicoso;2013;2;0,037037037
Mg-Dona Eusebia;2013;26;0,166666667
Mg-Dores de Campos;2013;154;0,48427673
Mg-Dores de Guanhaes;2013;4;0,058823529
Mg-Dores do Indaia;2013;50;0,07788162
Mg-Dores do Turvo;2013;11;0,146666667
Mg-Doresopolis;2013;6;0,15
Mg-Douradoquara;2013;2;0,051282051
Mg-Durande;2013;4;0,058823529
Mg-Eloi Mendes;2013;72;0,088127295
Mg-Engenheiro Caldas;2013;31;0,114814815
Mg-Engenheiro Navarro;2013;7;0,072164948
Mg-Entre Folhas;2013;5;0,094339623
Mg-Entre Rios de Minas;2013;26;0,067885117
Mg-Ervalia;2013;56;0,154696133
Mg-Esmeraldas;2013;107;0,108850458
Mg-Espera Feliz;2013;36;0,06805293
Mg-Espinosa;2013;66;0,176470588
Mg-Espirito Santo do Dourado;2013;12;0,157894737
Mg-Estiva;2013;31;0,156565657
Mg-Estrela Dalva;2013;0;0
Mg-Estrela do Indaia;2013;4;0,030075188
Mg-Estrela do Sul;2013;12;0,06185567
Mg-Eugenopolis;2013;59;0,25
Mg-Ewbank da Camara;2013;10;0,185185185
Mg-Extrema;2013;141;0,181233933
Mg-Fama;2013;3;0,043478261
Mg-Faria Lemos;2013;5;0,065789474
Mg-Felicio dos Santos;2013;2;0,045454545
Mg-Sao Goncalo do Rio Preto;2013;6;0,130434783
Mg-Felisburgo;2013;3;0,038961039
Mg-Felixlandia;2013;26;0,087837838
Mg-Fernandes Tourinho;2013;1;0,014084507
Mg-Ferros;2013;9;0,037344398
Mg-Fervedouro;2013;8;0,06779661
Mg-Florestal;2013;14;0,066037736
Mg-Formiga;2013;350;0,152838428
Mg-Formoso;2013;2;0,013422819
Mg-Fortaleza de Minas;2013;4;0,050632911
Mg-Fortuna de Minas;2013;17;0,184782609
Mg-Francisco Badaro;2013;2;0,036363636
Mg-Francisco Dumont;2013;5;0,067567568
Mg-Francisco Sa;2013;16;0,032128514
Mg-Franciscopolis;2013;10;0,208333333
Mg-Frei Gaspar;2013;1;0,012820513
Mg-Frei Inocencio;2013;4;0,020618557
Mg-Frei Lagonegro;2013;0;0
Mg-Fronteira;2013;17;0,065637066
Mg-Fronteira dos Vales;2013;0;0
Mg-Fruta de Leite;2013;0;0
Mg-Frutal;2013;137;0,074659401
Mg-Funilandia;2013;6;0,055045872
Mg-Galileia;2013;10;0,057142857
Mg-Gameleiras;2013;2;0,083333333
Mg-Glaucilandia;2013;1;0,04
Mg-Goiabeira;2013;2;0,057142857
Mg-Goiana;2013;7;0,067307692
Mg-Goncalves;2013;15;0,101351351
Mg-Gonzaga;2013;3;0,066666667
Mg-Gouveia;2013;25;0,09765625
Mg-Governador Valadares;2013;532;0,075322101
Mg-Grao Mogol;2013;10;0,070422535
Mg-Grupiara;2013;2;0,060606061
Mg-Guanhaes;2013;46;0,051860203
Mg-Guape;2013;39;0,105121294
Mg-Guaraciaba;2013;16;0,117647059
Mg-Guaraciama;2013;1;0,021276596
Mg-Guaranesia;2013;80;0,157170923
Mg-Guarani;2013;42;0,14334471
Mg-Guarara;2013;19;0,208791209
Mg-Guarda-Mor;2013;9;0,033707865
Mg-Guaxupe;2013;274;0,145589798
Mg-Guidoval;2013;52;0,261306533
Mg-Guimarania;2013;12;0,071856287
Mg-Guiricema;2013;32;0,19047619
Mg-Gurinhata;2013;6;0,025423729
Mg-Heliodora;2013;17;0,118881119
Mg-Iapu;2013;15;0,061983471
Mg-Ibertioga;2013;3;0,026548673
Mg-Ibia;2013;34;0,046132972
Mg-Ibiai;2013;4;0,048780488
Mg-Ibiracatu;2013;1;0,066666667
Mg-Ibiraci;2013;18;0,037656904
Mg-Ibirite;2013;196;0,15158546
Mg-Ibitiura de Minas;2013;10;0,192307692
Mg-Ibituruna;2013;4;0,053333333
Mg-Icarai de Minas;2013;0;0
Mg-Igarape;2013;86;0,122681883
Mg-Igaratinga;2013;106;0,324159021
Mg-Iguatama;2013;13;0,067357513
Mg-Ijaci;2013;18;0,104651163
Mg-Ilicinea;2013;28;0,089456869
Mg-Imbe de Minas;2013;3;0,05
Mg-Inconfidentes;2013;66;0,302752294
Mg-Indaiabira;2013;4;0,088888889
Mg-Indianopolis;2013;9;0,052325581
Mg-Ingai;2013;2;0,021978022
Mg-Inhapim;2013;25;0,06127451
Mg-Inhauma;2013;23;0,14556962
Mg-Inimutaba;2013;12;0,088888889
Mg-Ipaba;2013;17;0,086734694
Mg-Ipanema;2013;62;0,136263736
Mg-Ipatinga;2013;499;0,081138211
Mg-Ipiacu;2013;3;0,026785714
Mg-Ipuiuna;2013;22;0,118918919
Mg-Irai de Minas;2013;7;0,038043478
Mg-Itabira;2013;194;0,073235183
Mg-Itabirinha;2013;11;0,06918239
Mg-Itabirito;2013;128;0,1
Mg-Itacambira;2013;1;0,034482759
Mg-Itacarambi;2013;7;0,041176471
Mg-Itaguara;2013;54;0,117391304
Mg-Itaipe;2013;0;0
Mg-Itajuba;2013;275;0,105769231
Mg-Itamarandiba;2013;42;0,071186441
Mg-Itamarati de Minas;2013;16;0,172043011
Mg-Itambacuri;2013;13;0,030092593
Mg-Itambe do Mato Dentro;2013;3;0,090909091
Mg-Itamogi;2013;21;0,069078947
Mg-Itamonte;2013;62;0,168478261
Mg-Itanhandu;2013;61;0,145238095
Mg-Itanhomi;2013;9;0,044117647
Mg-Itaobim;2013;33;0,087765957
Mg-Itapagipe;2013;10;0,025252525
Mg-Itapecerica;2013;69;0,134502924
Mg-Itapeva;2013;22;0,083333333
Mg-Itatiaiucu;2013;34;0,139917695
Mg-Itau de Minas;2013;54;0,127058824
Mg-Itauna;2013;396;0,144104803
Mg-Itaverava;2013;6;0,09375
Mg-Itinga;2013;27;0,234782609
Mg-Itueta;2013;12;0,157894737
Mg-Ituiutaba;2013;194;0,066850448
Mg-Itumirim;2013;3;0,022900763
Mg-Iturama;2013;62;0,045222465
Mg-Itutinga;2013;5;0,060240964
Mg-Jaboticatubas;2013;31;0,089337176
Mg-Jacinto;2013;3;0,022058824
Mg-Jacui;2013;15;0,066964286
Mg-Jacutinga;2013;379;0,320371936
Mg-Jaguaracu;2013;2;0,022988506
Mg-Jaiba;2013;21;0,035714286
Mg-Jampruca;2013;5;0,063291139
Mg-Janauba;2013;127;0,076969697
Mg-Januaria;2013;57;0,070457355
Mg-Japaraiba;2013;18;0,21686747
Mg-Japonvar;2013;0;0
Mg-Jeceaba;2013;9;0,079646018
Mg-Jenipapo de Minas;2013;3;0,073170732
Mg-Jequeri;2013;12;0,076433121
Mg-Jequitai;2013;1;0,011764706
Mg-Jequitiba;2013;8;0,03652968
Mg-Jequitinhonha;2013;10;0,026737968
Mg-Jesuania;2013;9;0,079646018
Mg-Joaima;2013;10;0,044247788
Mg-Joanesia;2013;1;0,03030303
Mg-Joao Monlevade;2013;165;0,090361446
Mg-Joao Pinheiro;2013;108;0,060742407
Mg-Joaquim Felicio;2013;6;0,1
Mg-Jordania;2013;0;0
Mg-Jose Goncalves de Minas;2013;1;0,045454545
Mg-Jose Raydan;2013;5;0,166666667
Mg-Josenopolis;2013;0;0
Mg-Nova Uniao;2013;10;0,12345679
Mg-Juatuba;2013;39;0,1
Mg-Juiz de Fora;2013;1434;0,094922883
Mg-Juramento;2013;1;0,014084507
Mg-Juruaia;2013;160;0,43715847
Mg-Juvenilia;2013;1;0,029411765
Mg-Ladainha;2013;2;0,025
Mg-Lagamar;2013;12;0,057416268
Mg-Lagoa da Prata;2013;193;0,135915493
Mg-Lagoa dos Patos;2013;0;0
Mg-Lagoa Dourada;2013;22;0,083333333
Mg-Lagoa Formosa;2013;50;0,102669405
Mg-Lagoa Grande;2013;11;0,052380952
Mg-Lagoa Santa;2013;123;0,104948805
Mg-Lajinha;2013;22;0,073578595
Mg-Lambari;2013;61;0,125773196
Mg-Lamim;2013;4;0,108108108
Mg-Laranjal;2013;16;0,086486486
Mg-Lassance;2013;7;0,051851852
Mg-Lavras;2013;224;0,071794872
Mg-Leandro Ferreira;2013;8;0,085106383
Mg-Leme do Prado;2013;2;0,05
Mg-Leopoldina;2013;107;0,062867215
Mg-Liberdade;2013;8;0,054054054
Mg-Lima Duarte;2013;33;0,062146893
Mg-Limeira do Oeste;2013;6;0,023255814
Mg-Lontra;2013;1;0,022727273
Mg-Luisburgo;2013;4;0,08
Mg-Luislandia;2013;1;0,033333333
Mg-Luminarias;2013;18;0,102272727
Mg-Luz;2013;51;0,07275321
Mg-Machacalis;2013;3;0,035714286
Mg-Machado;2013;133;0,107779579
Mg-Madre de Deus de Minas;2013;5;0,033112583
Mg-Malacacheta;2013;12;0,067039106
Mg-Mamonas;2013;1;0,045454545
Mg-Manga;2013;14;0,084848485
Mg-Manhuacu;2013;202;0,080478088
Mg-Manhumirim;2013;30;0,052173913
Mg-Mantena;2013;61;0,097444089
Mg-Maravilhas;2013;32;0,137931034
Mg-Mar de Espanha;2013;146;0,33409611
Mg-Maria da Fe;2013;26;0,095238095
Mg-Mariana;2013;65;0,053497942
Mg-Marilac;2013;2;0,035714286
Mg-Mario Campos;2013;14;0,093959732
Mg-Maripa de Minas;2013;20;0,212765957
Mg-Marlieria;2013;2;0,018348624
Mg-Marmelopolis;2013;6;0,101694915
Mg-Martinho Campos;2013;51;0,096774194
Mg-Martins Soares;2013;7;0,08974359
Mg-Mata Verde;2013;3;0,063829787
Mg-Materlandia;2013;0;0
Mg-Mateus Leme;2013;69;0,105990783
Mg-Matias Barbosa;2013;43;0,1075
Mg-Matias Cardoso;2013;5;0,050505051
Mg-Matipo;2013;13;0,049242424
Mg-Mato Verde;2013;12;0,086956522
Mg-Matozinhos;2013;158;0,191515152
Mg-Matutina;2013;8;0,090909091
Mg-Medeiros;2013;1;0,009708738
Mg-Medina;2013;29;0,125
Mg-Mendes Pimentel;2013;6;0,066666667
Mg-Merces;2013;30;0,147058824
Mg-Mesquita;2013;0;0
Mg-Minas Novas;2013;21;0,081395349
Mg-Minduri;2013;4;0,04494382
Mg-Mirabela;2013;5;0,036231884
Mg-Miradouro;2013;14;0,070351759
Mg-Mirai;2013;39;0,12745098
Mg-Miravania;2013;1;0,071428571
Mg-Moeda;2013;12;0,12
Mg-Moema;2013;30;0,14354067
Mg-Monjolos;2013;1;0,02173913
Mg-Monsenhor Paulo;2013;22;0,082397004
Mg-Montalvania;2013;7;0,046052632
Mg-Monte Alegre de Minas;2013;23;0,037704918
Mg-Monte Azul;2013;19;0,084821429
Mg-Monte Belo;2013;30;0,110701107
Mg-Monte Carmelo;2013;161;0,092422503
Mg-Monte Formoso;2013;1;0,035714286
Mg-Monte Santo de Minas;2013;63;0,075903614
Mg-Montes Claros;2013;655;0,072311769
Mg-Monte Siao;2013;635;0,47037037
Mg-Montezuma;2013;2;0,044444444
Mg-Morada Nova de Minas;2013;11;0,046610169
Mg-Morro da Garca;2013;1;0,0125
Mg-Morro do Pilar;2013;3;0,055555556
Mg-Munhoz;2013;9;0,136363636
Mg-Muriae;2013;570;0,152610442
Mg-Mutum;2013;32;0,082474227
Mg-Muzambinho;2013;77;0,114754098
Mg-Nacip Raydan;2013;1;0,055555556
Mg-Nanuque;2013;57;0,059561129
Mg-Naque;2013;1;0,0125
Mg-Natalandia;2013;3;0,06
Mg-Natercia;2013;8;0,090909091
Mg-Nazareno;2013;12;0,057692308
Mg-Nepomuceno;2013;30;0,039421813
Mg-Ninheira;2013;2;0,05
Mg-Nova Belem;2013;0;0
Mg-Nova Era;2013;24;0,058394161
Mg-Nova Lima;2013;212;0,090909091
Mg-Nova Modica;2013;2;0,023809524
Mg-Nova Ponte;2013;31;0,070294785
Mg-Nova Porteirinha;2013;11;0,073333333
Mg-Nova Resende;2013;28;0,086419753
Mg-Nova Serrana;2013;1098;0,463878327
Mg-Novo Cruzeiro;2013;5;0,028409091
Mg-Novo Oriente de Minas;2013;3;0,051724138
Mg-Novorizonte;2013;1;0,033333333
Mg-Olaria;2013;0;0
Mg-Olhos-D Agua;2013;6;0,074074074
Mg-Olimpio Noronha;2013;4;0,081632653
Mg-Oliveira;2013;119;0,097461097
Mg-Oliveira Fortes;2013;9;0,191489362
Mg-Onca de Pitangui;2013;2;0,023255814
Mg-Oratorios;2013;8;0,097560976
Mg-Orizania;2013;0;0
Mg-Ouro Branco;2013;82;0,087982833
Mg-Ouro Fino;2013;162;0,164467005
Mg-Ouro Preto;2013;103;0,068302387
Mg-Ouro Verde de Minas;2013;1;0,018867925
Mg-Padre Carvalho;2013;1;0,032258065
Mg-Padre Paraiso;2013;18;0,096774194
Mg-Paineiras;2013;5;0,043103448
Mg-Pains;2013;77;0,262798635
Mg-Pai Pedro;2013;1;0,052631579
Mg-Paiva;2013;1;0,029411765
Mg-Palma;2013;13;0,084415584
Mg-Palmopolis;2013;0;0
Mg-Papagaios;2013;181;0,375518672
Mg-Paracatu;2013;155;0,057792692
Mg-Para de Minas;2013;359;0,130119609
Mg-Paraguacu;2013;89;0,122085048
Mg-Paraisopolis;2013;50;0,104166667
Mg-Paraopeba;2013;100;0,128369705
Mg-Passabem;2013;0;0
Mg-Passa Quatro;2013;46;0,112469438
Mg-Passa Tempo;2013;15;0,075757576
Mg-Passa-Vinte;2013;0;0
Mg-Passos;2013;402;0,113945578
Mg-Patis;2013;1;0,043478261
Mg-Patos de Minas;2013;490;0,086222066
Mg-Patrocinio;2013;236;0,073019802
Mg-Patrocinio do Muriae;2013;29;0,25
Mg-Paula Candido;2013;10;0,054054054
Mg-Paulistas;2013;4;0,097560976
Mg-Pavao;2013;14;0,085889571
Mg-Pecanha;2013;13;0,060747664
Mg-Pedra Azul;2013;14;0,04778157
Mg-Pedra Bonita;2013;1;0,038461538
Mg-Pedra do Anta;2013;1;0,019607843
Mg-Pedra do Indaia;2013;14;0,155555556
Mg-Pedra Dourada;2013;6;0,176470588
Mg-Pedralva;2013;25;0,104166667
Mg-Pedras de Maria da Cruz;2013;0;0
Mg-Pedrinopolis;2013;1;0,008403361
Mg-Pedro Leopoldo;2013;203;0,140972222
Mg-Pedro Teixeira;2013;1;0,043478261
Mg-Pequeri;2013;15;0,178571429
Mg-Pequi;2013;11;0,095652174
Mg-Perdigao;2013;156;0,438202247
Mg-Perdizes;2013;32;0,051364366
Mg-Perdoes;2013;68;0,101949025
Mg-Periquito;2013;2;0,031746032
Mg-Pescador;2013;0;0
Mg-Piau;2013;3;0,037037037
Mg-Piedade de Caratinga;2013;8;0,070175439
Mg-Piedade de Ponte Nova;2013;3;0,040540541
Mg-Piedade do Rio Grande;2013;8;0,060150376
Mg-Piedade dos Gerais;2013;6;0,105263158
Mg-Pimenta;2013;20;0,097560976
Mg-Pingo D'Agua;2013;2;0,038461538
Mg-Pintopolis;2013;2;0,043478261
Mg-Piracema;2013;13;0,078313253
Mg-Pirajuba;2013;6;0,044444444
Mg-Piranga;2013;17;0,086734694
Mg-Pirangucu;2013;19;0,182692308
Mg-Piranguinho;2013;28;0,134615385
Mg-Pirapetinga;2013;17;0,072340426
Mg-Pirapora;2013;65;0,05588994
Mg-Pirauba;2013;74;0,242622951
Mg-Pitangui;2013;102;0,137096774
Mg-Piumhi;2013;104;0,082474227
Mg-Planura;2013;11;0,059782609
Mg-Poco Fundo;2013;61;0,175792507
Mg-Pocos de Caldas;2013;444;0,088060294
Mg-Pocrane;2013;4;0,03960396
Mg-Pompeu;2013;87;0,098639456
Mg-Ponte Nova;2013;138;0,070336391
Mg-Ponto Chique;2013;1;0,055555556
Mg-Ponto dos Volantes;2013;4;0,055555556
Mg-Porteirinha;2013;29;0,071253071
Mg-Porto Firme;2013;11;0,069620253
Mg-Pote;2013;12;0,085714286
Mg-Pouso Alegre;2013;414;0,093453725
Mg-Pouso Alto;2013;21;0,099056604
Mg-Prados;2013;48;0,248704663
Mg-Prata;2013;41;0,035870516
Mg-Pratapolis;2013;36;0,133828996
Mg-Pratinha;2013;2;0,021978022
Mg-Presidente Bernardes;2013;5;0,1
Mg-Presidente Juscelino;2013;5;0,060240964
Mg-Presidente Kubitschek;2013;2;0,076923077
Mg-Presidente Olegario;2013;19;0,033928571
Mg-Alto Jequitiba;2013;14;0,11023622
Mg-Prudente de Morais;2013;29;0,175757576
Mg-Quartel Geral;2013;6;0,065934066
Mg-Queluzito;2013;2;0,04
Mg-Raposos;2013;6;0,053571429
Mg-Raul Soares;2013;34;0,065891473
Mg-Recreio;2013;23;0,100877193
Mg-Reduto;2013;8;0,074074074
Mg-Resende Costa;2013;66;0,234875445
Mg-Resplendor;2013;18;0,040358744
Mg-Ressaquinha;2013;5;0,047169811
Mg-Riachinho;2013;2;0,023809524
Mg-Riacho dos Machados;2013;2;0,036363636
Mg-Ribeirao das Neves;2013;233;0,096800997
Mg-Ribeirao Vermelho;2013;15;0,151515152
Mg-Rio Acima;2013;17;0,080952381
Mg-Rio Casca;2013;26;0,054968288
Mg-Rio Doce;2013;3;0,058823529
Mg-Rio do Prado;2013;0;0
Mg-Rio Espera;2013;3;0,078947368
Mg-Rio Manso;2013;20;0,243902439
Mg-Rio Novo;2013;25;0,089285714
Mg-Rio Paranaiba;2013;24;0,048879837
Mg-Rio Pardo de Minas;2013;14;0,058577406
Mg-Rio Piracicaba;2013;13;0,060465116
Mg-Rio Pomba;2013;77;0,134615385
Mg-Rio Preto;2013;8;0,057971014
Mg-Rio Vermelho;2013;4;0,02962963
Mg-Ritapolis;2013;10;0,081967213
Mg-Rochedo de Minas;2013;9;0,191489362
Mg-Rodeiro;2013;72;0,330275229
Mg-Romaria;2013;4;0,042105263
Mg-Rosario da Limeira;2013;11;0,148648649
Mg-Rubelita;2013;4;0,076923077
Mg-Rubim;2013;4;0,025641026
Mg-Sabara;2013;167;0,150044924
Mg-Sabinopolis;2013;11;0,042307692
Mg-Sacramento;2013;105;0,097947761
Mg-Salinas;2013;71;0,081235698
Mg-Salto da Divisa;2013;6;0,05
Mg-Santa Barbara;2013;44;0,08
Mg-Santa Barbara do Leste;2013;5;0,063291139
Mg-Santa Barbara do Monte Verde;2013;6;0,089552239
Mg-Santa Barbara do Tugurio;2013;5;0,084745763
Mg-Santa Cruz de Minas;2013;79;0,436464088
Mg-Santa Cruz de Salinas;2013;1;0,037037037
Mg-Santa Cruz do Escalvado;2013;4;0,050632911
Mg-Santa Efigenia de Minas;2013;1;0,038461538
Mg-Santa Fe de Minas;2013;0;0
Mg-Santa Helena de Minas;2013;1;0,05
Mg-Santa Juliana;2013;14;0,037940379
Mg-Santa Luzia;2013;289;0,131843066
Mg-Santa Margarida;2013;6;0,037037037
Mg-Santa Maria de Itabira;2013;16;0,068376068
Mg-Santa Maria do Salto;2013;0;0
Mg-Santa Maria do Suacui;2013;11;0,060773481
Mg-Santana da Vargem;2013;12;0,040816327
Mg-Santana de Cataguases;2013;11;0,177419355
Mg-Santana de Pirapama;2013;9;0,079646018
Mg-Santana do Deserto;2013;12;0,155844156
Mg-Santana do Garambeu;2013;0;0
Mg-Santana do Jacare;2013;13;0,154761905
Mg-Santana do Manhuacu;2013;9;0,104651163
Mg-Santana do Paraiso;2013;75;0,171624714
Mg-Santana do Riacho;2013;5;0,044247788
Mg-Santana dos Montes;2013;2;0,036363636
