Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes;;;;;;;;;;;;;;;;;
Nível;Cód.;Município;Produto das lavouras temporárias e permanentes x Ano x Variável;;;;;;;;;;;;;;
Nível;Cód.;Município;area_plantada14;area_colhida14;valor_prod14;area_plantada15;area_colhida15;valor_prod15;area_plantada16;area_colhida16;valor_prod16;area_plantada17;area_colhida17;valor_prod17;area_plantada18;area_colhida18;valor_prod18
MU;1503903;Juruti (PA);30867;30867;134750;12439;12439;24982;12357;12357;46932;12427;12427;48876;12215;12215;38758
MU;1504000;Limoeiro do Ajuru (PA);236;236;1351;9127;9127;102971;6922;6922;32302;6896;6896;161249;6896;6896;81291
MU;1504059;Mãe do Rio (PA);1780;1780;7498;1841;1841;10756;1883;1883;17573;1983;1983;12586;2050;2050;10506
MU;1504109;Magalhães Barata (PA);1206;1206;4509;1234;1234;6801;1130;1130;7083;1156;1156;4363;1156;1156;6602
MU;1504208;Marabá (PA);12945;12945;62273;12680;12680;60008;13129;11929;59134;14114;14114;98570;14114;14114;68437
MU;1504307;Maracanã (PA);1736;1736;6670;1508;1508;8262;1892;1892;12078;1777;1777;5768;2577;2577;15409
MU;1504406;Marapanim (PA);2005;2005;8287;1119;1119;4917;2271;2271;13530;1913;1913;8442;2145;2145;15206
MU;1504422;Marituba (PA);...;...;...;...;...;...;...;...;...;18;18;257;...;...;...
MU;1504455;Medicilândia (PA);44836;44836;337377;41685;41685;413537;42502;42502;347354;42642;42642;374289;42642;42642;446390
MU;1504505;Melgaço (PA);187;187;241;192;192;358;1425;1425;19575;1690;1690;9028;2410;2410;14900
MU;1504604;Mocajuba (PA);2559;2559;16958;3101;3101;33613;3547;3547;54603;3915;3915;63850;3109;3109;20600
MU;1504703;Moju (PA);21228;21228;85504;23328;23328;204281;27768;27768;201352;27768;27768;201742;27768;27768;227689
MU;1504752;Mojuí dos Campos (PA);31534;31534;121925;25520;25520;68357;22903;22903;69633;36466;36466;105593;30743;30738;84354
MU;1504802;Monte Alegre (PA);24157;24157;95052;25675;25675;109372;20344;20344;98439;22414;22394;81428;18322;18296;108401
MU;1504901;Muaná (PA);200;200;1021;642;586;5949;2714;2618;87626;1924;1924;10433;1884;1864;14545
MU;1504950;Nova Esperança do Piriá (PA);5940;5940;20836;6140;6140;46311;2395;2395;35036;4572;4422;48515;5920;5920;39347
MU;1504976;Nova Ipixuna (PA);1504;1504;5204;1626;1626;5892;1546;1546;5435;1052;1052;6397;1136;1136;3666
MU;1505007;Nova Timboteua (PA);2790;2790;15836;2640;2640;15150;1895;1895;26138;2355;2355;21036;2850;2850;13922
MU;1505031;Novo Progresso (PA);5576;5576;20756;6082;6082;22063;34472;34472;88591;40467;40467;107761;13449;13449;40324
MU;1505064;Novo Repartimento (PA);31161;31161;166060;30411;30411;148541;27642;27642;197466;24411;24411;173773;11727;11725;106713
MU;1505106;Óbidos (PA);12363;12333;40693;17383;17383;48723;13940;13938;62672;13997;13997;59680;21302;21295;61073
MU;1505205;Oeiras do Pará (PA);4442;4442;30207;7867;7867;92524;12092;12042;120003;9257;9257;212550;7697;7697;90754
MU;1505304;Oriximiná (PA);15658;15653;57153;18704;18704;55764;15525;15525;61382;16389;16382;69123;15423;15423;53288
MU;1505403;Ourém (PA);1685;1685;12930;1795;1795;13350;1707;1707;16349;1990;1990;10587;1675;1675;5834
MU;1505437;Ourilândia do Norte (PA);1190;1190;6221;1218;1218;9273;1004;1004;11142;914;914;8992;1094;1094;8224
MU;1505486;Pacajá (PA);12835;12835;59074;12227;12227;58422;9866;9866;55991;10466;10466;65204;10466;10466;68277
MU;1505494;Palestina do Pará (PA);595;595;3535;705;705;3207;910;910;7932;905;905;10992;905;905;5407
MU;1505502;Paragominas (PA);58515;58315;189587;127612;127612;367862;124998;124998;559681;139360;139360;494087;172725;172725;582271
MU;1505536;Parauapebas (PA);9945;9945;105621;11175;11175;77556;9335;9335;103193;9570;9570;134764;8995;8985;128317
MU;1505551;Pau D'Arco (PA);574;574;1815;520;520;2552;1350;1350;6772;820;820;4515;622;622;2291
MU;1505601;Peixe-Boi (PA);1644;1644;5369;1594;1594;5442;1688;1688;8152;1287;1287;5008;1714;1714;5255
MU;1505635;Piçarra (PA);4653;4653;14794;4550;4550;20090;5566;5292;19701;4342;4342;17620;4651;4377;31830
MU;1505650;Placas (PA);14958;14958;82192;15978;15978;93627;15993;15993;108488;15817;15817;90341;15450;15450;89796
MU;1505700;Ponta de Pedras (PA);120;120;359;3462;3462;19550;3414;3414;21543;3414;3414;19717;3408;3408;40513
MU;1505809;Portel (PA);4250;4250;6861;5055;5055;15645;34520;34520;150752;39187;39187;908341;14076;14076;184123
MU;1505908;Porto de Moz (PA);1064;1064;8148;1283;1283;7742;1206;1206;10097;1206;1206;10272;1206;1206;12362
MU;1506005;Prainha (PA);4763;4763;15589;1940;1940;10663;2960;2910;26390;4877;4877;30830;4868;4868;22526
MU;1506104;Primavera (PA);1035;1035;4628;1380;1380;4634;1299;1299;6632;818;818;1967;1296;1296;3893
MU;1506112;Quatipuru (PA);515;515;1528;523;523;1329;622;619;3882;279;279;728;508;508;1736
MU;1506138;Redenção (PA);5305;5305;20640;7130;7130;37047;10838;10838;50270;12850;12850;48015;10622;10622;24122
MU;1506161;Rio Maria (PA);1347;1299;6153;1407;1382;14669;1572;1560;18028;1632;1632;9080;2478;2478;26434
MU;1506187;Rondon do Pará (PA);21143;21143;86866;18554;18554;53098;41986;41986;161547;50086;50086;169212;51995;51995;172770
MU;1506195;Rurópolis (PA);10097;10097;38948;11325;11325;39165;9323;9323;36699;11649;11649;51219;9323;9323;35541
MU;1506203;Salinópolis (PA);1080;1080;3712;1080;1080;3443;786;786;3263;355;355;1026;1080;1080;3783
MU;1506302;Salvaterra (PA);470;470;13681;620;620;12556;1090;890;15748;1240;1240;13197;1740;1740;17759
MU;1506351;Santa Bárbara do Pará (PA);150;150;428;50;50;251;50;50;253;560;560;3417;455;455;2272
MU;1506500;Santa Izabel do Pará (PA);705;705;3417;1205;1205;14350;1205;1205;14529;1903;1903;27176;5985;5963;122676
MU;1506559;Santa Luzia do Pará (PA);2240;2240;14095;2210;2210;18818;1921;1871;11358;2275;2275;17925;2160;2155;16231
MU;1506583;Santa Maria das Barreiras (PA);14335;14335;32106;19275;19275;50801;24656;24656;66197;42276;42276;120158;53681;53681;118861
MU;1506609;Santa Maria do Pará (PA);8230;8230;43537;6485;6485;28611;6567;6567;43074;9270;9270;50303;9270;9270;75561
MU;1506708;Santana do Araguaia (PA);65275;65275;151561;57050;57050;150371;72376;72376;211552;100859;100859;242084;101072;101072;288966
MU;1506807;Santarém (PA);52793;52793;211514;51055;51055;162075;48632;48632;234115;56692;56692;206004;33304;33304;99443
MU;1506906;Santarém Novo (PA);910;910;3898;890;890;4176;960;960;6178;743;743;2282;950;950;3069
MU;1507003;Santo Antônio do Tauá (PA);4595;4595;32051;8955;8955;68088;10050;10050;74793;4910;4910;30693;5110;5110;37560
MU;1507102;São Caetano de Odivelas (PA);877;877;4406;1019;1019;7061;997;997;6855;988;988;5200;988;988;6352
MU;1507151;São Domingos do Araguaia (PA);4168;4168;10758;4480;4480;15536;3895;3895;16582;4965;4965;23714;4975;4965;27922
MU;1507201;São Domingos do Capim (PA);8282;8282;40955;13033;13033;56770;12970;12970;72543;10583;10583;52644;12105;8055;47313
MU;1507300;São Félix do Xingu (PA);17707;17707;67132;19447;19447;88416;20006;20006;166274;9622;9622;94788;10840;10570;76893
MU;1507409;São Francisco do Pará (PA);6190;6190;34902;5089;5089;33885;5372;5372;33979;5480;5480;28930;5875;5875;43298
MU;1507458;São Geraldo do Araguaia (PA);13668;13668;49876;13280;13280;41460;8430;8430;44059;9430;9430;61495;9735;9735;37345
MU;1507466;São João da Ponta (PA);486;486;2386;621;621;3956;646;646;3652;574;574;2540;505;505;6648
MU;1507474;São João de Pirabas (PA);536;536;1684;536;536;1353;515;515;4289;470;460;1031;525;525;1422
MU;1507508;São João do Araguaia (PA);1575;1575;8171;1410;1410;8695;2412;2412;14933;1872;1872;14082;1872;1872;10152
MU;1507607;São Miguel do Guamá (PA);6298;6298;24530;5393;5393;26376;7672;7672;41788;7598;7598;35707;6998;6998;46622
MU;1507706;São Sebastião da Boa Vista (PA);150;150;464;1645;1645;11637;2070;2070;52076;5070;5070;24013;5070;5070;61957
MU;1507755;Sapucaia (PA);1163;1148;3337;1116;1116;2520;505;505;3184;534;534;2423;526;526;2828
MU;1507805;Senador José Porfírio (PA);3444;3444;17177;3144;3144;17722;4584;4584;24500;4109;4109;23213;4109;4109;26019
MU;1507904;Soure (PA);70;70;190;60;60;192;50;50;140;125;125;115;125;125;196
MU;1507953;Tailândia (PA);29590;29590;118118;34720;34720;119782;36305;36305;162457;33815;33815;137882;72624;72624;257324
MU;1507961;Terra Alta (PA);1030;1030;5755;1670;1670;10989;1362;1362;9268;1134;1134;6141;464;464;3398
MU;1507979;Terra Santa (PA);74;74;382;114;114;483;99;98;678;98;98;464;93;93;383
MU;1508001;Tomé-Açu (PA);20475;20475;113679;22855;22855;142915;23855;23855;187840;22005;22005;151616;48824;48824;232620
MU;1508035;Tracuateua (PA);5267;4964;20308;5829;5826;17828;5451;5451;29967;7167;7167;29356;4359;4359;14952
MU;1508050;Trairão (PA);12184;12184;58359;12344;12344;69629;12037;12037;94136;11525;11525;77839;12037;12037;48138
MU;1508084;Tucumã (PA);4905;4903;25736;5235;5235;32029;5192;5192;42617;5892;5892;38155;5562;5562;37545
MU;1508100;Tucuruí (PA);14370;14370;52744;17680;17680;132184;18070;18070;142155;18070;18070;144434;1953;1953;18241
MU;1508126;Ulianópolis (PA);65168;65168;223736;60979;60979;207969;75380;75380;314805;75954;75954;275450;88940;88940;316949
MU;1508159;Uruará (PA);19089;19089;101786;17718;17718;106015;17837;17837;120258;17525;17525;120114;17525;17525;150328
MU;1508209;Vigia (PA);1080;1080;6492;1055;1055;8104;1067;1067;9328;1045;1045;6282;1045;1045;7435
MU;1508308;Viseu (PA);8060;8060;30595;8745;8745;31050;15065;15065;126939;14015;14015;84706;7815;7815;37071
MU;1508357;Vitória do Xingu (PA);6349;6349;39087;5964;5964;39473;5495;5495;38103;5498;5498;34199;5498;5498;41365
MU;1508407;Xinguara (PA);2971;2971;9521;3296;3296;10324;2489;2489;11570;2650;2650;10493;2667;2667;9227
MU;1600055;Serra do Navio (AP);1249;1227;7714;1102;1094;7356;1100;1019;7069;1099;1072;7533;829;805;4949
MU;1600105;Amapá (AP);547;540;2835;533;475;2936;475;456;2702;503;481;2990;423;401;2246
MU;1600154;Pedra Branca do Amapari (AP);2241;2203;14509;1958;1929;13755;1901;1807;12637;1941;1903;13600;1505;1462;9652
MU;1600204;Calçoene (AP);1546;1489;7638;1347;1315;7750;1265;1232;7657;1318;1298;9018;990;975;5706
MU;1600212;Cutias (AP);492;481;1958;441;431;2057;419;411;2061;460;449;2468;398;394;2304
MU;1600238;Ferreira Gomes (AP);862;832;4335;762;751;5093;776;755;4598;836;808;5351;629;621;3935
MU;1600253;Itaubal (AP);5217;4771;11527;3698;3533;8758;4654;4534;12083;5621;5534;15305;4476;4275;14387
MU;1600279;Laranjal do Jari (AP);2040;1988;9719;1775;1761;11298;1709;1671;10381;1750;1717;12007;1432;1376;9191
MU;1600303;Macapá (AP);14832;13879;41829;10283;10167;33821;12829;12308;41135;15409;15314;49729;10334;9894;34916
MU;1600402;Mazagão (AP);1881;1845;11766;1665;1642;12920;1657;1609;11565;1691;1660;12025;1337;1285;8792
MU;1600501;Oiapoque (AP);3042;3025;24668;2774;2660;21241;2583;2504;22255;2734;2704;24662;2091;2049;17341
MU;1600535;Porto Grande (AP);2371;2313;17846;2185;2069;16806;2097;1972;15694;2156;2118;15926;1657;1632;12070
MU;1600550;Pracuúba (AP);789;776;5042;708;697;5783;677;632;5163;781;762;6086;611;591;3768
MU;1600600;Santana (AP);1233;1210;6662;1140;1105;7395;1088;1044;6885;1138;1123;7664;910;888;5543
MU;1600709;Tartarugalzinho (AP);3502;3373;14932;2953;2912;14315;3231;3125;14773;3536;3464;16586;8246;8187;26555
MU;1600808;Vitória do Jari (AP);1328;1306;7622;1175;1163;7506;1190;1153;7471;1287;1223;8675;960;926;5888
MU;1700251;Abreulândia (TO);460;460;1079;5550;5550;11277;3619;3619;17210;13102;13102;31281;10470;10470;30668
MU;1700301;Aguiarnópolis (TO);275;275;3497;335;335;5571;279;279;20563;394;394;14544;388;388;9982
MU;1700350;Aliança do Tocantins (TO);2151;2091;5410;4222;4222;10700;5295;4995;9151;7124;7124;19172;7527;7527;19957
MU;1700400;Almas (TO);5355;5355;15138;10405;10405;28665;9035;9035;23861;16574;16574;27979;8969;8969;26632
MU;1700707;Alvorada (TO);29510;29510;74855;25483;25483;65296;24290;21920;39851;27707;27707;74965;30254;30254;82269
MU;1701002;Ananás (TO);76;76;276;76;76;255;71;71;356;368;368;1283;398;398;1019
MU;1701051;Angico (TO);575;575;1307;561;561;1089;349;349;1235;497;497;1466;512;512;1503
MU;1701101;Aparecida do Rio Negro (TO);20300;20300;49706;22750;22750;52818;23676;23376;51571;22840;22840;63217;26953;26953;85165
MU;1701309;Aragominas (TO);1073;1066;2089;919;913;2136;1450;1450;3260;1125;1125;1880;1525;1525;2960
MU;1701903;Araguacema (TO);6852;6852;16702;7878;7878;15958;10823;10823;42210;23576;23576;73850;19944;19944;59760
MU;1702000;Araguaçu (TO);6912;6912;16420;10789;10789;24569;10060;8760;14740;9793;9793;26289;10823;10823;30530
MU;1702109;Araguaína (TO);2568;2556;8264;7940;7933;17085;8946;8946;21254;6887;6887;16099;8656;8656;21610
MU;1702158;Araguanã (TO);563;559;1198;467;465;1057;531;531;1218;23;23;37;23;23;33
MU;1702208;Araguatins (TO);735;735;2153;940;940;3023;985;985;3023;1090;1090;3926;1386;1386;5166
MU;1702307;Arapoema (TO);2310;2310;5848;2380;2380;6037;2380;2380;5847;1409;1409;4086;1710;1710;5577
MU;1702406;Arraias (TO);2925;2925;7895;2125;2025;4951;1775;1775;4839;754;754;1714;1235;1235;3045
MU;1702554;Augustinópolis (TO);254;254;503;211;211;585;196;196;579;196;196;749;243;243;742
MU;1702703;Aurora do Tocantins (TO);1054;1054;1723;859;859;1467;839;839;1955;142;142;468;195;195;720
MU;1702901;Axixá do Tocantins (TO);287;287;744;247;247;813;376;376;1133;420;420;1642;279;279;1123
MU;1703008;Babaçulândia (TO);2442;2440;5202;2352;2349;4787;3975;3975;11768;3237;3237;7738;3237;3237;8800
MU;1703057;Bandeirantes do Tocantins (TO);500;500;915;630;630;1081;630;630;1091;566;566;1287;745;745;1883
MU;1703073;Barra do Ouro (TO);10504;10502;24591;13042;13041;21284;13237;13237;26409;2998;2998;7051;6471;6471;17770
MU;1703107;Barrolândia (TO);782;782;1463;592;592;1116;592;592;1607;505;505;4053;241;241;5168
MU;1703206;Bernardo Sayão (TO);330;330;1280;570;570;8333;630;630;8920;580;580;10326;580;580;10311
MU;1703305;Bom Jesus do Tocantins (TO);14445;14445;44117;12890;12890;33164;13958;13868;27793;11526;11526;23904;21219;21219;43687
MU;1703602;Brasilândia do Tocantins (TO);2370;2370;4973;1880;1880;4708;220;220;359;507;507;192;320;320;472
MU;1703701;Brejinho de Nazaré (TO);20000;20000;52920;25530;25530;70357;23968;23968;54928;23075;23075;64764;26709;26709;79546
MU;1703800;Buriti do Tocantins (TO);185;180;440;73;73;271;55;55;300;80;80;553;123;123;324
MU;1703826;Cachoeirinha (TO);331;331;683;331;331;585;246;246;977;303;303;971;303;303;682
MU;1703842;Campos Lindos (TO);118416;118410;314936;124105;124103;291815;100674;100674;242060;69014;69014;169727;95514;95514;278125
MU;1703867;Cariri do Tocantins (TO);23955;23955;60851;20687;20687;54929;16299;14899;27509;18407;18407;47226;20102;20102;54184
MU;1703883;Carmolândia (TO);498;496;1070;421;420;1025;421;421;1000;7;7;16;7;7;14
MU;1703891;Carrasco Bonito (TO);169;169;450;182;182;606;198;198;701;198;198;882;139;139;693
MU;1703909;Caseara (TO);14917;14917;27449;12213;12213;21434;63059;63059;201222;51896;51896;112020;53549;53549;146099
MU;1704105;Centenário (TO);2150;2150;5335;3670;3670;7822;3620;3620;6539;3470;3470;8120;3365;3365;9190
MU;1704600;Chapada de Areia (TO);155;155;150;170;170;197;170;170;193;104;104;607;164;164;3198
MU;1705102;Chapada da Natividade (TO);13349;13349;37359;17407;17407;48769;16360;16360;47524;12866;12866;43087;11702;11702;37168
MU;1705508;Colinas do Tocantins (TO);495;495;1453;108;108;776;130;130;868;130;130;408;107;107;573
MU;1705557;Combinado (TO);1550;1550;2956;895;895;1911;845;845;2437;171;171;563;151;151;409
MU;1705607;Conceição do Tocantins (TO);681;681;1269;582;582;1135;552;552;1435;240;240;458;242;242;518
MU;1706001;Couto Magalhães (TO);3415;3415;8316;3990;3990;10165;4115;4115;9795;4552;4552;13277;4470;4470;13277
MU;1706100;Cristalândia (TO);3410;3410;7887;6470;6470;15772;6644;6574;37770;7374;7374;32082;7999;7999;40358
MU;1706258;Crixás do Tocantins (TO);4527;4527;12261;7223;7223;21382;8689;8689;22077;7382;7382;23963;7782;7782;23844
MU;1706506;Darcinópolis (TO);11613;11613;27187;11537;11537;27995;12871;11971;35663;14530;14530;50055;13726;13726;47790
MU;1707009;Dianópolis (TO);42198;42058;125204;1455;1455;7272;1493;1438;9905;1492;1492;10624;1564;1536;8144
MU;1707108;Divinópolis do Tocantins (TO);906;906;2346;3422;3422;8429;7833;7833;27596;11345;11345;33418;9186;9186;34731
MU;1707207;Dois Irmãos do Tocantins (TO);1776;1776;3045;1363;1363;2390;1203;1203;3159;4166;4166;17283;6132;6132;22114
MU;1707306;Dueré (TO);9008;9008;30781;17688;17688;67247;15503;15503;65960;15348;15348;59711;13519;13519;55081
MU;1707405;Esperantina (TO);380;380;900;395;395;1212;375;375;1356;379;379;1147;328;328;724
MU;1707553;Fátima (TO);1200;1200;3175;2180;2180;4918;1300;1300;2728;2095;2095;2421;2239;2239;5863
MU;1707652;Figueirópolis (TO);18332;18332;47512;26400;26400;62814;24991;22691;40392;23342;23342;62016;27305;27305;73613
MU;1707702;Filadélfia (TO);1106;1101;2307;934;929;1946;931;931;2140;104;104;231;104;104;219
MU;1708205;Formoso do Araguaia (TO);44246;44246;156520;45941;45941;190353;45042;45042;176016;44569;44569;204027;27704;27704;126980
MU;1708254;Fortaleza do Tabocão (TO);3280;3280;8487;3285;3285;6760;4055;4055;5319;3285;3285;7205;8132;8132;19630
MU;1708304;Goianorte (TO);370;370;420;740;740;961;740;740;1032;5610;5610;15008;3400;3400;9521
MU;1709005;Goiatins (TO);21885;21878;54106;33514;33507;61737;33584;33579;76650;26532;26532;64779;26532;26532;72360
MU;1709302;Guaraí (TO);11630;11630;36070;11680;11680;28845;15680;15680;25934;13477;13477;34937;11594;11594;37368
MU;1709500;Gurupi (TO);5616;5616;14233;11108;11108;30712;8142;7542;14366;10024;10024;31290;11871;11871;34067
MU;1709807;Ipueiras (TO);6800;6800;17993;8665;8665;19748;7610;7610;15672;7575;7575;20461;3661;3661;9478
MU;1710508;Itacajá (TO);7000;7000;18299;4960;4960;10458;5150;5150;9474;10140;10140;22815;9820;9820;23547
MU;1710706;Itaguatins (TO);201;201;542;224;224;817;184;184;632;192;192;994;198;198;1229
MU;1710904;Itapiratins (TO);12322;12322;33168;12930;12930;27716;7200;7200;14792;18565;18565;41391;13825;13825;39095
MU;1711100;Itaporã do Tocantins (TO);420;420;477;367;367;605;349;349;536;72;72;109;305;305;565
MU;1711506;Jaú do Tocantins (TO);409;409;726;343;343;774;313;313;743;2207;2207;6204;3040;3040;10514
MU;1711803;Juarina (TO);180;180;196;562;562;8211;580;580;8259;472;472;10247;277;277;3903
MU;1711902;Lagoa da Confusão (TO);103805;103805;410423;98624;98624;375330;85115;84935;480826;104781;104711;421781;106296;106296;520657
MU;1711951;Lagoa do Tocantins (TO);2200;2200;5821;2600;2600;5673;3080;2550;5339;2505;2505;8125;2520;2520;6289
MU;1712009;Lajeado (TO);315;315;486;380;380;785;380;380;752;380;380;719;245;245;354
MU;1712157;Lavandeira (TO);612;612;1097;616;616;1074;591;591;1289;225;225;1205;148;148;515
MU;1712405;Lizarda (TO);315;315;596;1860;1860;4126;3280;3280;6033;1820;1820;4096;5890;5890;16311
MU;1712454;Luzinópolis (TO);631;631;858;631;631;828;441;441;778;508;508;1386;402;402;1076
MU;1712504;Marianópolis do Tocantins (TO);6417;6417;15150;15567;15567;30916;19242;19242;57443;27046;27046;73615;24682;24682;80285
MU;1712702;Mateiros (TO);37500;37500;128900;37500;37500;109983;43116;43116;94822;48870;48870;143558;51217;51217;158276
MU;1712801;Maurilândia do Tocantins (TO);181;181;346;188;188;375;133;133;390;215;215;511;261;261;607
MU;1713205;Miracema do Tocantins (TO);1865;1865;7299;7500;7500;33158;7820;7820;44328;11224;11224;52855;22600;22600;138622
MU;1713304;Miranorte (TO);2820;2820;12064;3010;3010;12421;3080;3080;13085;7515;7515;29300;16189;16189;66609
MU;1713601;Monte do Carmo (TO);31350;31350;76599;39550;39550;90341;34950;34600;71340;34487;34487;91326;42833;42833;111868
MU;1713700;Monte Santo do Tocantins (TO);217;217;243;215;215;264;475;475;6178;753;753;4582;1043;1043;4320
MU;1713809;Palmeiras do Tocantins (TO);280;280;273;288;288;290;80;80;305;169;169;611;400;400;1275
MU;1713957;Muricilândia (TO);758;756;1409;472;470;1148;472;472;1214;1221;1221;2960;1220;1220;3210
MU;1714203;Natividade (TO);1865;1865;3994;2920;2920;6855;2870;2870;8023;2587;2587;5761;2857;2857;8090
MU;1714302;Nazaré (TO);148;148;347;162;162;359;67;67;265;294;294;737;317;317;771
MU;1714880;Nova Olinda (TO);1125;1125;1866;1038;1038;2125;1033;1033;2125;866;866;5098;903;903;2195
MU;1715002;Nova Rosalândia (TO);4205;4205;9294;4330;4330;8067;4055;4055;13325;7960;7960;13294;8383;8383;20252
MU;1715101;Novo Acordo (TO);3000;3000;7938;3200;3200;7580;3400;3200;6088;3640;3640;9543;6580;6580;18382
MU;1715150;Novo Alegre (TO);706;696;1127;646;646;1075;636;636;1541;165;165;355;152;152;381
MU;1715259;Novo Jardim (TO);998;993;1490;995;995;1524;985;985;2271;219;219;734;186;186;453
MU;1715507;Oliveira de Fátima (TO);1550;1550;4101;1872;1872;4292;1687;1687;3727;2154;2154;5209;1810;1810;5009
MU;1715705;Palmeirante (TO);12900;12900;20388;17065;17065;26373;17065;17065;25111;16150;16150;28270;17170;17170;35794
MU;1715754;Palmeirópolis (TO);3530;3530;10235;4195;4195;12674;2862;2862;7979;3594;3594;12745;3559;3559;16397
MU;1716109;Paraíso do Tocantins (TO);2056;1736;3470;13749;13749;28346;2420;2420;8385;1337;1337;3462;1395;1395;5478
MU;1716208;Paranã (TO);647;647;1295;657;657;1794;592;592;1724;614;614;1745;490;490;1981
MU;1716307;Pau D'Arco (TO);350;350;2687;370;370;3190;360;360;2978;750;750;18560;440;440;9376
MU;1716505;Pedro Afonso (TO);43978;43978;137426;52435;52435;172252;50750;50750;155096;48505;48505;167119;56068;56068;237482
MU;1716604;Peixe (TO);21959;21959;59755;50905;50905;127253;50421;45421;81490;54685;54685;148707;55847;55847;145042
MU;1716653;Pequizeiro (TO);375;375;638;560;560;5153;620;620;4852;1295;1295;4844;450;450;3076
MU;1716703;Colméia (TO);290;290;310;220;220;262;217;217;279;145;145;571;137;137;197
MU;1717008;Pindorama do Tocantins (TO);624;624;1828;28;28;131;94;34;346;750;750;1964;1280;1280;3181
MU;1717206;Piraquê (TO);2032;2031;4042;5942;5941;12908;5932;5932;13072;2847;2847;5174;6347;6347;14782
MU;1717503;Pium (TO);14873;14873;37593;19354;19354;52582;25653;25653;96012;21356;21356;60540;33923;33923;115072
MU;1717800;Ponte Alta do Bom Jesus (TO);1560;1560;2641;1560;1560;2605;1510;1510;3250;373;373;914;401;401;946
MU;1717909;Ponte Alta do Tocantins (TO);4980;4980;14742;440;440;861;440;440;1073;592;592;3244;262;262;653
MU;1718006;Porto Alegre do Tocantins (TO);870;860;1494;1093;1093;2074;1083;1083;2976;122;122;282;158;158;389
MU;1718204;Porto Nacional (TO);46348;46348;111268;64067;64067;149447;55674;43845;101512;58272;58272;160485;55777;55777;113035
MU;1718303;Praia Norte (TO);327;327;898;257;257;1005;276;276;1023;276;276;1589;278;278;1729
