mun;ano;estabelecimentos
Mg-Fruta de Leite;2017;0
Mg-Frutal;2017;146
Mg-Funilandia;2017;5
Mg-Galileia;2017;15
Mg-Gameleiras;2017;0
Mg-Glaucilandia;2017;4
Mg-Goiabeira;2017;3
Mg-Goiana;2017;11
Mg-Goncalves;2017;16
Mg-Gonzaga;2017;1
Mg-Gouveia;2017;30
Mg-Governador Valadares;2017;524
Mg-Grao Mogol;2017;15
Mg-Grupiara;2017;2
Mg-Guanhaes;2017;49
Mg-Guape;2017;40
Mg-Guaraciaba;2017;15
Mg-Guaraciama;2017;2
Mg-Guaranesia;2017;100
Mg-Guarani;2017;42
Mg-Guarara;2017;19
Mg-Guarda-Mor;2017;10
Mg-Guaxupe;2017;226
Mg-Guidoval;2017;52
Mg-Guimarania;2017;11
Mg-Guiricema;2017;40
Mg-Gurinhata;2017;6
Mg-Heliodora;2017;15
Mg-Iapu;2017;17
Mg-Ibertioga;2017;6
Mg-Ibia;2017;40
Mg-Ibiai;2017;1
Mg-Ibiracatu;2017;1
Mg-Ibiraci;2017;22
Mg-Ibirite;2017;194
Mg-Ibitiura de Minas;2017;10
Mg-Ibituruna;2017;5
Mg-Icarai de Minas;2017;0
Mg-Igarape;2017;84
Mg-Igaratinga;2017;112
Mg-Iguatama;2017;19
Mg-Ijaci;2017;19
Mg-Ilicinea;2017;28
Mg-Imbe de Minas;2017;2
Mg-Inconfidentes;2017;59
Mg-Indaiabira;2017;3
Mg-Indianopolis;2017;9
Mg-Ingai;2017;4
Mg-Inhapim;2017;31
Mg-Inhauma;2017;22
Mg-Inimutaba;2017;10
Mg-Ipaba;2017;13
Mg-Ipanema;2017;58
Mg-Ipatinga;2017;485
Mg-Ipiacu;2017;4
Mg-Ipuiuna;2017;23
Mg-Irai de Minas;2017;7
Mg-Itabira;2017;176
Mg-Itabirinha;2017;15
Mg-Itabirito;2017;117
Mg-Itacambira;2017;1
Mg-Itacarambi;2017;15
Mg-Itaguara;2017;59
Mg-Itaipe;2017;0
Mg-Itajuba;2017;250
Mg-Itamarandiba;2017;41
Mg-Itamarati de Minas;2017;14
Mg-Itambacuri;2017;14
Mg-Itambe do Mato Dentro;2017;1
Mg-Itamogi;2017;21
Mg-Itamonte;2017;66
Mg-Itanhandu;2017;52
Mg-Itanhomi;2017;8
Mg-Itaobim;2017;35
Mg-Itapagipe;2017;18
Mg-Itapecerica;2017;53
Mg-Itapeva;2017;22
Mg-Itatiaiucu;2017;29
Mg-Itau de Minas;2017;49
Mg-Itauna;2017;377
Mg-Itaverava;2017;7
Mg-Itinga;2017;22
Mg-Itueta;2017;12
Mg-Ituiutaba;2017;183
Mg-Itumirim;2017;6
Mg-Iturama;2017;58
Mg-Itutinga;2017;7
Mg-Jaboticatubas;2017;40
Mg-Jacinto;2017;4
Mg-Jacui;2017;17
Mg-Jacutinga;2017;329
Mg-Jaguaracu;2017;3
Mg-Jaiba;2017;27
Mg-Jampruca;2017;6
Mg-Janauba;2017;117
Mg-Januaria;2017;63
Mg-Japaraiba;2017;15
Mg-Japonvar;2017;2
Mg-Jeceaba;2017;13
Mg-Jenipapo de Minas;2017;2
Mg-Jequeri;2017;15
Mg-Jequitai;2017;1
Mg-Jequitiba;2017;5
Mg-Jequitinhonha;2017;13
Mg-Jesuania;2017;9
Mg-Joaima;2017;9
Mg-Joanesia;2017;0
Mg-Joao Monlevade;2017;150
Mg-Joao Pinheiro;2017;95
Mg-Joaquim Felicio;2017;5
Mg-Jordania;2017;0
Mg-Jose Goncalves de Minas;2017;2
Mg-Jose Raydan;2017;4
Mg-Josenopolis;2017;0
Mg-Nova Uniao;2017;14
Mg-Juatuba;2017;48
Mg-Juiz de Fora;2017;1346
Mg-Juramento;2017;0
Mg-Juruaia;2017;165
Mg-Juvenilia;2017;1
Mg-Ladainha;2017;3
Mg-Lagamar;2017;13
Mg-Lagoa da Prata;2017;194
Mg-Lagoa dos Patos;2017;1
Mg-Lagoa Dourada;2017;26
Mg-Lagoa Formosa;2017;59
Mg-Lagoa Grande;2017;18
Mg-Lagoa Santa;2017;131
Mg-Lajinha;2017;24
Mg-Lambari;2017;58
Mg-Lamim;2017;3
Mg-Laranjal;2017;15
Mg-Lassance;2017;4
Mg-Lavras;2017;222
Mg-Leandro Ferreira;2017;13
Mg-Leme do Prado;2017;3
Mg-Leopoldina;2017;112
Mg-Liberdade;2017;10
Mg-Lima Duarte;2017;34
Mg-Limeira do Oeste;2017;5
Mg-Lontra;2017;0
Mg-Luisburgo;2017;5
Mg-Luislandia;2017;3
Mg-Luminarias;2017;16
Mg-Luz;2017;61
Mg-Machacalis;2017;3
Mg-Machado;2017;130
Mg-Madre de Deus de Minas;2017;6
Mg-Malacacheta;2017;14
Mg-Mamonas;2017;4
Mg-Manga;2017;13
Mg-Manhuacu;2017;214
Mg-Manhumirim;2017;28
Mg-Mantena;2017;65
Mg-Maravilhas;2017;31
Mg-Mar de Espanha;2017;138
Mg-Maria da Fe;2017;30
Mg-Mariana;2017;68
Mg-Marilac;2017;1
Mg-Mario Campos;2017;16
Mg-Maripa de Minas;2017;25
Mg-Marlieria;2017;5
Mg-Marmelopolis;2017;10
Mg-Martinho Campos;2017;57
Mg-Martins Soares;2017;6
Mg-Mata Verde;2017;6
Mg-Materlandia;2017;1
Mg-Mateus Leme;2017;70
Mg-Matias Barbosa;2017;42
Mg-Matias Cardoso;2017;3
Mg-Matipo;2017;16
Mg-Mato Verde;2017;19
Mg-Matozinhos;2017;134
Mg-Matutina;2017;7
Mg-Medeiros;2017;2
Mg-Medina;2017;32
Mg-Mendes Pimentel;2017;6
Mg-Merces;2017;25
Mg-Mesquita;2017;0
Mg-Minas Novas;2017;16
Mg-Minduri;2017;4
Mg-Mirabela;2017;3
Mg-Miradouro;2017;11
Mg-Mirai;2017;43
Mg-Miravania;2017;1
Mg-Moeda;2017;7
Mg-Moema;2017;22
Mg-Monjolos;2017;6
Mg-Monsenhor Paulo;2017;28
Mg-Montalvania;2017;7
Mg-Monte Alegre de Minas;2017;33
Mg-Monte Azul;2017;20
Mg-Monte Belo;2017;45
Mg-Monte Carmelo;2017;160
Mg-Monte Formoso;2017;1
Mg-Monte Santo de Minas;2017;65
Mg-Montes Claros;2017;596
Mg-Monte Siao;2017;632
Mg-Montezuma;2017;3
Mg-Morada Nova de Minas;2017;13
Mg-Morro da Garca;2017;0
Mg-Morro do Pilar;2017;1
Mg-Munhoz;2017;12
Mg-Muriae;2017;512
Mg-Mutum;2017;34
Mg-Muzambinho;2017;74
Mg-Nacip Raydan;2017;1
Mg-Nanuque;2017;56
Mg-Naque;2017;0
Mg-Natalandia;2017;4
Mg-Natercia;2017;9
Mg-Nazareno;2017;17
Mg-Nepomuceno;2017;32
Mg-Ninheira;2017;3
Mg-Nova Belem;2017;0
Mg-Nova Era;2017;30
Mg-Nova Lima;2017;259
Mg-Nova Modica;2017;3
Mg-Nova Ponte;2017;30
Mg-Nova Porteirinha;2017;16
Mg-Nova Resende;2017;34
Mg-Nova Serrana;2017;1083
Mg-Novo Cruzeiro;2017;8
Mg-Novo Oriente de Minas;2017;2
Mg-Novorizonte;2017;1
Mg-Olaria;2017;1
Mg-Olhos-D Agua;2017;8
Mg-Olimpio Noronha;2017;5
Mg-Oliveira;2017;123
Mg-Oliveira Fortes;2017;5
Mg-Onca de Pitangui;2017;4
Mg-Oratorios;2017;6
Mg-Orizania;2017;2
Mg-Ouro Branco;2017;79
Mg-Ouro Fino;2017;145
Mg-Ouro Preto;2017;105
Mg-Ouro Verde de Minas;2017;0
Mg-Padre Carvalho;2017;2
Mg-Padre Paraiso;2017;17
Mg-Paineiras;2017;6
Mg-Pains;2017;64
Mg-Pai Pedro;2017;1
Mg-Paiva;2017;1
Mg-Palma;2017;15
Mg-Palmopolis;2017;0
Mg-Papagaios;2017;164
Mg-Paracatu;2017;149
Mg-Para de Minas;2017;332
Mg-Paraguacu;2017;104
Mg-Paraisopolis;2017;42
Mg-Paraopeba;2017;91
Mg-Passabem;2017;1
Mg-Passa Quatro;2017;46
Mg-Passa Tempo;2017;15
Mg-Passa-Vinte;2017;0
Mg-Passos;2017;378
Mg-Patis;2017;1
Mg-Patos de Minas;2017;516
Mg-Patrocinio;2017;252
Mg-Patrocinio do Muriae;2017;22
Mg-Paula Candido;2017;10
Mg-Paulistas;2017;7
Mg-Pavao;2017;6
Mg-Pecanha;2017;8
Mg-Pedra Azul;2017;10
Mg-Pedra Bonita;2017;2
Mg-Pedra do Anta;2017;0
Mg-Pedra do Indaia;2017;17
Mg-Pedra Dourada;2017;5
Mg-Pedralva;2017;30
Mg-Pedras de Maria da Cruz;2017;0
Mg-Pedrinopolis;2017;1
Mg-Pedro Leopoldo;2017;198
Mg-Pedro Teixeira;2017;1
Mg-Pequeri;2017;18
Mg-Pequi;2017;12
Mg-Perdigao;2017;128
Mg-Perdizes;2017;38
Mg-Perdoes;2017;78
Mg-Periquito;2017;4
Mg-Pescador;2017;0
Mg-Piau;2017;5
Mg-Piedade de Caratinga;2017;8
Mg-Piedade de Ponte Nova;2017;3
Mg-Piedade do Rio Grande;2017;7
Mg-Piedade dos Gerais;2017;7
Mg-Pimenta;2017;19
Mg-Pingo-D Agua;2017;4
Mg-Pintopolis;2017;2
Mg-Piracema;2017;17
Mg-Pirajuba;2017;5
Mg-Piranga;2017;19
Mg-Pirangucu;2017;23
Mg-Piranguinho;2017;31
Mg-Pirapetinga;2017;13
Mg-Pirapora;2017;72
Mg-Pirauba;2017;75
Mg-Pitangui;2017;104
Mg-Piumhi;2017;132
Mg-Planura;2017;9
Mg-Poco Fundo;2017;54
Mg-Pocos de Caldas;2017;452
Mg-Pocrane;2017;6
Mg-Pompeu;2017;79
Mg-Ponte Nova;2017;123
Mg-Ponto Chique;2017;0
Mg-Ponto dos Volantes;2017;6
Mg-Porteirinha;2017;32
Mg-Porto Firme;2017;14
Mg-Pote;2017;19
Mg-Pouso Alegre;2017;431
Mg-Pouso Alto;2017;27
Mg-Prados;2017;70
Mg-Prata;2017;48
Mg-Pratapolis;2017;33
Mg-Pratinha;2017;4
Mg-Presidente Bernardes;2017;7
Mg-Presidente Juscelino;2017;5
Mg-Presidente Kubitschek;2017;2
Mg-Presidente Olegario;2017;27
Mg-Alto Jequitiba;2017;12
Mg-Prudente de Morais;2017;20
Mg-Quartel Geral;2017;8
Mg-Queluzito;2017;0
Mg-Raposos;2017;9
Mg-Raul Soares;2017;45
Mg-Recreio;2017;26
Mg-Reduto;2017;14
Mg-Resende Costa;2017;59
Mg-Resplendor;2017;20
Mg-Ressaquinha;2017;7
Mg-Riachinho;2017;6
Mg-Riacho dos Machados;2017;3
Mg-Ribeirao das Neves;2017;252
Mg-Ribeirao Vermelho;2017;15
Mg-Rio Acima;2017;14
Mg-Rio Casca;2017;29
Mg-Rio Doce;2017;2
Mg-Rio do Prado;2017;0
Mg-Rio Espera;2017;4
Mg-Rio Manso;2017;21
Mg-Rio Novo;2017;19
Mg-Rio Paranaiba;2017;33
Mg-Rio Pardo de Minas;2017;12
Mg-Rio Piracicaba;2017;18
Mg-Rio Pomba;2017;82
Mg-Rio Preto;2017;11
Mg-Rio Vermelho;2017;7
Mg-Ritapolis;2017;8
Mg-Rochedo de Minas;2017;11
Mg-Rodeiro;2017;72
Mg-Romaria;2017;5
Mg-Rosario da Limeira;2017;15
Mg-Rubelita;2017;7
Mg-Rubim;2017;5
Mg-Sabara;2017;170
Mg-Sabinopolis;2017;15
Mg-Sacramento;2017;101
Mg-Salinas;2017;80
Mg-Salto da Divisa;2017;7
Mg-Santa Barbara;2017;44
Mg-Santa Barbara do Leste;2017;4
Mg-Santa Barbara do Monte Verde;2017;3
Mg-Santa Barbara do Tugurio;2017;8
Mg-Santa Cruz de Minas;2017;78
Mg-Santa Cruz de Salinas;2017;1
Mg-Santa Cruz do Escalvado;2017;4
Mg-Santa Efigenia de Minas;2017;1
Mg-Santa Fe de Minas;2017;0
Mg-Santa Helena de Minas;2017;0
Mg-Santa Juliana;2017;13
Mg-Santa Luzia;2017;278
Mg-Santa Margarida;2017;8
Mg-Santa Maria de Itabira;2017;14
Mg-Santa Maria do Salto;2017;0
Mg-Santa Maria do Suacui;2017;14
Mg-Santana da Vargem;2017;12
Mg-Santana de Cataguases;2017;12
Mg-Santana de Pirapama;2017;7
Mg-Santana do Deserto;2017;7
Mg-Santana do Garambeu;2017;0
Mg-Santana do Jacare;2017;14
Mg-Santana do Manhuacu;2017;7
Mg-Santana do Paraiso;2017;83
Mg-Santana do Riacho;2017;5
Mg-Santana dos Montes;2017;4
Mg-Santa Rita de Caldas;2017;22
Mg-Santa Rita de Jacutinga;2017;12
Mg-Santa Rita de Minas;2017;11
Mg-Santa Rita de Ibitipoca;2017;5
Mg-Santa Rita do Itueto;2017;2
Mg-Santa Rita do Sapucai;2017;252
Mg-Santa Rosa da Serra;2017;2
Mg-Santa Vitoria;2017;32
Mg-Santo Antonio do Amparo;2017;29
Mg-Santo Antonio do Aventureiro;2017;5
Mg-Santo Antonio do Grama;2017;3
Mg-Santo Antonio do Itambe;2017;3
Mg-Santo Antonio do Jacinto;2017;2
Mg-Santo Antonio do Monte;2017;140
Mg-Santo Antonio do Retiro;2017;1
Mg-Santo Antonio do Rio Abaixo;2017;0
Mg-Santo Hipolito;2017;1
Mg-Santos Dumont;2017;77
Mg-Sao Bento Abade;2017;6
Mg-Sao Bras do Suacui;2017;7
Mg-Sao Domingos das Dores;2017;3
Mg-Sao Domingos do Prata;2017;29
Mg-Sao Felix de Minas;2017;2
Mg-Sao Francisco;2017;19
Mg-Sao Francisco de Paula;2017;10
Mg-Sao Francisco de Sales;2017;9
Mg-Sao Francisco do Gloria;2017;4
Mg-Sao Geraldo;2017;41
Mg-Sao Geraldo da Piedade;2017;1
Mg-Sao Geraldo do Baixio;2017;2
Mg-Sao Goncalo do Abaete;2017;6
Mg-Sao Goncalo do Para;2017;54
Mg-Sao Goncalo do Rio Abaixo;2017;31
Mg-Sao Goncalo do Sapucai;2017;62
Mg-Sao Gotardo;2017;75
Mg-Sao Joao Batista do Gloria;2017;12
Mg-Sao Joao da Lagoa;2017;2
Mg-Sao Joao da Mata;2017;5
Mg-Sao Joao da Ponte;2017;5
Mg-Sao Joao das Missoes;2017;0
Mg-Sao Joao Del Rei;2017;239
Mg-Sao Joao do Manhuacu;2017;6
Mg-Sao Joao do Manteninha;2017;50
Mg-Sao Joao do Oriente;2017;17
Mg-Sao Joao do Pacui;2017;1
Mg-Sao Joao do Paraiso;2017;31
Mg-Sao Joao Evangelista;2017;19
Mg-Sao Joao Nepomuceno;2017;163
Mg-Sao Joaquim de Bicas;2017;73
Mg-Sao Jose da Barra;2017;15
Mg-Sao Jose da Lapa;2017;65
Mg-Sao Jose da Safira;2017;9
Mg-Sao Jose da Varginha;2017;2
Mg-Sao Jose do Alegre;2017;5
Mg-Sao Jose do Divino;2017;0
Mg-Sao Jose do Goiabal;2017;5
Mg-Sao Jose do Jacuri;2017;5
Mg-Sao Jose do Mantimento;2017;1
Mg-Sao Lourenco;2017;133
Mg-Sao Miguel do Anta;2017;9
Mg-Sao Pedro da Uniao;2017;12
Mg-Sao Pedro dos Ferros;2017;10
Mg-Sao Pedro do Suacui;2017;2
Mg-Sao Romao;2017;2
Mg-Sao Roque de Minas;2017;22
Mg-Sao Sebastiao da Bela Vista;2017;21
Mg-Sao Sebastiao da Vargem Alegre;2017;4
Mg-Sao Sebastiao do Anta;2017;3
Mg-Sao Sebastiao do Maranhao;2017;4
Mg-Sao Sebastiao do Oeste;2017;38
Mg-Sao Sebastiao do Paraiso;2017;227
Mg-Sao Sebastiao do Rio Preto;2017;2
Mg-Sao Sebastiao do Rio Verde;2017;6
Mg-Sao Tiago;2017;79
Mg-Sao Tomas de Aquino;2017;16
Mg-Sao Thome das Letras;2017;78
Mg-Sao Vicente de Minas;2017;24
Mg-Sapucai-Mirim;2017;29
Mg-Sardoa;2017;3
Mg-Sarzedo;2017;70
Mg-Setubinha;2017;1
Mg-Sem-Peixe;2017;2
Mg-Senador Amaral;2017;4
Mg-Senador Cortes;2017;8
Mg-Senador Firmino;2017;17
Mg-Senador Jose Bento;2017;1
Mg-Senador Modestino Goncalves;2017;4
Mg-Senhora de Oliveira;2017;8
Mg-Senhora do Porto;2017;1
Mg-Senhora dos Remedios;2017;5
Mg-Sericita;2017;4
Mg-Seritinga;2017;5
Mg-Serra Azul de Minas;2017;1
Mg-Serra da Saudade;2017;0
Mg-Serra dos Aimores;2017;4
Mg-Serra do Salitre;2017;22
Mg-Serrania;2017;20
Mg-Serranopolis de Minas;2017;1
Mg-Serranos;2017;2
Mg-Serro;2017;23
Mg-Sete Lagoas;2017;582
Mg-Silveirania;2017;1
Mg-Silvianopolis;2017;18
Mg-Simao Pereira;2017;4
Mg-Simonesia;2017;14
Mg-Sobralia;2017;3
Mg-Soledade de Minas;2017;18
Mg-Tabuleiro;2017;13
Mg-Taiobeiras;2017;87
Mg-Taparuba;2017;9
Mg-Tapira;2017;4
Mg-Tapirai;2017;1
Mg-Taquaracu de Minas;2017;6
Mg-Tarumirim;2017;26
Mg-Teixeiras;2017;25
Mg-Teofilo Otoni;2017;197
Mg-Timoteo;2017;195
Mg-Tiradentes;2017;58
Mg-Tiros;2017;7
Mg-Tocantins;2017;82
Mg-Tocos do Moji;2017;2
Mg-Toledo;2017;11
Mg-Tombos;2017;18
Mg-Tres Coracoes;2017;162
Mg-Tres Marias;2017;55
Mg-Tres Pontas;2017;145
Mg-Tumiritinga;2017;5
Mg-Tupaciguara;2017;38
Mg-Turmalina;2017;43
Mg-Turvolandia;2017;8
Mg-Uba;2017;563
Mg-Ubai;2017;0
Mg-Ubaporanga;2017;19
Mg-Uberaba;2017;890
Mg-Uberlandia;2017;1610
Mg-Umburatiba;2017;2
Mg-Unai;2017;164
Mg-Uniao de Minas;2017;2
Mg-Uruana de Minas;2017;1
Mg-Urucania;2017;12
Mg-Urucuia;2017;2
Mg-Vargem Alegre;2017;9
Mg-Vargem Bonita;2017;5
Mg-Vargem Grande do Rio Pardo;2017;2
Mg-Varginha;2017;443
Mg-Varjao de Minas;2017;4
Mg-Varzea da Palma;2017;54
Mg-Varzelandia;2017;3
Mg-Vazante;2017;54
Mg-Verdelandia;2017;1
Mg-Veredinha;2017;3
Mg-Verissimo;2017;8
Mg-Vermelho Novo;2017;4
Mg-Vespasiano;2017;171
Mg-Vicosa;2017;220
Mg-Vieiras;2017;2
Mg-Mathias Lobato;2017;0
Mg-Virgem da Lapa;2017;8
Mg-Virginia;2017;23
Mg-Virginopolis;2017;9
Mg-Virgolandia;2017;0
Mg-Visconde do Rio Branco;2017;152
Mg-Volta Grande;2017;7
Mg-Wenceslau Braz;2017;8
Mg-Abadia dos Dourados;2018;24
Mg-Abaete;2018;49
Mg-Abre Campo;2018;24
Mg-Acaiaca;2018;6
Mg-Acucena;2018;2
Mg-Agua Boa;2018;4
Mg-Agua Comprida;2018;2
Mg-Aguanil;2018;15
Mg-Aguas Formosas;2018;11
Mg-Aguas Vermelhas;2018;4
Mg-Aimores;2018;32
Mg-Aiuruoca;2018;13
Mg-Alagoa;2018;3
Mg-Albertina;2018;8
Mg-Alem Paraiba;2018;48
Mg-Alfenas;2018;215
Mg-Alfredo Vasconcelos;2018;9
Mg-Almenara;2018;52
Mg-Alpercata;2018;8
Mg-Alpinopolis;2018;68
Mg-Alterosa;2018;30
Mg-Alto Caparao;2018;2
Mg-Alto Rio Doce;2018;13
Mg-Alvarenga;2018;3
Mg-Alvinopolis;2018;31
Mg-Alvorada de Minas;2018;0
Mg-Amparo do Serra;2018;4
Mg-Andradas;2018;197
Mg-Cachoeira de Pajeu;2018;4
Mg-Andrelandia;2018;17
Mg-Angelandia;2018;3
Mg-Antonio Carlos;2018;17
Mg-Antonio Dias;2018;7
Mg-Antonio Prado de Minas;2018;1
Mg-Aracai;2018;1
Mg-Aracitaba;2018;1
Mg-Aracuai;2018;50
Mg-Araguari;2018;319
Mg-Arantina;2018;7
Mg-Araponga;2018;9
Mg-Arapora;2018;15
Mg-Arapua;2018;1
Mg-Araujos;2018;85
Mg-Araxa;2018;225
Mg-Arceburgo;2018;31
Mg-Arcos;2018;189
Mg-Areado;2018;45
Mg-Argirita;2018;3
Mg-Aricanduva;2018;2
Mg-Arinos;2018;15
Mg-Astolfo Dutra;2018;105
Mg-Ataleia;2018;4
Mg-Augusto de Lima;2018;7
Mg-Baependi;2018;92
Mg-Baldim;2018;13
Mg-Bambui;2018;46
Mg-Bandeira;2018;1
Mg-Bandeira do Sul;2018;24
Mg-Barao de Cocais;2018;50
Mg-Barao de Monte Alto;2018;2
Mg-Barbacena;2018;219
Mg-Barra Longa;2018;6
Mg-Barroso;2018;49
Mg-Bela Vista de Minas;2018;4
Mg-Belmiro Braga;2018;9
Mg-Belo Horizonte;2018;5069
Mg-Belo Oriente;2018;20
Mg-Belo Vale;2018;14
Mg-Berilo;2018;4
Mg-Bertopolis;2018;1
Mg-Berizal;2018;7
Mg-Betim;2018;830
Mg-Bias Fortes;2018;1
Mg-Bicas;2018;77
Mg-Biquinhas;2018;0
Mg-Boa Esperanca;2018;98
Mg-Bocaina de Minas;2018;8
Mg-Bocaiuva;2018;75
Mg-Bom Despacho;2018;158
Mg-Bom Jardim de Minas;2018;13
Mg-Bom Jesus da Penha;2018;3
Mg-Bom Jesus do Amparo;2018;12
Mg-Bom Jesus do Galho;2018;6
Mg-Bom Repouso;2018;8
Mg-Bom Sucesso;2018;36
Mg-Bonfim;2018;15
Mg-Bonfinopolis de Minas;2018;5
Mg-Bonito de Minas;2018;0
Mg-Borda da Mata;2018;138
Mg-Botelhos;2018;28
Mg-Botumirim;2018;3
Mg-Brasilandia de Minas;2018;18
Mg-Brasilia de Minas;2018;18
Mg-Bras Pires;2018;5
Mg-Braunas;2018;2
Mg-Brazopolis;2018;23
Mg-Brumadinho;2018;70
Mg-Bueno Brandao;2018;17
Mg-Buenopolis;2018;11
Mg-Bugre;2018;0
Mg-Buritis;2018;17
Mg-Buritizeiro;2018;23
Mg-Cabeceira Grande;2018;4
Mg-Cabo Verde;2018;15
Mg-Cachoeira da Prata;2018;14
Mg-Cachoeira de Minas;2018;46
Mg-Cachoeira Dourada;2018;3
Mg-Caetanopolis;2018;42
Mg-Caete;2018;58
Mg-Caiana;2018;4
Mg-Cajuri;2018;7
Mg-Caldas;2018;56
Mg-Camacho;2018;1
Mg-Camanducaia;2018;74
Mg-Cambui;2018;137
Mg-Cambuquira;2018;23
Mg-Campanario;2018;3
Mg-Campanha;2018;76
Mg-Campestre;2018;62
Mg-Campina Verde;2018;35
Mg-Campo Azul;2018;1
Mg-Campo Belo;2018;221
Mg-Campo do Meio;2018;34
Mg-Campo Florido;2018;12
Mg-Campos Altos;2018;20
Mg-Campos Gerais;2018;47
Mg-Canaa;2018;4
Mg-Canapolis;2018;12
Mg-Cana Verde;2018;8
Mg-Candeias;2018;43
Mg-Cantagalo;2018;6
Mg-Caparao;2018;3
Mg-Capela Nova;2018;7
Mg-Capelinha;2018;93
Mg-Capetinga;2018;19
Mg-Capim Branco;2018;16
Mg-Capinopolis;2018;26
Mg-Capitao Andrade;2018;2
Mg-Capitao Eneas;2018;8
Mg-Capitolio;2018;29
Mg-Caputira;2018;8
Mg-Carai;2018;10
Mg-Caranaiba;2018;1
Mg-Carandai;2018;56
Mg-Carangola;2018;60
Mg-Caratinga;2018;170
Mg-Carbonita;2018;10
Mg-Careacu;2018;20
Mg-Carlos Chagas;2018;11
Mg-Carmesia;2018;1
Mg-Carmo da Cachoeira;2018;9
Mg-Carmo da Mata;2018;36
Mg-Carmo de Minas;2018;24
Mg-Carmo do Cajuru;2018;150
Mg-Carmo do Paranaiba;2018;71
Mg-Carmo do Rio Claro;2018;65
Mg-Carmopolis de Minas;2018;76
Mg-Carneirinho;2018;19
Mg-Carrancas;2018;6
Mg-Carvalhopolis;2018;10
Mg-Carvalhos;2018;12
Mg-Casa Grande;2018;1
Mg-Cascalho Rico;2018;7
Mg-Cassia;2018;70
Mg-Conceicao da Barra de Minas;2018;4
Mg-Cataguases;2018;186
Mg-Catas Altas;2018;6
Mg-Catas Altas da Noruega;2018;5
Mg-Catuji;2018;0
Mg-Catuti;2018;0
Mg-Caxambu;2018;45
Mg-Cedro do Abaete;2018;0
Mg-Central de Minas;2018;7
Mg-Centralina;2018;6
Mg-Chacara;2018;8
Mg-Chale;2018;4
Mg-Chapada do Norte;2018;3
Mg-Chapada Gaucha;2018;3
Mg-Chiador;2018;2
Mg-Cipotanea;2018;4
Mg-Claraval;2018;11
Mg-Claro dos Pocoes;2018;4
Mg-Claudio;2018;189
Mg-Coimbra;2018;21
Mg-Coluna;2018;8
Mg-Comendador Gomes;2018;1
Mg-Comercinho;2018;3
Mg-Conceicao da Aparecida;2018;16
Mg-Conceicao das Pedras;2018;3
Mg-Conceicao das Alagoas;2018;29
Mg-Conceicao de Ipanema;2018;2
Mg-Conceicao do Mato Dentro;2018;18
Mg-Conceicao do Para;2018;20
Mg-Conceicao do Rio Verde;2018;26
Mg-Conceicao dos Ouros;2018;132
Mg-Conego Marinho;2018;0
Mg-Confins;2018;18
Mg-Congonhal;2018;53
Mg-Congonhas;2018;48
Mg-Congonhas do Norte;2018;3
Mg-Conquista;2018;13
Mg-Conselheiro Lafaiete;2018;204
Mg-Conselheiro Pena;2018;32
Mg-Consolacao;2018;1
Mg-Contagem;2018;1915
Mg-Coqueiral;2018;28
Mg-Coracao de Jesus;2018;13
Mg-Cordisburgo;2018;6
Mg-Cordislandia;2018;5
Mg-Corinto;2018;47
Mg-Coroaci;2018;2
Mg-Coromandel;2018;84
Mg-Coronel Fabriciano;2018;178
Mg-Coronel Murta;2018;16
Mg-Coronel Pacheco;2018;6
Mg-Coronel Xavier Chaves;2018;7
Mg-Corrego Danta;2018;2
Mg-Corrego do Bom Jesus;2018;4
Mg-Corrego Fundo;2018;90
Mg-Corrego Novo;2018;1
Mg-Couto de Magalhaes de Minas;2018;5
Mg-Crisolita;2018;0
Mg-Cristais;2018;85
Mg-Cristalia;2018;2
Mg-Cristiano Otoni;2018;14
Mg-Cristina;2018;67
Mg-Crucilandia;2018;7
Mg-Cruzeiro da Fortaleza;2018;5
Mg-Cruzilia;2018;71
Mg-Cuparaque;2018;3
Mg-Curral de Dentro;2018;6
Mg-Curvelo;2018;155
Mg-Datas;2018;9
Mg-Delfim Moreira;2018;14
Mg-Delfinopolis;2018;5
Mg-Delta;2018;20
Mg-Descoberto;2018;40
Mg-Desterro de Entre Rios;2018;11
Mg-Desterro do Melo;2018;4
Mg-Diamantina;2018;82
Mg-Diogo de Vasconcelos;2018;0
Mg-Dionisio;2018;9
Mg-Divinesia;2018;16
Mg-Divino;2018;24
Mg-Divino das Laranjeiras;2018;6
Mg-Divinolandia de Minas;2018;8
Mg-Divinopolis;2018;1186
Mg-Divisa Alegre;2018;3
Mg-Divisa Nova;2018;10
Mg-Divisopolis;2018;2
Mg-Dom Bosco;2018;2
Mg-Dom Cavati;2018;6
Mg-Dom Joaquim;2018;1
Mg-Dom Silverio;2018;26
Mg-Dom Vicoso;2018;3
Mg-Dona Eusebia;2018;26
Mg-Dores de Campos;2018;146
Mg-Dores de Guanhaes;2018;5
Mg-Dores do Indaia;2018;53
Mg-Dores do Turvo;2018;9
Mg-Doresopolis;2018;4
Mg-Douradoquara;2018;3
Mg-Durande;2018;7
Mg-Eloi Mendes;2018;66
Mg-Engenheiro Caldas;2018;31
Mg-Engenheiro Navarro;2018;3
Mg-Entre Folhas;2018;6
Mg-Entre Rios de Minas;2018;27
Mg-Ervalia;2018;55
Mg-Esmeraldas;2018;101
Mg-Espera Feliz;2018;38
Mg-Espinosa;2018;77
